dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 20
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True
saver_name_pre: wasserstein_vq_refinement_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/20] Iters:[10/20018] gen_loss -0.6521, rec_loss 0.0235, lpips_loss 0.1786, g_loss -0.1730, disc_weight 0.5000, disc_adaptive_weight 4.8082, d_loss 2.4845, logits_real 0.1403, logits_fake 0.1756,
Train Epoch: [3/20] Iters:[19060/20018] gen_loss 0.1580, rec_loss 0.0299, lpips_loss 0.1793, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9659, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0175,
Train Epoch: [3/20] Iters:[19070/20018] gen_loss 0.1590, rec_loss 0.0304, lpips_loss 0.1799, g_loss -0.0175, disc_weight 0.5000, disc_adaptive_weight 2.9397, d_loss 0.5002, logits_real 0.0180, logits_fake 0.0178,
Train Epoch: [3/20] Iters:[19080/20018] gen_loss 0.1586, rec_loss 0.0297, lpips_loss 0.1788, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.8883, d_loss 0.5001, logits_real 0.0177, logits_fake 0.0173,
Train Epoch: [3/20] Iters:[19090/20018] gen_loss 0.1601, rec_loss 0.0300, lpips_loss 0.1793, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8911, d_loss 0.5001, logits_real 0.0175, logits_fake 0.0171,
Train Epoch: [3/20] Iters:[19100/20018] gen_loss 0.1629, rec_loss 0.0297, lpips_loss 0.1800, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8001, d_loss 0.5001, logits_real 0.0171, logits_fake 0.0168,
Train Epoch: [3/20] Iters:[19110/20018] gen_loss 0.1634, rec_loss 0.0293, lpips_loss 0.1800, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.7705, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0167,
Train Epoch: [3/20] Iters:[19120/20018] gen_loss 0.1638, rec_loss 0.0296, lpips_loss 0.1803, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.7571, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0168,
Train Epoch: [3/20] Iters:[19130/20018] gen_loss 0.1630, rec_loss 0.0298, lpips_loss 0.1812, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8139, d_loss 0.5001, logits_real 0.0174, logits_fake 0.0171,
Train Epoch: [3/20] Iters:[19140/20018] gen_loss 0.1617, rec_loss 0.0298, lpips_loss 0.1810, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.8336, d_loss 0.5001, logits_real 0.0177, logits_fake 0.0174,
Train Epoch: [3/20] Iters:[19150/20018] gen_loss 0.1606, rec_loss 0.0303, lpips_loss 0.1814, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8758, d_loss 0.5001, logits_real 0.0184, logits_fake 0.0179,
Train Epoch: [3/20] Iters:[19160/20018] gen_loss 0.1585, rec_loss 0.0302, lpips_loss 0.1799, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.8971, d_loss 0.5001, logits_real 0.0184, logits_fake 0.0180,
Train Epoch: [3/20] Iters:[19170/20018] gen_loss 0.1579, rec_loss 0.0299, lpips_loss 0.1795, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9050, d_loss 0.5002, logits_real 0.0182, logits_fake 0.0180,
Train Epoch: [3/20] Iters:[19180/20018] gen_loss 0.1559, rec_loss 0.0297, lpips_loss 0.1788, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9138, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0184,
Train Epoch: [3/20] Iters:[19190/20018] gen_loss 0.1535, rec_loss 0.0294, lpips_loss 0.1786, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9759, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0185,
Train Epoch: [3/20] Iters:[19200/20018] gen_loss 0.1502, rec_loss 0.0289, lpips_loss 0.1765, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9812, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0187,
Train Epoch: [3/20] Iters:[19210/20018] gen_loss 0.1492, rec_loss 0.0293, lpips_loss 0.1781, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 3.1090, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0185,
Train Epoch: [3/20] Iters:[19220/20018] gen_loss 0.1493, rec_loss 0.0292, lpips_loss 0.1786, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.1442, d_loss 0.5001, logits_real 0.0185, logits_fake 0.0181,
Train Epoch: [3/20] Iters:[19230/20018] gen_loss 0.1491, rec_loss 0.0290, lpips_loss 0.1782, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.1901, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0177,
Train Epoch: [3/20] Iters:[19240/20018] gen_loss 0.1537, rec_loss 0.0296, lpips_loss 0.1792, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.1116, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0175,
Train Epoch: [3/20] Iters:[19250/20018] gen_loss 0.1572, rec_loss 0.0298, lpips_loss 0.1805, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.1003, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0170,
Train Epoch: [3/20] Iters:[19260/20018] gen_loss 0.1582, rec_loss 0.0298, lpips_loss 0.1811, g_loss -0.0174, disc_weight 0.5000, disc_adaptive_weight 3.0350, d_loss 0.5003, logits_real 0.0172, logits_fake 0.0173,
Train Epoch: [3/20] Iters:[19270/20018] gen_loss 0.1570, rec_loss 0.0300, lpips_loss 0.1810, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.0738, d_loss 0.5003, logits_real 0.0175, logits_fake 0.0180,
Train Epoch: [3/20] Iters:[19280/20018] gen_loss 0.1588, rec_loss 0.0309, lpips_loss 0.1827, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0172, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0183,
Train Epoch: [3/20] Iters:[19290/20018] gen_loss 0.1560, rec_loss 0.0303, lpips_loss 0.1824, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0410, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0185,
Train Epoch: [3/20] Iters:[19300/20018] gen_loss 0.1556, rec_loss 0.0303, lpips_loss 0.1829, g_loss -0.0192, disc_weight 0.5000, disc_adaptive_weight 3.0007, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0190,
Train Epoch: [3/20] Iters:[19310/20018] gen_loss 0.1560, rec_loss 0.0302, lpips_loss 0.1825, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.9940, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0189,
Train Epoch: [3/20] Iters:[19320/20018] gen_loss 0.1559, rec_loss 0.0303, lpips_loss 0.1831, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9819, d_loss 0.5002, logits_real 0.0190, logits_fake 0.0190,
Train Epoch: [3/20] Iters:[19330/20018] gen_loss 0.1531, rec_loss 0.0297, lpips_loss 0.1823, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 3.0589, d_loss 0.5002, logits_real 0.0190, logits_fake 0.0191,
Train Epoch: [3/20] Iters:[19340/20018] gen_loss 0.1499, rec_loss 0.0294, lpips_loss 0.1811, g_loss -0.0193, disc_weight 0.5000, disc_adaptive_weight 3.1427, d_loss 0.5003, logits_real 0.0191, logits_fake 0.0194,
Train Epoch: [3/20] Iters:[19350/20018] gen_loss 0.1497, rec_loss 0.0297, lpips_loss 0.1813, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 3.2333, d_loss 0.5002, logits_real 0.0192, logits_fake 0.0193,
Train Epoch: [3/20] Iters:[19360/20018] gen_loss 0.1496, rec_loss 0.0294, lpips_loss 0.1810, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 3.2689, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0190,
Train Epoch: [3/20] Iters:[19370/20018] gen_loss 0.1496, rec_loss 0.0294, lpips_loss 0.1809, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 3.3285, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0187,
Train Epoch: [3/20] Iters:[19380/20018] gen_loss 0.1540, rec_loss 0.0300, lpips_loss 0.1818, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.2886, d_loss 0.5003, logits_real 0.0178, logits_fake 0.0180,
Train Epoch: [3/20] Iters:[19390/20018] gen_loss 0.1578, rec_loss 0.0300, lpips_loss 0.1817, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 3.2099, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0170,
Train Epoch: [3/20] Iters:[19400/20018] gen_loss 0.1581, rec_loss 0.0298, lpips_loss 0.1808, g_loss -0.0163, disc_weight 0.5000, disc_adaptive_weight 3.2215, d_loss 0.5002, logits_real 0.0165, logits_fake 0.0164,
Train Epoch: [3/20] Iters:[19410/20018] gen_loss 0.1597, rec_loss 0.0298, lpips_loss 0.1799, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 3.1202, d_loss 0.5002, logits_real 0.0161, logits_fake 0.0160,
Train Epoch: [3/20] Iters:[19420/20018] gen_loss 0.1619, rec_loss 0.0297, lpips_loss 0.1796, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 3.0375, d_loss 0.5002, logits_real 0.0159, logits_fake 0.0157,
Train Epoch: [3/20] Iters:[19430/20018] gen_loss 0.1605, rec_loss 0.0295, lpips_loss 0.1792, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.0502, d_loss 0.5002, logits_real 0.0159, logits_fake 0.0157,
Train Epoch: [3/20] Iters:[19440/20018] gen_loss 0.1591, rec_loss 0.0296, lpips_loss 0.1793, g_loss -0.0162, disc_weight 0.5000, disc_adaptive_weight 3.0860, d_loss 0.5002, logits_real 0.0161, logits_fake 0.0159,
Train Epoch: [3/20] Iters:[19450/20018] gen_loss 0.1589, rec_loss 0.0296, lpips_loss 0.1790, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 3.0032, d_loss 0.5002, logits_real 0.0164, logits_fake 0.0163,
Train Epoch: [3/20] Iters:[19460/20018] gen_loss 0.1575, rec_loss 0.0295, lpips_loss 0.1787, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 3.0110, d_loss 0.5002, logits_real 0.0167, logits_fake 0.0167,
Train Epoch: [3/20] Iters:[19470/20018] gen_loss 0.1582, rec_loss 0.0296, lpips_loss 0.1787, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.9297, d_loss 0.5002, logits_real 0.0170, logits_fake 0.0170,
Train Epoch: [3/20] Iters:[19480/20018] gen_loss 0.1601, rec_loss 0.0299, lpips_loss 0.1793, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8716, d_loss 0.5002, logits_real 0.0171, logits_fake 0.0169,
Train Epoch: [3/20] Iters:[19490/20018] gen_loss 0.1608, rec_loss 0.0298, lpips_loss 0.1793, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.8672, d_loss 0.5002, logits_real 0.0171, logits_fake 0.0169,
Train Epoch: [3/20] Iters:[19500/20018] gen_loss 0.1598, rec_loss 0.0297, lpips_loss 0.1792, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.9481, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0168,
Train Epoch: [3/20] Iters:[19510/20018] gen_loss 0.1611, rec_loss 0.0298, lpips_loss 0.1808, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.9714, d_loss 0.5002, logits_real 0.0169, logits_fake 0.0167,
Train Epoch: [3/20] Iters:[19520/20018] gen_loss 0.1602, rec_loss 0.0298, lpips_loss 0.1802, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 3.0309, d_loss 0.5002, logits_real 0.0167, logits_fake 0.0167,
Train Epoch: [3/20] Iters:[19530/20018] gen_loss 0.1570, rec_loss 0.0290, lpips_loss 0.1786, g_loss -0.0164, disc_weight 0.5000, disc_adaptive_weight 3.0798, d_loss 0.5003, logits_real 0.0167, logits_fake 0.0169,
Train Epoch: [3/20] Iters:[19540/20018] gen_loss 0.1566, rec_loss 0.0292, lpips_loss 0.1793, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.0578, d_loss 0.5002, logits_real 0.0173, logits_fake 0.0171,
Train Epoch: [3/20] Iters:[19550/20018] gen_loss 0.1579, rec_loss 0.0294, lpips_loss 0.1804, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9524, d_loss 0.5002, logits_real 0.0178, logits_fake 0.0176,
Train Epoch: [3/20] Iters:[19560/20018] gen_loss 0.1552, rec_loss 0.0296, lpips_loss 0.1790, g_loss -0.0180, disc_weight 0.5000, disc_adaptive_weight 2.9678, d_loss 0.5002, logits_real 0.0180, logits_fake 0.0178,
Train Epoch: [3/20] Iters:[19570/20018] gen_loss 0.1536, rec_loss 0.0299, lpips_loss 0.1795, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0418, d_loss 0.5001, logits_real 0.0182, logits_fake 0.0179,
Train Epoch: [3/20] Iters:[19580/20018] gen_loss 0.1553, rec_loss 0.0304, lpips_loss 0.1806, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 3.0289, d_loss 0.5002, logits_real 0.0182, logits_fake 0.0181,
Train Epoch: [3/20] Iters:[19590/20018] gen_loss 0.1569, rec_loss 0.0307, lpips_loss 0.1812, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.0371, d_loss 0.5003, logits_real 0.0180, logits_fake 0.0182,
Train Epoch: [3/20] Iters:[19600/20018] gen_loss 0.1537, rec_loss 0.0302, lpips_loss 0.1808, g_loss -0.0182, disc_weight 0.5000, disc_adaptive_weight 3.1517, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0183,
Train Epoch: [3/20] Iters:[19610/20018] gen_loss 0.1559, rec_loss 0.0307, lpips_loss 0.1822, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 3.1587, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0184,
Train Epoch: [3/20] Iters:[19620/20018] gen_loss 0.1561, rec_loss 0.0302, lpips_loss 0.1816, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 3.0696, d_loss 0.5003, logits_real 0.0182, logits_fake 0.0185,
Train Epoch: [3/20] Iters:[19630/20018] gen_loss 0.1554, rec_loss 0.0299, lpips_loss 0.1812, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 3.0119, d_loss 0.5003, logits_real 0.0184, logits_fake 0.0186,
Train Epoch: [3/20] Iters:[19640/20018] gen_loss 0.1545, rec_loss 0.0298, lpips_loss 0.1809, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.9801, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0188,
Train Epoch: [3/20] Iters:[19650/20018] gen_loss 0.1551, rec_loss 0.0294, lpips_loss 0.1808, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.9231, d_loss 0.5003, logits_real 0.0185, logits_fake 0.0188,
Train Epoch: [3/20] Iters:[19660/20018] gen_loss 0.1533, rec_loss 0.0288, lpips_loss 0.1795, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8909, d_loss 0.5003, logits_real 0.0186, logits_fake 0.0188,
Train Epoch: [3/20] Iters:[19670/20018] gen_loss 0.1529, rec_loss 0.0284, lpips_loss 0.1791, g_loss -0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8813, d_loss 0.5003, logits_real 0.0183, logits_fake 0.0187,
Train Epoch: [3/20] Iters:[19680/20018] gen_loss 0.1534, rec_loss 0.0285, lpips_loss 0.1793, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9432, d_loss 0.5003, logits_real 0.0181, logits_fake 0.0185,
Train Epoch: [3/20] Iters:[19690/20018] gen_loss 0.1549, rec_loss 0.0288, lpips_loss 0.1799, g_loss -0.0183, disc_weight 0.5000, disc_adaptive_weight 2.9422, d_loss 0.5002, logits_real 0.0180, logits_fake 0.0181,
Train Epoch: [3/20] Iters:[19700/20018] gen_loss 0.1578, rec_loss 0.0294, lpips_loss 0.1803, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.8820, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0178,
Train Epoch: [3/20] Iters:[19710/20018] gen_loss 0.1585, rec_loss 0.0293, lpips_loss 0.1803, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 2.8937, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0174,
Train Epoch: [3/20] Iters:[19720/20018] gen_loss 0.1580, rec_loss 0.0299, lpips_loss 0.1806, g_loss -0.0178, disc_weight 0.5000, disc_adaptive_weight 2.9511, d_loss 0.5001, logits_real 0.0180, logits_fake 0.0174,
Train Epoch: [3/20] Iters:[19730/20018] gen_loss 0.1554, rec_loss 0.0291, lpips_loss 0.1787, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9245, d_loss 0.5000, logits_real 0.0179, logits_fake 0.0173,
Train Epoch: [3/20] Iters:[19740/20018] gen_loss 0.1546, rec_loss 0.0288, lpips_loss 0.1781, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 2.9219, d_loss 0.5001, logits_real 0.0180, logits_fake 0.0174,
Train Epoch: [3/20] Iters:[19750/20018] gen_loss 0.1508, rec_loss 0.0282, lpips_loss 0.1767, g_loss -0.0179, disc_weight 0.5000, disc_adaptive_weight 3.0270, d_loss 0.5001, logits_real 0.0178, logits_fake 0.0175,
Train Epoch: [3/20] Iters:[19760/20018] gen_loss 0.1508, rec_loss 0.0282, lpips_loss 0.1765, g_loss -0.0177, disc_weight 0.5000, disc_adaptive_weight 3.0521, d_loss 0.5001, logits_real 0.0178, logits_fake 0.0172,
Train Epoch: [3/20] Iters:[19770/20018] gen_loss 0.1521, rec_loss 0.0282, lpips_loss 0.1773, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 3.0993, d_loss 0.5001, logits_real 0.0175, logits_fake 0.0172,
Train Epoch: [3/20] Iters:[19780/20018] gen_loss 0.1558, rec_loss 0.0290, lpips_loss 0.1788, g_loss -0.0171, disc_weight 0.5000, disc_adaptive_weight 3.0440, d_loss 0.5001, logits_real 0.0176, logits_fake 0.0172,
Train Epoch: [3/20] Iters:[19790/20018] gen_loss 0.1552, rec_loss 0.0288, lpips_loss 0.1777, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 3.0179, d_loss 0.5002, logits_real 0.0173, logits_fake 0.0172,
Train Epoch: [3/20] Iters:[19800/20018] gen_loss 0.1582, rec_loss 0.0289, lpips_loss 0.1791, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.9533, d_loss 0.5001, logits_real 0.0173, logits_fake 0.0170,
Train Epoch: [3/20] Iters:[19810/20018] gen_loss 0.1605, rec_loss 0.0290, lpips_loss 0.1795, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.8662, d_loss 0.5002, logits_real 0.0172, logits_fake 0.0170,
Train Epoch: [3/20] Iters:[19820/20018] gen_loss 0.1606, rec_loss 0.0283, lpips_loss 0.1779, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 2.7430, d_loss 0.5001, logits_real 0.0170, logits_fake 0.0166,
Train Epoch: [3/20] Iters:[19830/20018] gen_loss 0.1585, rec_loss 0.0274, lpips_loss 0.1765, g_loss -0.0167, disc_weight 0.5000, disc_adaptive_weight 2.7237, d_loss 0.5001, logits_real 0.0170, logits_fake 0.0166,
Train Epoch: [3/20] Iters:[19840/20018] gen_loss 0.1590, rec_loss 0.0281, lpips_loss 0.1780, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 2.7808, d_loss 0.5001, logits_real 0.0171, logits_fake 0.0166,
Train Epoch: [3/20] Iters:[19850/20018] gen_loss 0.1604, rec_loss 0.0287, lpips_loss 0.1783, g_loss -0.0168, disc_weight 0.5000, disc_adaptive_weight 2.7696, d_loss 0.5001, logits_real 0.0170, logits_fake 0.0165,
Train Epoch: [3/20] Iters:[19860/20018] gen_loss 0.1594, rec_loss 0.0288, lpips_loss 0.1785, g_loss -0.0170, disc_weight 0.5000, disc_adaptive_weight 2.8043, d_loss 0.5001, logits_real 0.0170, logits_fake 0.0167,
Train Epoch: [3/20] Iters:[19870/20018] gen_loss 0.1591, rec_loss 0.0290, lpips_loss 0.1806, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9136, d_loss 0.5001, logits_real 0.0174, logits_fake 0.0172,
Train Epoch: [3/20] Iters:[19880/20018] gen_loss 0.1619, rec_loss 0.0307, lpips_loss 0.1837, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9814, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0175,
Train Epoch: [3/20] Iters:[19890/20018] gen_loss 0.1606, rec_loss 0.0297, lpips_loss 0.1825, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9853, d_loss 0.5002, logits_real 0.0176, logits_fake 0.0175,
Train Epoch: [3/20] Iters:[19900/20018] gen_loss 0.1606, rec_loss 0.0293, lpips_loss 0.1828, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9313, d_loss 0.5002, logits_real 0.0179, logits_fake 0.0179,
Train Epoch: [3/20] Iters:[19910/20018] gen_loss 0.1586, rec_loss 0.0293, lpips_loss 0.1822, g_loss -0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9278, d_loss 0.5002, logits_real 0.0185, logits_fake 0.0183,
Train Epoch: [3/20] Iters:[19920/20018] gen_loss 0.1578, rec_loss 0.0298, lpips_loss 0.1812, g_loss -0.0185, disc_weight 0.5000, disc_adaptive_weight 2.8697, d_loss 0.5002, logits_real 0.0189, logits_fake 0.0187,
Train Epoch: [3/20] Iters:[19930/20018] gen_loss 0.1556, rec_loss 0.0293, lpips_loss 0.1799, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8563, d_loss 0.5002, logits_real 0.0191, logits_fake 0.0189,
Train Epoch: [3/20] Iters:[19940/20018] gen_loss 0.1560, rec_loss 0.0297, lpips_loss 0.1801, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.8188, d_loss 0.5002, logits_real 0.0193, logits_fake 0.0190,
Train Epoch: [3/20] Iters:[19950/20018] gen_loss 0.1540, rec_loss 0.0298, lpips_loss 0.1787, g_loss -0.0191, disc_weight 0.5000, disc_adaptive_weight 2.8536, d_loss 0.5001, logits_real 0.0195, logits_fake 0.0189,
Train Epoch: [3/20] Iters:[19960/20018] gen_loss 0.1558, rec_loss 0.0298, lpips_loss 0.1794, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8410, d_loss 0.5001, logits_real 0.0190, logits_fake 0.0186,
Train Epoch: [3/20] Iters:[19970/20018] gen_loss 0.1565, rec_loss 0.0295, lpips_loss 0.1795, g_loss -0.0186, disc_weight 0.5000, disc_adaptive_weight 2.8197, d_loss 0.5001, logits_real 0.0189, logits_fake 0.0183,
Train Epoch: [3/20] Iters:[19980/20018] gen_loss 0.1562, rec_loss 0.0289, lpips_loss 0.1790, g_loss -0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8024, d_loss 0.5001, logits_real 0.0187, logits_fake 0.0183,
Train Epoch: [3/20] Iters:[19990/20018] gen_loss 0.1566, rec_loss 0.0294, lpips_loss 0.1797, g_loss -0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8138, d_loss 0.5001, logits_real 0.0189, logits_fake 0.0186,
Train Epoch: [3/20] Iters:[20000/20018] gen_loss 0.1560, rec_loss 0.0297, lpips_loss 0.1808, g_loss -0.0188, disc_weight 0.5000, disc_adaptive_weight 2.8847, d_loss 0.5002, logits_real 0.0188, logits_fake 0.0187,
Train Epoch: [3/20] Iters:[20010/20018] gen_loss 0.1547, rec_loss 0.0293, lpips_loss 0.1804, g_loss -0.0189, disc_weight 0.5000, disc_adaptive_weight 2.9080, d_loss 0.5001, logits_real 0.0190, logits_fake 0.0187,
Loading pretrained model LPIPS from /home/sunset/.cache/torch/hub/pyiqa/LPIPS_v0.1_alex-df73285e.pth
PSNR:24.152671471557618  SSIM:0.6350800330352783  LPIPS:0.10902671003460884
Saved .npz file to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet/wasserstein_vq_refinement_4096_True_20_3.npz [shape=(50000, 256, 256, 3)].
Loading pretrained model LPIPS from /home/sunset/.cache/torch/hub/pyiqa/LPIPS_v0.1_alex-df73285e.pth
epoch:4, cur_lr:0.000010
Train Epoch: [4/20] Iters:[10/20018] gen_loss 0.1563, rec_loss 0.0306, lpips_loss 0.1796, g_loss -0.0176, disc_weight 0.5000, disc_adaptive_weight 3.0669, d_loss 0.5002, logits_real 0.0175, logits_fake 0.0173,
Train Epoch: [4/20] Iters:[20/20018] gen_loss 0.1531, rec_loss 0.0296, lpips_loss 0.1776, g_loss -0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1269, d_loss 0.5001, logits_real 0.0176, logits_fake 0.0171,
