dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 0.6143, rec_loss 0.0225, lpips_loss 0.1724, g_loss 0.1994, disc_weight 0.5000, disc_adaptive_weight 2.1294, d_loss 2.5330, logits_real -0.1890, logits_fake -0.2041,
Train Epoch: [5/10] Iters:[6070/20018] gen_loss 0.2567, rec_loss 0.0278, lpips_loss 0.1753, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.8834, d_loss 0.5001, logits_real -0.0185, logits_fake -0.0189,
Train Epoch: [5/10] Iters:[6080/20018] gen_loss 0.2599, rec_loss 0.0277, lpips_loss 0.1756, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9375, d_loss 0.5001, logits_real -0.0192, logits_fake -0.0195,
Train Epoch: [5/10] Iters:[6090/20018] gen_loss 0.2603, rec_loss 0.0272, lpips_loss 0.1747, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.9213, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0201,
Train Epoch: [5/10] Iters:[6100/20018] gen_loss 0.2594, rec_loss 0.0272, lpips_loss 0.1734, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.9107, d_loss 0.5001, logits_real -0.0202, logits_fake -0.0204,
Train Epoch: [5/10] Iters:[6110/20018] gen_loss 0.2601, rec_loss 0.0275, lpips_loss 0.1734, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.9562, d_loss 0.5002, logits_real -0.0201, logits_fake -0.0201,
Train Epoch: [5/10] Iters:[6120/20018] gen_loss 0.2605, rec_loss 0.0280, lpips_loss 0.1741, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9732, d_loss 0.5002, logits_real -0.0197, logits_fake -0.0196,
Train Epoch: [5/10] Iters:[6130/20018] gen_loss 0.2567, rec_loss 0.0278, lpips_loss 0.1732, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.8932, d_loss 0.5002, logits_real -0.0192, logits_fake -0.0192,
Train Epoch: [5/10] Iters:[6140/20018] gen_loss 0.2568, rec_loss 0.0283, lpips_loss 0.1741, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8755, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0189,
Train Epoch: [5/10] Iters:[6150/20018] gen_loss 0.2585, rec_loss 0.0286, lpips_loss 0.1755, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8614, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [5/10] Iters:[6160/20018] gen_loss 0.2573, rec_loss 0.0286, lpips_loss 0.1754, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8150, d_loss 0.5001, logits_real -0.0186, logits_fake -0.0190,
Train Epoch: [5/10] Iters:[6170/20018] gen_loss 0.2589, rec_loss 0.0290, lpips_loss 0.1761, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.8330, d_loss 0.5000, logits_real -0.0184, logits_fake -0.0189,
Train Epoch: [5/10] Iters:[6180/20018] gen_loss 0.2591, rec_loss 0.0288, lpips_loss 0.1756, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8294, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0192,
Train Epoch: [5/10] Iters:[6190/20018] gen_loss 0.2600, rec_loss 0.0289, lpips_loss 0.1757, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8256, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0192,
Train Epoch: [5/10] Iters:[6200/20018] gen_loss 0.2592, rec_loss 0.0288, lpips_loss 0.1750, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.8088, d_loss 0.5000, logits_real -0.0188, logits_fake -0.0195,
Train Epoch: [5/10] Iters:[6210/20018] gen_loss 0.2606, rec_loss 0.0285, lpips_loss 0.1746, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.8201, d_loss 0.5000, logits_real -0.0195, logits_fake -0.0202,
Train Epoch: [5/10] Iters:[6220/20018] gen_loss 0.2610, rec_loss 0.0278, lpips_loss 0.1737, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.7927, d_loss 0.5000, logits_real -0.0205, logits_fake -0.0212,
Train Epoch: [5/10] Iters:[6230/20018] gen_loss 0.2623, rec_loss 0.0280, lpips_loss 0.1733, g_loss 0.0219, disc_weight 0.5000, disc_adaptive_weight 2.7844, d_loss 0.5000, logits_real -0.0211, logits_fake -0.0218,
Train Epoch: [5/10] Iters:[6240/20018] gen_loss 0.2639, rec_loss 0.0277, lpips_loss 0.1720, g_loss 0.0225, disc_weight 0.5000, disc_adaptive_weight 2.8508, d_loss 0.5000, logits_real -0.0217, logits_fake -0.0226,
Train Epoch: [5/10] Iters:[6250/20018] gen_loss 0.2648, rec_loss 0.0276, lpips_loss 0.1718, g_loss 0.0229, disc_weight 0.5000, disc_adaptive_weight 2.8577, d_loss 0.5001, logits_real -0.0220, logits_fake -0.0225,
Train Epoch: [5/10] Iters:[6260/20018] gen_loss 0.2636, rec_loss 0.0278, lpips_loss 0.1716, g_loss 0.0226, disc_weight 0.5000, disc_adaptive_weight 2.8438, d_loss 0.5000, logits_real -0.0216, logits_fake -0.0222,
Train Epoch: [5/10] Iters:[6270/20018] gen_loss 0.2634, rec_loss 0.0281, lpips_loss 0.1722, g_loss 0.0219, disc_weight 0.5000, disc_adaptive_weight 2.8682, d_loss 0.5000, logits_real -0.0210, logits_fake -0.0216,
Train Epoch: [5/10] Iters:[6280/20018] gen_loss 0.2616, rec_loss 0.0278, lpips_loss 0.1720, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 2.8513, d_loss 0.5001, logits_real -0.0207, logits_fake -0.0212,
Train Epoch: [5/10] Iters:[6290/20018] gen_loss 0.2619, rec_loss 0.0278, lpips_loss 0.1727, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.8779, d_loss 0.5001, logits_real -0.0207, logits_fake -0.0210,
Train Epoch: [5/10] Iters:[6300/20018] gen_loss 0.2611, rec_loss 0.0280, lpips_loss 0.1724, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8614, d_loss 0.5001, logits_real -0.0207, logits_fake -0.0211,
Train Epoch: [5/10] Iters:[6310/20018] gen_loss 0.2622, rec_loss 0.0282, lpips_loss 0.1728, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8972, d_loss 0.5001, logits_real -0.0207, logits_fake -0.0212,
Train Epoch: [5/10] Iters:[6320/20018] gen_loss 0.2612, rec_loss 0.0282, lpips_loss 0.1718, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.8838, d_loss 0.5001, logits_real -0.0208, logits_fake -0.0211,
Train Epoch: [5/10] Iters:[6330/20018] gen_loss 0.2635, rec_loss 0.0287, lpips_loss 0.1724, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 2.9860, d_loss 0.5001, logits_real -0.0204, logits_fake -0.0209,
Train Epoch: [5/10] Iters:[6340/20018] gen_loss 0.2627, rec_loss 0.0287, lpips_loss 0.1731, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.9947, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0203,
Train Epoch: [5/10] Iters:[6350/20018] gen_loss 0.2602, rec_loss 0.0284, lpips_loss 0.1735, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.9460, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0198,
Train Epoch: [5/10] Iters:[6360/20018] gen_loss 0.2588, rec_loss 0.0282, lpips_loss 0.1737, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.9083, d_loss 0.5002, logits_real -0.0192, logits_fake -0.0192,
Train Epoch: [5/10] Iters:[6370/20018] gen_loss 0.2590, rec_loss 0.0278, lpips_loss 0.1734, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9422, d_loss 0.5002, logits_real -0.0192, logits_fake -0.0193,
Train Epoch: [5/10] Iters:[6380/20018] gen_loss 0.2595, rec_loss 0.0276, lpips_loss 0.1734, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.9413, d_loss 0.5002, logits_real -0.0195, logits_fake -0.0195,
Train Epoch: [5/10] Iters:[6390/20018] gen_loss 0.2605, rec_loss 0.0281, lpips_loss 0.1744, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.9095, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0195,
Train Epoch: [5/10] Iters:[6400/20018] gen_loss 0.2601, rec_loss 0.0278, lpips_loss 0.1737, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.9110, d_loss 0.5002, logits_real -0.0197, logits_fake -0.0198,
Train Epoch: [5/10] Iters:[6410/20018] gen_loss 0.2621, rec_loss 0.0278, lpips_loss 0.1737, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.9779, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0202,
Train Epoch: [5/10] Iters:[6420/20018] gen_loss 0.2634, rec_loss 0.0282, lpips_loss 0.1749, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.9780, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0200,
Train Epoch: [5/10] Iters:[6430/20018] gen_loss 0.2605, rec_loss 0.0278, lpips_loss 0.1744, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.8772, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0201,
Train Epoch: [5/10] Iters:[6440/20018] gen_loss 0.2597, rec_loss 0.0276, lpips_loss 0.1737, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8334, d_loss 0.5000, logits_real -0.0199, logits_fake -0.0204,
Train Epoch: [5/10] Iters:[6450/20018] gen_loss 0.2638, rec_loss 0.0284, lpips_loss 0.1758, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.8761, d_loss 0.5000, logits_real -0.0200, logits_fake -0.0205,
Train Epoch: [5/10] Iters:[6460/20018] gen_loss 0.2634, rec_loss 0.0285, lpips_loss 0.1759, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.8507, d_loss 0.5001, logits_real -0.0202, logits_fake -0.0206,
Train Epoch: [5/10] Iters:[6470/20018] gen_loss 0.2627, rec_loss 0.0286, lpips_loss 0.1755, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.8270, d_loss 0.5000, logits_real -0.0204, logits_fake -0.0210,
Train Epoch: [5/10] Iters:[6480/20018] gen_loss 0.2659, rec_loss 0.0285, lpips_loss 0.1761, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.8975, d_loss 0.5000, logits_real -0.0205, logits_fake -0.0212,
Train Epoch: [5/10] Iters:[6490/20018] gen_loss 0.2670, rec_loss 0.0284, lpips_loss 0.1753, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.9743, d_loss 0.5000, logits_real -0.0206, logits_fake -0.0213,
Train Epoch: [5/10] Iters:[6500/20018] gen_loss 0.2645, rec_loss 0.0282, lpips_loss 0.1744, g_loss 0.0211, disc_weight 0.5000, disc_adaptive_weight 2.9250, d_loss 0.5000, logits_real -0.0204, logits_fake -0.0212,
Train Epoch: [5/10] Iters:[6510/20018] gen_loss 0.2633, rec_loss 0.0280, lpips_loss 0.1748, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.8381, d_loss 0.4999, logits_real -0.0204, logits_fake -0.0214,
Train Epoch: [5/10] Iters:[6520/20018] gen_loss 0.2617, rec_loss 0.0277, lpips_loss 0.1738, g_loss 0.0217, disc_weight 0.5000, disc_adaptive_weight 2.7739, d_loss 0.5000, logits_real -0.0207, logits_fake -0.0214,
Train Epoch: [5/10] Iters:[6530/20018] gen_loss 0.2604, rec_loss 0.0283, lpips_loss 0.1736, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.7201, d_loss 0.5000, logits_real -0.0207, logits_fake -0.0214,
Train Epoch: [5/10] Iters:[6540/20018] gen_loss 0.2594, rec_loss 0.0289, lpips_loss 0.1742, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.6476, d_loss 0.5000, logits_real -0.0207, logits_fake -0.0214,
Train Epoch: [5/10] Iters:[6550/20018] gen_loss 0.2595, rec_loss 0.0284, lpips_loss 0.1740, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.6951, d_loss 0.5001, logits_real -0.0208, logits_fake -0.0211,
Train Epoch: [5/10] Iters:[6560/20018] gen_loss 0.2598, rec_loss 0.0290, lpips_loss 0.1739, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.7629, d_loss 0.5002, logits_real -0.0203, logits_fake -0.0203,
Train Epoch: [5/10] Iters:[6570/20018] gen_loss 0.2586, rec_loss 0.0292, lpips_loss 0.1744, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8258, d_loss 0.5002, logits_real -0.0193, logits_fake -0.0192,
Train Epoch: [5/10] Iters:[6580/20018] gen_loss 0.2571, rec_loss 0.0295, lpips_loss 0.1758, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.8352, d_loss 0.5002, logits_real -0.0180, logits_fake -0.0179,
Train Epoch: [5/10] Iters:[6590/20018] gen_loss 0.2537, rec_loss 0.0293, lpips_loss 0.1756, g_loss 0.0171, disc_weight 0.5000, disc_adaptive_weight 2.8582, d_loss 0.5002, logits_real -0.0168, logits_fake -0.0167,
Train Epoch: [5/10] Iters:[6600/20018] gen_loss 0.2514, rec_loss 0.0297, lpips_loss 0.1759, g_loss 0.0162, disc_weight 0.5000, disc_adaptive_weight 2.8320, d_loss 0.5002, logits_real -0.0159, logits_fake -0.0159,
Train Epoch: [5/10] Iters:[6610/20018] gen_loss 0.2489, rec_loss 0.0287, lpips_loss 0.1745, g_loss 0.0160, disc_weight 0.5000, disc_adaptive_weight 2.8670, d_loss 0.5001, logits_real -0.0155, logits_fake -0.0158,
Train Epoch: [5/10] Iters:[6620/20018] gen_loss 0.2499, rec_loss 0.0289, lpips_loss 0.1757, g_loss 0.0159, disc_weight 0.5000, disc_adaptive_weight 2.8528, d_loss 0.5001, logits_real -0.0154, logits_fake -0.0159,
Train Epoch: [5/10] Iters:[6630/20018] gen_loss 0.2477, rec_loss 0.0279, lpips_loss 0.1733, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 2.8090, d_loss 0.5000, logits_real -0.0161, logits_fake -0.0167,
Train Epoch: [5/10] Iters:[6640/20018] gen_loss 0.2492, rec_loss 0.0274, lpips_loss 0.1732, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 2.7897, d_loss 0.5000, logits_real -0.0170, logits_fake -0.0176,
Train Epoch: [5/10] Iters:[6650/20018] gen_loss 0.2501, rec_loss 0.0269, lpips_loss 0.1726, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7778, d_loss 0.5000, logits_real -0.0179, logits_fake -0.0184,
Train Epoch: [5/10] Iters:[6660/20018] gen_loss 0.2516, rec_loss 0.0275, lpips_loss 0.1747, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.6802, d_loss 0.5001, logits_real -0.0183, logits_fake -0.0188,
Train Epoch: [5/10] Iters:[6670/20018] gen_loss 0.2517, rec_loss 0.0271, lpips_loss 0.1736, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.6997, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0193,
Train Epoch: [5/10] Iters:[6680/20018] gen_loss 0.2566, rec_loss 0.0275, lpips_loss 0.1749, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8442, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0192,
Train Epoch: [5/10] Iters:[6690/20018] gen_loss 0.2580, rec_loss 0.0280, lpips_loss 0.1760, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.8156, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0191,
Train Epoch: [5/10] Iters:[6700/20018] gen_loss 0.2603, rec_loss 0.0288, lpips_loss 0.1772, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8388, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0191,
Train Epoch: [5/10] Iters:[6710/20018] gen_loss 0.2628, rec_loss 0.0289, lpips_loss 0.1764, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.9632, d_loss 0.5001, logits_real -0.0192, logits_fake -0.0195,
Train Epoch: [5/10] Iters:[6720/20018] gen_loss 0.2649, rec_loss 0.0293, lpips_loss 0.1764, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.0106, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0196,
Train Epoch: [5/10] Iters:[6730/20018] gen_loss 0.2639, rec_loss 0.0291, lpips_loss 0.1768, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.9125, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0199,
Train Epoch: [5/10] Iters:[6740/20018] gen_loss 0.2648, rec_loss 0.0292, lpips_loss 0.1769, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.9528, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0199,
Train Epoch: [5/10] Iters:[6750/20018] gen_loss 0.2636, rec_loss 0.0284, lpips_loss 0.1749, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.0255, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0199,
Train Epoch: [5/10] Iters:[6760/20018] gen_loss 0.2599, rec_loss 0.0278, lpips_loss 0.1736, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.9190, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0199,
Train Epoch: [5/10] Iters:[6770/20018] gen_loss 0.2604, rec_loss 0.0278, lpips_loss 0.1738, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.9173, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0201,
Train Epoch: [5/10] Iters:[6780/20018] gen_loss 0.2591, rec_loss 0.0278, lpips_loss 0.1729, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.9226, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0201,
Train Epoch: [5/10] Iters:[6790/20018] gen_loss 0.2588, rec_loss 0.0275, lpips_loss 0.1723, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.9736, d_loss 0.5001, logits_real -0.0195, logits_fake -0.0199,
Train Epoch: [5/10] Iters:[6800/20018] gen_loss 0.2589, rec_loss 0.0282, lpips_loss 0.1735, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.9420, d_loss 0.5001, logits_real -0.0192, logits_fake -0.0196,
Train Epoch: [5/10] Iters:[6810/20018] gen_loss 0.2601, rec_loss 0.0285, lpips_loss 0.1748, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.0332, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0191,
Train Epoch: [5/10] Iters:[6820/20018] gen_loss 0.2566, rec_loss 0.0284, lpips_loss 0.1748, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9639, d_loss 0.5001, logits_real -0.0179, logits_fake -0.0184,
Train Epoch: [5/10] Iters:[6830/20018] gen_loss 0.2560, rec_loss 0.0282, lpips_loss 0.1747, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 3.0127, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0179,
Train Epoch: [5/10] Iters:[6840/20018] gen_loss 0.2533, rec_loss 0.0276, lpips_loss 0.1732, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 3.0085, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0177,
Train Epoch: [5/10] Iters:[6850/20018] gen_loss 0.2526, rec_loss 0.0273, lpips_loss 0.1737, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 2.9736, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0176,
Train Epoch: [5/10] Iters:[6860/20018] gen_loss 0.2526, rec_loss 0.0275, lpips_loss 0.1740, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 2.9022, d_loss 0.5000, logits_real -0.0173, logits_fake -0.0179,
Train Epoch: [5/10] Iters:[6870/20018] gen_loss 0.2548, rec_loss 0.0274, lpips_loss 0.1737, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 2.9557, d_loss 0.5000, logits_real -0.0177, logits_fake -0.0183,
Train Epoch: [5/10] Iters:[6880/20018] gen_loss 0.2577, rec_loss 0.0277, lpips_loss 0.1750, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9182, d_loss 0.5000, logits_real -0.0183, logits_fake -0.0189,
Train Epoch: [5/10] Iters:[6890/20018] gen_loss 0.2610, rec_loss 0.0283, lpips_loss 0.1763, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.8705, d_loss 0.5000, logits_real -0.0191, logits_fake -0.0198,
Train Epoch: [5/10] Iters:[6900/20018] gen_loss 0.2643, rec_loss 0.0283, lpips_loss 0.1755, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.9346, d_loss 0.5000, logits_real -0.0200, logits_fake -0.0207,
Train Epoch: [5/10] Iters:[6910/20018] gen_loss 0.2668, rec_loss 0.0279, lpips_loss 0.1754, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.9595, d_loss 0.5000, logits_real -0.0208, logits_fake -0.0215,
Train Epoch: [5/10] Iters:[6920/20018] gen_loss 0.2685, rec_loss 0.0282, lpips_loss 0.1753, g_loss 0.0218, disc_weight 0.5000, disc_adaptive_weight 2.9898, d_loss 0.5000, logits_real -0.0213, logits_fake -0.0219,
Train Epoch: [5/10] Iters:[6930/20018] gen_loss 0.2670, rec_loss 0.0279, lpips_loss 0.1737, g_loss 0.0221, disc_weight 0.5000, disc_adaptive_weight 2.9658, d_loss 0.5001, logits_real -0.0216, logits_fake -0.0221,
Train Epoch: [5/10] Iters:[6940/20018] gen_loss 0.2688, rec_loss 0.0281, lpips_loss 0.1733, g_loss 0.0220, disc_weight 0.5000, disc_adaptive_weight 3.0690, d_loss 0.5000, logits_real -0.0214, logits_fake -0.0220,
Train Epoch: [5/10] Iters:[6950/20018] gen_loss 0.2670, rec_loss 0.0282, lpips_loss 0.1734, g_loss 0.0218, disc_weight 0.5000, disc_adaptive_weight 2.9972, d_loss 0.5000, logits_real -0.0212, logits_fake -0.0218,
Train Epoch: [5/10] Iters:[6960/20018] gen_loss 0.2645, rec_loss 0.0286, lpips_loss 0.1735, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 2.9181, d_loss 0.5000, logits_real -0.0208, logits_fake -0.0213,
Train Epoch: [5/10] Iters:[6970/20018] gen_loss 0.2623, rec_loss 0.0281, lpips_loss 0.1735, g_loss 0.0212, disc_weight 0.5000, disc_adaptive_weight 2.8602, d_loss 0.5000, logits_real -0.0205, logits_fake -0.0210,
Train Epoch: [5/10] Iters:[6980/20018] gen_loss 0.2611, rec_loss 0.0278, lpips_loss 0.1726, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.9466, d_loss 0.5000, logits_real -0.0201, logits_fake -0.0206,
Train Epoch: [5/10] Iters:[6990/20018] gen_loss 0.2556, rec_loss 0.0272, lpips_loss 0.1720, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7575, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0204,
Train Epoch: [5/10] Iters:[7000/20018] gen_loss 0.2544, rec_loss 0.0269, lpips_loss 0.1716, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7348, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0204,
Train Epoch: [5/10] Iters:[7010/20018] gen_loss 0.2535, rec_loss 0.0268, lpips_loss 0.1715, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.7184, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0203,
Train Epoch: [5/10] Iters:[7020/20018] gen_loss 0.2524, rec_loss 0.0273, lpips_loss 0.1716, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.6815, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0200,
Train Epoch: [5/10] Iters:[7030/20018] gen_loss 0.2551, rec_loss 0.0278, lpips_loss 0.1735, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.6795, d_loss 0.5000, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [5/10] Iters:[7040/20018] gen_loss 0.2574, rec_loss 0.0280, lpips_loss 0.1743, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.7388, d_loss 0.5000, logits_real -0.0196, logits_fake -0.0201,
Train Epoch: [5/10] Iters:[7050/20018] gen_loss 0.2605, rec_loss 0.0283, lpips_loss 0.1751, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7905, d_loss 0.5000, logits_real -0.0198, logits_fake -0.0204,
Train Epoch: [5/10] Iters:[7060/20018] gen_loss 0.2635, rec_loss 0.0282, lpips_loss 0.1749, g_loss 0.0213, disc_weight 0.5000, disc_adaptive_weight 2.8455, d_loss 0.5001, logits_real -0.0206, logits_fake -0.0210,
