dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss -0.8271, rec_loss 0.0235, lpips_loss 0.1791, g_loss -0.1784, disc_weight 0.5000, disc_adaptive_weight 5.5725, d_loss 2.4870, logits_real 0.1403, logits_fake 0.1815,
Train Epoch: [6/10] Iters:[2380/20018] gen_loss 0.1706, rec_loss 0.0288, lpips_loss 0.1799, g_loss -0.0125, disc_weight 0.5000, disc_adaptive_weight 3.0592, d_loss 0.5000, logits_real 0.0134, logits_fake 0.0126,
Train Epoch: [6/10] Iters:[2390/20018] gen_loss 0.1703, rec_loss 0.0289, lpips_loss 0.1793, g_loss -0.0125, disc_weight 0.5000, disc_adaptive_weight 3.0534, d_loss 0.5000, logits_real 0.0132, logits_fake 0.0125,
Train Epoch: [6/10] Iters:[2400/20018] gen_loss 0.1685, rec_loss 0.0292, lpips_loss 0.1788, g_loss -0.0127, disc_weight 0.5000, disc_adaptive_weight 3.1386, d_loss 0.5000, logits_real 0.0132, logits_fake 0.0126,
Train Epoch: [6/10] Iters:[2410/20018] gen_loss 0.1690, rec_loss 0.0298, lpips_loss 0.1801, g_loss -0.0128, disc_weight 0.5000, disc_adaptive_weight 3.2215, d_loss 0.5001, logits_real 0.0130, logits_fake 0.0126,
Train Epoch: [6/10] Iters:[2420/20018] gen_loss 0.1673, rec_loss 0.0305, lpips_loss 0.1805, g_loss -0.0135, disc_weight 0.5000, disc_adaptive_weight 3.2625, d_loss 0.5002, logits_real 0.0132, logits_fake 0.0133,
Train Epoch: [6/10] Iters:[2430/20018] gen_loss 0.1662, rec_loss 0.0310, lpips_loss 0.1806, g_loss -0.0143, disc_weight 0.5000, disc_adaptive_weight 3.2310, d_loss 0.5002, logits_real 0.0138, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[2440/20018] gen_loss 0.1631, rec_loss 0.0309, lpips_loss 0.1802, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.2745, d_loss 0.5002, logits_real 0.0146, logits_fake 0.0146,
Train Epoch: [6/10] Iters:[2450/20018] gen_loss 0.1621, rec_loss 0.0310, lpips_loss 0.1807, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.2581, d_loss 0.5002, logits_real 0.0152, logits_fake 0.0153,
Train Epoch: [6/10] Iters:[2460/20018] gen_loss 0.1602, rec_loss 0.0305, lpips_loss 0.1798, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 3.2219, d_loss 0.5002, logits_real 0.0158, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[2470/20018] gen_loss 0.1601, rec_loss 0.0304, lpips_loss 0.1796, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.2687, d_loss 0.5001, logits_real 0.0160, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[2480/20018] gen_loss 0.1606, rec_loss 0.0299, lpips_loss 0.1796, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 3.2769, d_loss 0.5000, logits_real 0.0160, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[2490/20018] gen_loss 0.1636, rec_loss 0.0303, lpips_loss 0.1801, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.2760, d_loss 0.5001, logits_real 0.0154, logits_fake 0.0148,
Train Epoch: [6/10] Iters:[2500/20018] gen_loss 0.1662, rec_loss 0.0301, lpips_loss 0.1803, g_loss -0.0136, disc_weight 0.5000, disc_adaptive_weight 3.2706, d_loss 0.5000, logits_real 0.0147, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[2510/20018] gen_loss 0.1667, rec_loss 0.0295, lpips_loss 0.1806, g_loss -0.0132, disc_weight 0.5000, disc_adaptive_weight 3.3126, d_loss 0.5001, logits_real 0.0140, logits_fake 0.0136,
Train Epoch: [6/10] Iters:[2520/20018] gen_loss 0.1694, rec_loss 0.0298, lpips_loss 0.1821, g_loss -0.0129, disc_weight 0.5000, disc_adaptive_weight 3.3059, d_loss 0.5001, logits_real 0.0136, logits_fake 0.0134,
Train Epoch: [6/10] Iters:[2530/20018] gen_loss 0.1687, rec_loss 0.0298, lpips_loss 0.1819, g_loss -0.0128, disc_weight 0.5000, disc_adaptive_weight 3.3849, d_loss 0.5003, logits_real 0.0131, logits_fake 0.0134,
Train Epoch: [6/10] Iters:[2540/20018] gen_loss 0.1670, rec_loss 0.0297, lpips_loss 0.1817, g_loss -0.0133, disc_weight 0.5000, disc_adaptive_weight 3.3673, d_loss 0.5002, logits_real 0.0134, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[2550/20018] gen_loss 0.1654, rec_loss 0.0303, lpips_loss 0.1812, g_loss -0.0138, disc_weight 0.5000, disc_adaptive_weight 3.3661, d_loss 0.5003, logits_real 0.0139, logits_fake 0.0143,
Train Epoch: [6/10] Iters:[2560/20018] gen_loss 0.1661, rec_loss 0.0310, lpips_loss 0.1816, g_loss -0.0143, disc_weight 0.5000, disc_adaptive_weight 3.2679, d_loss 0.5002, logits_real 0.0146, logits_fake 0.0148,
Train Epoch: [6/10] Iters:[2570/20018] gen_loss 0.1641, rec_loss 0.0304, lpips_loss 0.1812, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 3.2791, d_loss 0.5002, logits_real 0.0150, logits_fake 0.0151,
Train Epoch: [6/10] Iters:[2580/20018] gen_loss 0.1643, rec_loss 0.0302, lpips_loss 0.1812, g_loss -0.0149, disc_weight 0.5000, disc_adaptive_weight 3.1709, d_loss 0.5001, logits_real 0.0154, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[2590/20018] gen_loss 0.1650, rec_loss 0.0297, lpips_loss 0.1812, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.1051, d_loss 0.5001, logits_real 0.0154, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[2600/20018] gen_loss 0.1656, rec_loss 0.0290, lpips_loss 0.1822, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.0883, d_loss 0.5000, logits_real 0.0155, logits_fake 0.0150,
Train Epoch: [6/10] Iters:[2610/20018] gen_loss 0.1649, rec_loss 0.0285, lpips_loss 0.1803, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 3.0419, d_loss 0.5000, logits_real 0.0151, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[2620/20018] gen_loss 0.1657, rec_loss 0.0284, lpips_loss 0.1797, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 2.9373, d_loss 0.5000, logits_real 0.0150, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[2630/20018] gen_loss 0.1664, rec_loss 0.0287, lpips_loss 0.1806, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 2.9860, d_loss 0.5000, logits_real 0.0150, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[2640/20018] gen_loss 0.1673, rec_loss 0.0290, lpips_loss 0.1816, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.0012, d_loss 0.5000, logits_real 0.0151, logits_fake 0.0146,
Train Epoch: [6/10] Iters:[2650/20018] gen_loss 0.1646, rec_loss 0.0287, lpips_loss 0.1802, g_loss -0.0147, disc_weight 0.5000, disc_adaptive_weight 3.0019, d_loss 0.5001, logits_real 0.0153, logits_fake 0.0150,
Train Epoch: [6/10] Iters:[2660/20018] gen_loss 0.1621, rec_loss 0.0288, lpips_loss 0.1812, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.0925, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[2670/20018] gen_loss 0.1599, rec_loss 0.0288, lpips_loss 0.1814, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.1547, d_loss 0.5001, logits_real 0.0166, logits_fake 0.0161,
Train Epoch: [6/10] Iters:[2680/20018] gen_loss 0.1578, rec_loss 0.0291, lpips_loss 0.1818, g_loss -0.0165, disc_weight 0.5000, disc_adaptive_weight 3.1888, d_loss 0.5000, logits_real 0.0171, logits_fake 0.0165,
Train Epoch: [6/10] Iters:[2690/20018] gen_loss 0.1540, rec_loss 0.0290, lpips_loss 0.1809, g_loss -0.0169, disc_weight 0.5000, disc_adaptive_weight 3.3201, d_loss 0.5000, logits_real 0.0173, logits_fake 0.0166,
Train Epoch: [6/10] Iters:[2700/20018] gen_loss 0.1558, rec_loss 0.0293, lpips_loss 0.1816, g_loss -0.0166, disc_weight 0.5000, disc_adaptive_weight 3.3142, d_loss 0.5000, logits_real 0.0169, logits_fake 0.0164,
Train Epoch: [6/10] Iters:[2710/20018] gen_loss 0.1595, rec_loss 0.0298, lpips_loss 0.1819, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 3.2432, d_loss 0.5000, logits_real 0.0165, logits_fake 0.0160,
Train Epoch: [6/10] Iters:[2720/20018] gen_loss 0.1600, rec_loss 0.0297, lpips_loss 0.1808, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 3.2099, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[2730/20018] gen_loss 0.1618, rec_loss 0.0300, lpips_loss 0.1809, g_loss -0.0154, disc_weight 0.5000, disc_adaptive_weight 3.1799, d_loss 0.5001, logits_real 0.0158, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[2740/20018] gen_loss 0.1647, rec_loss 0.0299, lpips_loss 0.1807, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 3.0102, d_loss 0.5001, logits_real 0.0156, logits_fake 0.0154,
Train Epoch: [6/10] Iters:[2750/20018] gen_loss 0.1630, rec_loss 0.0301, lpips_loss 0.1800, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 3.0963, d_loss 0.5001, logits_real 0.0156, logits_fake 0.0154,
Train Epoch: [6/10] Iters:[2760/20018] gen_loss 0.1612, rec_loss 0.0301, lpips_loss 0.1806, g_loss -0.0155, disc_weight 0.5000, disc_adaptive_weight 3.1907, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[2770/20018] gen_loss 0.1611, rec_loss 0.0302, lpips_loss 0.1813, g_loss -0.0156, disc_weight 0.5000, disc_adaptive_weight 3.2231, d_loss 0.5001, logits_real 0.0160, logits_fake 0.0155,
Train Epoch: [6/10] Iters:[2780/20018] gen_loss 0.1597, rec_loss 0.0301, lpips_loss 0.1803, g_loss -0.0155, disc_weight 0.5000, disc_adaptive_weight 3.2653, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0157,
Train Epoch: [6/10] Iters:[2790/20018] gen_loss 0.1589, rec_loss 0.0305, lpips_loss 0.1809, g_loss -0.0155, disc_weight 0.5000, disc_adaptive_weight 3.3826, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[2800/20018] gen_loss 0.1606, rec_loss 0.0304, lpips_loss 0.1813, g_loss -0.0155, disc_weight 0.5000, disc_adaptive_weight 3.3083, d_loss 0.5001, logits_real 0.0158, logits_fake 0.0154,
Train Epoch: [6/10] Iters:[2810/20018] gen_loss 0.1610, rec_loss 0.0301, lpips_loss 0.1809, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 3.2956, d_loss 0.5001, logits_real 0.0156, logits_fake 0.0153,
Train Epoch: [6/10] Iters:[2820/20018] gen_loss 0.1602, rec_loss 0.0298, lpips_loss 0.1805, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 3.3534, d_loss 0.5001, logits_real 0.0154, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[2830/20018] gen_loss 0.1601, rec_loss 0.0298, lpips_loss 0.1797, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.3545, d_loss 0.5000, logits_real 0.0152, logits_fake 0.0147,
Train Epoch: [6/10] Iters:[2840/20018] gen_loss 0.1608, rec_loss 0.0297, lpips_loss 0.1797, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 3.3374, d_loss 0.5000, logits_real 0.0149, logits_fake 0.0144,
Train Epoch: [6/10] Iters:[2850/20018] gen_loss 0.1615, rec_loss 0.0295, lpips_loss 0.1798, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 3.3089, d_loss 0.5001, logits_real 0.0149, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[2860/20018] gen_loss 0.1618, rec_loss 0.0295, lpips_loss 0.1799, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 3.2734, d_loss 0.5001, logits_real 0.0148, logits_fake 0.0146,
Train Epoch: [6/10] Iters:[2870/20018] gen_loss 0.1636, rec_loss 0.0301, lpips_loss 0.1808, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.2059, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0149,
Train Epoch: [6/10] Iters:[2880/20018] gen_loss 0.1642, rec_loss 0.0300, lpips_loss 0.1814, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 3.1478, d_loss 0.5001, logits_real 0.0154, logits_fake 0.0152,
Train Epoch: [6/10] Iters:[2890/20018] gen_loss 0.1633, rec_loss 0.0299, lpips_loss 0.1811, g_loss -0.0152, disc_weight 0.5000, disc_adaptive_weight 3.1342, d_loss 0.5001, logits_real 0.0157, logits_fake 0.0157,
Train Epoch: [6/10] Iters:[2900/20018] gen_loss 0.1627, rec_loss 0.0302, lpips_loss 0.1816, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 3.1188, d_loss 0.5001, logits_real 0.0161, logits_fake 0.0159,
Train Epoch: [6/10] Iters:[2910/20018] gen_loss 0.1619, rec_loss 0.0301, lpips_loss 0.1811, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.1068, d_loss 0.5000, logits_real 0.0164, logits_fake 0.0159,
Train Epoch: [6/10] Iters:[2920/20018] gen_loss 0.1614, rec_loss 0.0297, lpips_loss 0.1808, g_loss -0.0158, disc_weight 0.5000, disc_adaptive_weight 3.1042, d_loss 0.5001, logits_real 0.0161, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[2930/20018] gen_loss 0.1629, rec_loss 0.0301, lpips_loss 0.1821, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.0981, d_loss 0.5001, logits_real 0.0159, logits_fake 0.0156,
Train Epoch: [6/10] Iters:[2940/20018] gen_loss 0.1628, rec_loss 0.0301, lpips_loss 0.1822, g_loss -0.0161, disc_weight 0.5000, disc_adaptive_weight 3.0794, d_loss 0.5000, logits_real 0.0163, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[2950/20018] gen_loss 0.1623, rec_loss 0.0299, lpips_loss 0.1815, g_loss -0.0160, disc_weight 0.5000, disc_adaptive_weight 3.0667, d_loss 0.5000, logits_real 0.0163, logits_fake 0.0157,
Train Epoch: [6/10] Iters:[2960/20018] gen_loss 0.1635, rec_loss 0.0300, lpips_loss 0.1821, g_loss -0.0159, disc_weight 0.5000, disc_adaptive_weight 3.0512, d_loss 0.5001, logits_real 0.0161, logits_fake 0.0157,
Train Epoch: [6/10] Iters:[2970/20018] gen_loss 0.1629, rec_loss 0.0297, lpips_loss 0.1816, g_loss -0.0157, disc_weight 0.5000, disc_adaptive_weight 3.1021, d_loss 0.5000, logits_real 0.0162, logits_fake 0.0157,
Train Epoch: [6/10] Iters:[2980/20018] gen_loss 0.1603, rec_loss 0.0290, lpips_loss 0.1801, g_loss -0.0156, disc_weight 0.5000, disc_adaptive_weight 3.1464, d_loss 0.5000, logits_real 0.0163, logits_fake 0.0158,
Train Epoch: [6/10] Iters:[2990/20018] gen_loss 0.1602, rec_loss 0.0287, lpips_loss 0.1792, g_loss -0.0153, disc_weight 0.5000, disc_adaptive_weight 3.1265, d_loss 0.5000, logits_real 0.0160, logits_fake 0.0154,
Train Epoch: [6/10] Iters:[3000/20018] gen_loss 0.1603, rec_loss 0.0288, lpips_loss 0.1788, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 3.1529, d_loss 0.5000, logits_real 0.0157, logits_fake 0.0150,
Train Epoch: [6/10] Iters:[3010/20018] gen_loss 0.1615, rec_loss 0.0290, lpips_loss 0.1784, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 3.1452, d_loss 0.5000, logits_real 0.0154, logits_fake 0.0146,
Train Epoch: [6/10] Iters:[3020/20018] gen_loss 0.1636, rec_loss 0.0294, lpips_loss 0.1788, g_loss -0.0143, disc_weight 0.5000, disc_adaptive_weight 3.1244, d_loss 0.5000, logits_real 0.0149, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3030/20018] gen_loss 0.1653, rec_loss 0.0294, lpips_loss 0.1784, g_loss -0.0138, disc_weight 0.5000, disc_adaptive_weight 3.0820, d_loss 0.5000, logits_real 0.0144, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[3040/20018] gen_loss 0.1650, rec_loss 0.0294, lpips_loss 0.1787, g_loss -0.0137, disc_weight 0.5000, disc_adaptive_weight 3.1456, d_loss 0.5000, logits_real 0.0142, logits_fake 0.0136,
Train Epoch: [6/10] Iters:[3050/20018] gen_loss 0.1642, rec_loss 0.0293, lpips_loss 0.1787, g_loss -0.0138, disc_weight 0.5000, disc_adaptive_weight 3.1730, d_loss 0.5000, logits_real 0.0143, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[3060/20018] gen_loss 0.1636, rec_loss 0.0290, lpips_loss 0.1787, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 3.1292, d_loss 0.5001, logits_real 0.0145, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3070/20018] gen_loss 0.1630, rec_loss 0.0291, lpips_loss 0.1779, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.0543, d_loss 0.5001, logits_real 0.0148, logits_fake 0.0144,
Train Epoch: [6/10] Iters:[3080/20018] gen_loss 0.1636, rec_loss 0.0291, lpips_loss 0.1786, g_loss -0.0147, disc_weight 0.5000, disc_adaptive_weight 3.0053, d_loss 0.5000, logits_real 0.0151, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[3090/20018] gen_loss 0.1650, rec_loss 0.0288, lpips_loss 0.1790, g_loss -0.0146, disc_weight 0.5000, disc_adaptive_weight 2.9284, d_loss 0.5000, logits_real 0.0151, logits_fake 0.0145,
Train Epoch: [6/10] Iters:[3100/20018] gen_loss 0.1663, rec_loss 0.0285, lpips_loss 0.1795, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 2.9007, d_loss 0.5000, logits_real 0.0150, logits_fake 0.0142,
Train Epoch: [6/10] Iters:[3110/20018] gen_loss 0.1648, rec_loss 0.0281, lpips_loss 0.1785, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 2.9408, d_loss 0.4999, logits_real 0.0149, logits_fake 0.0139,
Train Epoch: [6/10] Iters:[3120/20018] gen_loss 0.1657, rec_loss 0.0282, lpips_loss 0.1796, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 2.9607, d_loss 0.4999, logits_real 0.0151, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3130/20018] gen_loss 0.1667, rec_loss 0.0284, lpips_loss 0.1802, g_loss -0.0140, disc_weight 0.5000, disc_adaptive_weight 2.9916, d_loss 0.4999, logits_real 0.0149, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3140/20018] gen_loss 0.1667, rec_loss 0.0290, lpips_loss 0.1792, g_loss -0.0139, disc_weight 0.5000, disc_adaptive_weight 2.9802, d_loss 0.4999, logits_real 0.0148, logits_fake 0.0137,
Train Epoch: [6/10] Iters:[3150/20018] gen_loss 0.1659, rec_loss 0.0290, lpips_loss 0.1779, g_loss -0.0139, disc_weight 0.5000, disc_adaptive_weight 2.9468, d_loss 0.5000, logits_real 0.0144, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3160/20018] gen_loss 0.1685, rec_loss 0.0300, lpips_loss 0.1796, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 2.9227, d_loss 0.5001, logits_real 0.0145, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3170/20018] gen_loss 0.1683, rec_loss 0.0294, lpips_loss 0.1788, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 2.8581, d_loss 0.5001, logits_real 0.0143, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3180/20018] gen_loss 0.1658, rec_loss 0.0288, lpips_loss 0.1774, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 2.8522, d_loss 0.5001, logits_real 0.0145, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3190/20018] gen_loss 0.1656, rec_loss 0.0282, lpips_loss 0.1782, g_loss -0.0143, disc_weight 0.5000, disc_adaptive_weight 2.8784, d_loss 0.5001, logits_real 0.0146, logits_fake 0.0142,
Train Epoch: [6/10] Iters:[3200/20018] gen_loss 0.1664, rec_loss 0.0283, lpips_loss 0.1792, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 2.9043, d_loss 0.5000, logits_real 0.0147, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3210/20018] gen_loss 0.1643, rec_loss 0.0278, lpips_loss 0.1782, g_loss -0.0141, disc_weight 0.5000, disc_adaptive_weight 2.9736, d_loss 0.5000, logits_real 0.0146, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[3220/20018] gen_loss 0.1649, rec_loss 0.0290, lpips_loss 0.1796, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 3.0631, d_loss 0.5000, logits_real 0.0147, logits_fake 0.0142,
Train Epoch: [6/10] Iters:[3230/20018] gen_loss 0.1659, rec_loss 0.0296, lpips_loss 0.1800, g_loss -0.0140, disc_weight 0.5000, disc_adaptive_weight 3.1283, d_loss 0.5001, logits_real 0.0145, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3240/20018] gen_loss 0.1661, rec_loss 0.0302, lpips_loss 0.1806, g_loss -0.0139, disc_weight 0.5000, disc_adaptive_weight 3.2254, d_loss 0.5001, logits_real 0.0143, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[3250/20018] gen_loss 0.1665, rec_loss 0.0305, lpips_loss 0.1812, g_loss -0.0140, disc_weight 0.5000, disc_adaptive_weight 3.2665, d_loss 0.5001, logits_real 0.0144, logits_fake 0.0141,
Train Epoch: [6/10] Iters:[3260/20018] gen_loss 0.1663, rec_loss 0.0302, lpips_loss 0.1811, g_loss -0.0139, disc_weight 0.5000, disc_adaptive_weight 3.2564, d_loss 0.5001, logits_real 0.0143, logits_fake 0.0140,
Train Epoch: [6/10] Iters:[3270/20018] gen_loss 0.1650, rec_loss 0.0294, lpips_loss 0.1801, g_loss -0.0137, disc_weight 0.5000, disc_adaptive_weight 3.2695, d_loss 0.5001, logits_real 0.0141, logits_fake 0.0138,
Train Epoch: [6/10] Iters:[3280/20018] gen_loss 0.1668, rec_loss 0.0295, lpips_loss 0.1817, g_loss -0.0142, disc_weight 0.5000, disc_adaptive_weight 3.1682, d_loss 0.5001, logits_real 0.0143, logits_fake 0.0139,
Train Epoch: [6/10] Iters:[3290/20018] gen_loss 0.1647, rec_loss 0.0291, lpips_loss 0.1803, g_loss -0.0143, disc_weight 0.5000, disc_adaptive_weight 3.1366, d_loss 0.5000, logits_real 0.0146, logits_fake 0.0142,
Train Epoch: [6/10] Iters:[3300/20018] gen_loss 0.1632, rec_loss 0.0288, lpips_loss 0.1799, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 3.1372, d_loss 0.5001, logits_real 0.0148, logits_fake 0.0144,
Train Epoch: [6/10] Iters:[3310/20018] gen_loss 0.1629, rec_loss 0.0288, lpips_loss 0.1805, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.1403, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0147,
Train Epoch: [6/10] Iters:[3320/20018] gen_loss 0.1631, rec_loss 0.0292, lpips_loss 0.1809, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 3.1316, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0147,
Train Epoch: [6/10] Iters:[3330/20018] gen_loss 0.1619, rec_loss 0.0290, lpips_loss 0.1807, g_loss -0.0150, disc_weight 0.5000, disc_adaptive_weight 3.1981, d_loss 0.5001, logits_real 0.0151, logits_fake 0.0148,
Train Epoch: [6/10] Iters:[3340/20018] gen_loss 0.1625, rec_loss 0.0294, lpips_loss 0.1808, g_loss -0.0148, disc_weight 0.5000, disc_adaptive_weight 3.2327, d_loss 0.5001, logits_real 0.0149, logits_fake 0.0146,
Train Epoch: [6/10] Iters:[3350/20018] gen_loss 0.1632, rec_loss 0.0298, lpips_loss 0.1805, g_loss -0.0145, disc_weight 0.5000, disc_adaptive_weight 3.2447, d_loss 0.5001, logits_real 0.0147, logits_fake 0.0144,
Train Epoch: [6/10] Iters:[3360/20018] gen_loss 0.1642, rec_loss 0.0301, lpips_loss 0.1809, g_loss -0.0143, disc_weight 0.5000, disc_adaptive_weight 3.2623, d_loss 0.5001, logits_real 0.0145, logits_fake 0.0143,
Train Epoch: [6/10] Iters:[3370/20018] gen_loss 0.1631, rec_loss 0.0299, lpips_loss 0.1806, g_loss -0.0144, disc_weight 0.5000, disc_adaptive_weight 3.3026, d_loss 0.5001, logits_real 0.0146, logits_fake 0.0143,
