dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_15
saver_name_pre: wasserstein_vq_refinement_True_15_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss 0.6077, rec_loss 0.0225, lpips_loss 0.1724, g_loss 0.1985, disc_weight 0.5000, disc_adaptive_weight 2.1045, d_loss 2.5329, logits_real -0.1890, logits_fake -0.2031,
Train Epoch: [5/15] Iters:[17970/20018] gen_loss 0.2561, rec_loss 0.0285, lpips_loss 0.1759, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 2.9793, d_loss 0.5000, logits_real -0.0172, logits_fake -0.0177,
Train Epoch: [5/15] Iters:[17980/20018] gen_loss 0.2551, rec_loss 0.0287, lpips_loss 0.1757, g_loss 0.0174, disc_weight 0.5000, disc_adaptive_weight 2.9258, d_loss 0.5001, logits_real -0.0171, logits_fake -0.0175,
Train Epoch: [5/15] Iters:[17990/20018] gen_loss 0.2562, rec_loss 0.0288, lpips_loss 0.1765, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 2.9448, d_loss 0.5001, logits_real -0.0169, logits_fake -0.0174,
Train Epoch: [5/15] Iters:[18000/20018] gen_loss 0.2568, rec_loss 0.0290, lpips_loss 0.1765, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.9226, d_loss 0.5000, logits_real -0.0170, logits_fake -0.0176,
Train Epoch: [5/15] Iters:[18010/20018] gen_loss 0.2536, rec_loss 0.0281, lpips_loss 0.1740, g_loss 0.0179, disc_weight 0.5000, disc_adaptive_weight 2.8743, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0178,
Train Epoch: [5/15] Iters:[18020/20018] gen_loss 0.2537, rec_loss 0.0278, lpips_loss 0.1731, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.9072, d_loss 0.5001, logits_real -0.0180, logits_fake -0.0183,
Train Epoch: [5/15] Iters:[18030/20018] gen_loss 0.2570, rec_loss 0.0279, lpips_loss 0.1745, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.9315, d_loss 0.5001, logits_real -0.0184, logits_fake -0.0187,
Train Epoch: [5/15] Iters:[18040/20018] gen_loss 0.2580, rec_loss 0.0278, lpips_loss 0.1740, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.9446, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0190,
Train Epoch: [5/15] Iters:[18050/20018] gen_loss 0.2603, rec_loss 0.0285, lpips_loss 0.1747, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9861, d_loss 0.5001, logits_real -0.0188, logits_fake -0.0192,
Train Epoch: [5/15] Iters:[18060/20018] gen_loss 0.2635, rec_loss 0.0289, lpips_loss 0.1753, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.0338, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0194,
Train Epoch: [5/15] Iters:[18070/20018] gen_loss 0.2625, rec_loss 0.0284, lpips_loss 0.1753, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.0053, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0193,
Train Epoch: [5/15] Iters:[18080/20018] gen_loss 0.2599, rec_loss 0.0282, lpips_loss 0.1747, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.9495, d_loss 0.5000, logits_real -0.0188, logits_fake -0.0193,
Train Epoch: [5/15] Iters:[18090/20018] gen_loss 0.2589, rec_loss 0.0282, lpips_loss 0.1750, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.9019, d_loss 0.5000, logits_real -0.0186, logits_fake -0.0193,
Train Epoch: [5/15] Iters:[18100/20018] gen_loss 0.2590, rec_loss 0.0278, lpips_loss 0.1746, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.8736, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0194,
Train Epoch: [5/15] Iters:[18110/20018] gen_loss 0.2578, rec_loss 0.0279, lpips_loss 0.1755, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8157, d_loss 0.5001, logits_real -0.0186, logits_fake -0.0190,
Train Epoch: [5/15] Iters:[18120/20018] gen_loss 0.2563, rec_loss 0.0281, lpips_loss 0.1757, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7434, d_loss 0.5000, logits_real -0.0184, logits_fake -0.0189,
Train Epoch: [5/15] Iters:[18130/20018] gen_loss 0.2567, rec_loss 0.0286, lpips_loss 0.1767, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.6798, d_loss 0.5000, logits_real -0.0183, logits_fake -0.0188,
Train Epoch: [5/15] Iters:[18140/20018] gen_loss 0.2564, rec_loss 0.0286, lpips_loss 0.1768, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.6632, d_loss 0.5001, logits_real -0.0183, logits_fake -0.0187,
Train Epoch: [5/15] Iters:[18150/20018] gen_loss 0.2550, rec_loss 0.0284, lpips_loss 0.1767, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.6079, d_loss 0.5000, logits_real -0.0183, logits_fake -0.0188,
Train Epoch: [5/15] Iters:[18160/20018] gen_loss 0.2555, rec_loss 0.0279, lpips_loss 0.1764, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.5806, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0197,
Train Epoch: [5/15] Iters:[18170/20018] gen_loss 0.2564, rec_loss 0.0279, lpips_loss 0.1757, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.5930, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0201,
Train Epoch: [5/15] Iters:[18180/20018] gen_loss 0.2562, rec_loss 0.0276, lpips_loss 0.1745, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.6216, d_loss 0.5000, logits_real -0.0198, logits_fake -0.0204,
Train Epoch: [5/15] Iters:[18190/20018] gen_loss 0.2553, rec_loss 0.0276, lpips_loss 0.1740, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.6129, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0202,
Train Epoch: [5/15] Iters:[18200/20018] gen_loss 0.2553, rec_loss 0.0281, lpips_loss 0.1742, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.6493, d_loss 0.5001, logits_real -0.0194, logits_fake -0.0200,
Train Epoch: [5/15] Iters:[18210/20018] gen_loss 0.2538, rec_loss 0.0281, lpips_loss 0.1734, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.6842, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0196,
Train Epoch: [5/15] Iters:[18220/20018] gen_loss 0.2542, rec_loss 0.0281, lpips_loss 0.1737, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.7478, d_loss 0.5000, logits_real -0.0185, logits_fake -0.0194,
Train Epoch: [5/15] Iters:[18230/20018] gen_loss 0.2537, rec_loss 0.0278, lpips_loss 0.1734, g_loss 0.0189, disc_weight 0.5000, disc_adaptive_weight 2.7753, d_loss 0.5000, logits_real -0.0183, logits_fake -0.0193,
Train Epoch: [5/15] Iters:[18240/20018] gen_loss 0.2543, rec_loss 0.0277, lpips_loss 0.1731, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8075, d_loss 0.4999, logits_real -0.0183, logits_fake -0.0195,
Train Epoch: [5/15] Iters:[18250/20018] gen_loss 0.2535, rec_loss 0.0275, lpips_loss 0.1733, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7477, d_loss 0.5000, logits_real -0.0185, logits_fake -0.0194,
Train Epoch: [5/15] Iters:[18260/20018] gen_loss 0.2538, rec_loss 0.0280, lpips_loss 0.1737, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7351, d_loss 0.5000, logits_real -0.0184, logits_fake -0.0193,
Train Epoch: [5/15] Iters:[18270/20018] gen_loss 0.2528, rec_loss 0.0277, lpips_loss 0.1730, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.6987, d_loss 0.4999, logits_real -0.0185, logits_fake -0.0194,
Train Epoch: [5/15] Iters:[18280/20018] gen_loss 0.2546, rec_loss 0.0280, lpips_loss 0.1730, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.7130, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0197,
Train Epoch: [5/15] Iters:[18290/20018] gen_loss 0.2551, rec_loss 0.0284, lpips_loss 0.1738, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.6627, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0201,
Train Epoch: [5/15] Iters:[18300/20018] gen_loss 0.2552, rec_loss 0.0282, lpips_loss 0.1726, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.6767, d_loss 0.4999, logits_real -0.0196, logits_fake -0.0208,
Train Epoch: [5/15] Iters:[18310/20018] gen_loss 0.2569, rec_loss 0.0282, lpips_loss 0.1733, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.6486, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0211,
Train Epoch: [5/15] Iters:[18320/20018] gen_loss 0.2585, rec_loss 0.0287, lpips_loss 0.1742, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 2.6664, d_loss 0.5000, logits_real -0.0204, logits_fake -0.0212,
Train Epoch: [5/15] Iters:[18330/20018] gen_loss 0.2570, rec_loss 0.0288, lpips_loss 0.1743, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.6586, d_loss 0.4999, logits_real -0.0198, logits_fake -0.0208,
Train Epoch: [5/15] Iters:[18340/20018] gen_loss 0.2576, rec_loss 0.0284, lpips_loss 0.1743, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.7501, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0202,
Train Epoch: [5/15] Iters:[18350/20018] gen_loss 0.2578, rec_loss 0.0285, lpips_loss 0.1756, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.7568, d_loss 0.5000, logits_real -0.0187, logits_fake -0.0195,
Train Epoch: [5/15] Iters:[18360/20018] gen_loss 0.2549, rec_loss 0.0282, lpips_loss 0.1748, g_loss 0.0191, disc_weight 0.5000, disc_adaptive_weight 2.7196, d_loss 0.5000, logits_real -0.0184, logits_fake -0.0193,
Train Epoch: [5/15] Iters:[18370/20018] gen_loss 0.2531, rec_loss 0.0280, lpips_loss 0.1743, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.6536, d_loss 0.4999, logits_real -0.0184, logits_fake -0.0194,
Train Epoch: [5/15] Iters:[18380/20018] gen_loss 0.2552, rec_loss 0.0284, lpips_loss 0.1748, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.6704, d_loss 0.5000, logits_real -0.0189, logits_fake -0.0197,
Train Epoch: [5/15] Iters:[18390/20018] gen_loss 0.2556, rec_loss 0.0287, lpips_loss 0.1747, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.6441, d_loss 0.4999, logits_real -0.0188, logits_fake -0.0199,
Train Epoch: [5/15] Iters:[18400/20018] gen_loss 0.2565, rec_loss 0.0286, lpips_loss 0.1738, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.7009, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0203,
Train Epoch: [5/15] Iters:[18410/20018] gen_loss 0.2580, rec_loss 0.0285, lpips_loss 0.1734, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.7623, d_loss 0.5000, logits_real -0.0197, logits_fake -0.0205,
Train Epoch: [5/15] Iters:[18420/20018] gen_loss 0.2628, rec_loss 0.0291, lpips_loss 0.1748, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8984, d_loss 0.5001, logits_real -0.0199, logits_fake -0.0204,
Train Epoch: [5/15] Iters:[18430/20018] gen_loss 0.2624, rec_loss 0.0285, lpips_loss 0.1752, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.9235, d_loss 0.5000, logits_real -0.0198, logits_fake -0.0205,
Train Epoch: [5/15] Iters:[18440/20018] gen_loss 0.2634, rec_loss 0.0286, lpips_loss 0.1761, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.9139, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0207,
Train Epoch: [5/15] Iters:[18450/20018] gen_loss 0.2657, rec_loss 0.0288, lpips_loss 0.1767, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.9391, d_loss 0.5001, logits_real -0.0205, logits_fake -0.0208,
Train Epoch: [5/15] Iters:[18460/20018] gen_loss 0.2670, rec_loss 0.0290, lpips_loss 0.1778, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.9506, d_loss 0.5001, logits_real -0.0203, logits_fake -0.0205,
Train Epoch: [5/15] Iters:[18470/20018] gen_loss 0.2643, rec_loss 0.0288, lpips_loss 0.1771, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.8755, d_loss 0.5001, logits_real -0.0202, logits_fake -0.0204,
Train Epoch: [5/15] Iters:[18480/20018] gen_loss 0.2626, rec_loss 0.0286, lpips_loss 0.1756, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8471, d_loss 0.5002, logits_real -0.0203, logits_fake -0.0203,
Train Epoch: [5/15] Iters:[18490/20018] gen_loss 0.2603, rec_loss 0.0287, lpips_loss 0.1751, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.8312, d_loss 0.5002, logits_real -0.0199, logits_fake -0.0196,
Train Epoch: [5/15] Iters:[18500/20018] gen_loss 0.2574, rec_loss 0.0287, lpips_loss 0.1750, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 2.7895, d_loss 0.5002, logits_real -0.0191, logits_fake -0.0192,
Train Epoch: [5/15] Iters:[18510/20018] gen_loss 0.2547, rec_loss 0.0286, lpips_loss 0.1743, g_loss 0.0186, disc_weight 0.5000, disc_adaptive_weight 2.7932, d_loss 0.5002, logits_real -0.0186, logits_fake -0.0187,
Train Epoch: [5/15] Iters:[18520/20018] gen_loss 0.2517, rec_loss 0.0281, lpips_loss 0.1730, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 2.7735, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0183,
Train Epoch: [5/15] Iters:[18530/20018] gen_loss 0.2503, rec_loss 0.0283, lpips_loss 0.1733, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 2.7876, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0177,
Train Epoch: [5/15] Iters:[18540/20018] gen_loss 0.2532, rec_loss 0.0282, lpips_loss 0.1743, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 2.8725, d_loss 0.5001, logits_real -0.0176, logits_fake -0.0178,
Train Epoch: [5/15] Iters:[18550/20018] gen_loss 0.2541, rec_loss 0.0283, lpips_loss 0.1740, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 2.9244, d_loss 0.5001, logits_real -0.0177, logits_fake -0.0180,
Train Epoch: [5/15] Iters:[18560/20018] gen_loss 0.2567, rec_loss 0.0288, lpips_loss 0.1752, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 2.9042, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0184,
Train Epoch: [5/15] Iters:[18570/20018] gen_loss 0.2578, rec_loss 0.0291, lpips_loss 0.1759, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 2.8983, d_loss 0.5001, logits_real -0.0183, logits_fake -0.0187,
Train Epoch: [5/15] Iters:[18580/20018] gen_loss 0.2591, rec_loss 0.0291, lpips_loss 0.1762, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 2.9266, d_loss 0.4999, logits_real -0.0180, logits_fake -0.0189,
Train Epoch: [5/15] Iters:[18590/20018] gen_loss 0.2561, rec_loss 0.0289, lpips_loss 0.1743, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 2.8384, d_loss 0.4999, logits_real -0.0181, logits_fake -0.0192,
Train Epoch: [5/15] Iters:[18600/20018] gen_loss 0.2573, rec_loss 0.0287, lpips_loss 0.1746, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 2.8164, d_loss 0.5000, logits_real -0.0187, logits_fake -0.0195,
Train Epoch: [5/15] Iters:[18610/20018] gen_loss 0.2572, rec_loss 0.0286, lpips_loss 0.1738, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 2.8288, d_loss 0.4999, logits_real -0.0188, logits_fake -0.0199,
Train Epoch: [5/15] Iters:[18620/20018] gen_loss 0.2593, rec_loss 0.0282, lpips_loss 0.1735, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 2.9225, d_loss 0.4999, logits_real -0.0193, logits_fake -0.0202,
Train Epoch: [5/15] Iters:[18630/20018] gen_loss 0.2606, rec_loss 0.0287, lpips_loss 0.1746, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.8411, d_loss 0.5000, logits_real -0.0201, logits_fake -0.0207,
Train Epoch: [5/15] Iters:[18640/20018] gen_loss 0.2637, rec_loss 0.0289, lpips_loss 0.1759, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.8741, d_loss 0.5000, logits_real -0.0203, logits_fake -0.0210,
Train Epoch: [5/15] Iters:[18650/20018] gen_loss 0.2640, rec_loss 0.0292, lpips_loss 0.1760, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.8519, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0210,
Train Epoch: [5/15] Iters:[18660/20018] gen_loss 0.2629, rec_loss 0.0285, lpips_loss 0.1757, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.8434, d_loss 0.5000, logits_real -0.0203, logits_fake -0.0209,
Train Epoch: [5/15] Iters:[18670/20018] gen_loss 0.2599, rec_loss 0.0285, lpips_loss 0.1750, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.7333, d_loss 0.5000, logits_real -0.0199, logits_fake -0.0207,
Train Epoch: [5/15] Iters:[18680/20018] gen_loss 0.2589, rec_loss 0.0282, lpips_loss 0.1744, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7592, d_loss 0.4999, logits_real -0.0194, logits_fake -0.0204,
Train Epoch: [5/15] Iters:[18690/20018] gen_loss 0.2561, rec_loss 0.0278, lpips_loss 0.1736, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 2.7057, d_loss 0.5000, logits_real -0.0193, logits_fake -0.0201,
Train Epoch: [5/15] Iters:[18700/20018] gen_loss 0.2532, rec_loss 0.0274, lpips_loss 0.1730, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.6315, d_loss 0.5000, logits_real -0.0192, logits_fake -0.0198,
Train Epoch: [5/15] Iters:[18710/20018] gen_loss 0.2534, rec_loss 0.0276, lpips_loss 0.1735, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.6536, d_loss 0.5000, logits_real -0.0190, logits_fake -0.0196,
Train Epoch: [5/15] Iters:[18720/20018] gen_loss 0.2574, rec_loss 0.0281, lpips_loss 0.1748, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 2.7584, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0195,
Train Epoch: [5/15] Iters:[18730/20018] gen_loss 0.2594, rec_loss 0.0281, lpips_loss 0.1750, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.8100, d_loss 0.5000, logits_real -0.0190, logits_fake -0.0196,
Train Epoch: [5/15] Iters:[18740/20018] gen_loss 0.2602, rec_loss 0.0278, lpips_loss 0.1759, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.7978, d_loss 0.5000, logits_real -0.0192, logits_fake -0.0200,
Train Epoch: [5/15] Iters:[18750/20018] gen_loss 0.2621, rec_loss 0.0280, lpips_loss 0.1767, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8142, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0202,
Train Epoch: [5/15] Iters:[18760/20018] gen_loss 0.2633, rec_loss 0.0284, lpips_loss 0.1759, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 2.8211, d_loss 0.5000, logits_real -0.0197, logits_fake -0.0206,
Train Epoch: [5/15] Iters:[18770/20018] gen_loss 0.2624, rec_loss 0.0281, lpips_loss 0.1763, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.7684, d_loss 0.5000, logits_real -0.0201, logits_fake -0.0209,
Train Epoch: [5/15] Iters:[18780/20018] gen_loss 0.2629, rec_loss 0.0283, lpips_loss 0.1762, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.7838, d_loss 0.5001, logits_real -0.0206, logits_fake -0.0210,
Train Epoch: [5/15] Iters:[18790/20018] gen_loss 0.2631, rec_loss 0.0290, lpips_loss 0.1755, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 2.8394, d_loss 0.5001, logits_real -0.0206, logits_fake -0.0208,
Train Epoch: [5/15] Iters:[18800/20018] gen_loss 0.2623, rec_loss 0.0293, lpips_loss 0.1753, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 2.8565, d_loss 0.5001, logits_real -0.0201, logits_fake -0.0203,
Train Epoch: [5/15] Iters:[18810/20018] gen_loss 0.2621, rec_loss 0.0295, lpips_loss 0.1763, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.8676, d_loss 0.5002, logits_real -0.0197, logits_fake -0.0197,
Train Epoch: [5/15] Iters:[18820/20018] gen_loss 0.2610, rec_loss 0.0295, lpips_loss 0.1759, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.9314, d_loss 0.5002, logits_real -0.0191, logits_fake -0.0191,
Train Epoch: [5/15] Iters:[18830/20018] gen_loss 0.2606, rec_loss 0.0295, lpips_loss 0.1759, g_loss 0.0188, disc_weight 0.5000, disc_adaptive_weight 2.9374, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0188,
Train Epoch: [5/15] Iters:[18840/20018] gen_loss 0.2602, rec_loss 0.0293, lpips_loss 0.1759, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 2.8952, d_loss 0.5001, logits_real -0.0189, logits_fake -0.0191,
Train Epoch: [5/15] Iters:[18850/20018] gen_loss 0.2625, rec_loss 0.0292, lpips_loss 0.1763, g_loss 0.0194, disc_weight 0.5000, disc_adaptive_weight 2.9465, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0195,
Train Epoch: [5/15] Iters:[18860/20018] gen_loss 0.2620, rec_loss 0.0287, lpips_loss 0.1760, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 2.9280, d_loss 0.5001, logits_real -0.0194, logits_fake -0.0198,
Train Epoch: [5/15] Iters:[18870/20018] gen_loss 0.2625, rec_loss 0.0285, lpips_loss 0.1750, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.8948, d_loss 0.5001, logits_real -0.0201, logits_fake -0.0204,
Train Epoch: [5/15] Iters:[18880/20018] gen_loss 0.2620, rec_loss 0.0281, lpips_loss 0.1751, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 2.8348, d_loss 0.5001, logits_real -0.0207, logits_fake -0.0210,
Train Epoch: [5/15] Iters:[18890/20018] gen_loss 0.2632, rec_loss 0.0283, lpips_loss 0.1755, g_loss 0.0210, disc_weight 0.5000, disc_adaptive_weight 2.8312, d_loss 0.5001, logits_real -0.0206, logits_fake -0.0208,
Train Epoch: [5/15] Iters:[18900/20018] gen_loss 0.2595, rec_loss 0.0278, lpips_loss 0.1748, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 2.7582, d_loss 0.5001, logits_real -0.0203, logits_fake -0.0207,
Train Epoch: [5/15] Iters:[18910/20018] gen_loss 0.2607, rec_loss 0.0283, lpips_loss 0.1752, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 2.7910, d_loss 0.5001, logits_real -0.0202, logits_fake -0.0206,
Train Epoch: [5/15] Iters:[18920/20018] gen_loss 0.2590, rec_loss 0.0281, lpips_loss 0.1751, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 2.7285, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0202,
Train Epoch: [5/15] Iters:[18930/20018] gen_loss 0.2588, rec_loss 0.0281, lpips_loss 0.1752, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 2.7619, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0199,
Train Epoch: [5/15] Iters:[18940/20018] gen_loss 0.2581, rec_loss 0.0274, lpips_loss 0.1750, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.8007, d_loss 0.5001, logits_real -0.0195, logits_fake -0.0198,
Train Epoch: [5/15] Iters:[18950/20018] gen_loss 0.2598, rec_loss 0.0274, lpips_loss 0.1746, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 2.8985, d_loss 0.5001, logits_real -0.0195, logits_fake -0.0198,
Train Epoch: [5/15] Iters:[18960/20018] gen_loss 0.2576, rec_loss 0.0267, lpips_loss 0.1737, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 2.8873, d_loss 0.5001, logits_real -0.0194, logits_fake -0.0199,
