dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Downloading vgg_lpips model from https://heibox.uni-heidelberg.de/f/607503859c864bc1b30b/?dl=1 to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3394, rec_loss 0.4752, p_loss 0.7429, quant_error1 0.5420, quant_error 0.8228, utilization 0.7390, perplexity 1880.7219,
Train Epoch: [5/5] Iters:[11430/20018] transplant_loss 0.9222, rec_loss 0.0268, p_loss 0.1858, quant_error1 0.2746, quant_error 0.2291, utilization 0.9994, perplexity 3066.6846,
Train Epoch: [5/5] Iters:[11440/20018] transplant_loss 0.9163, rec_loss 0.0265, p_loss 0.1850, quant_error1 0.2725, quant_error 0.2279, utilization 0.9993, perplexity 3066.5569,
Train Epoch: [5/5] Iters:[11450/20018] transplant_loss 0.9147, rec_loss 0.0264, p_loss 0.1845, quant_error1 0.2722, quant_error 0.2278, utilization 0.9993, perplexity 3070.4295,
Train Epoch: [5/5] Iters:[11460/20018] transplant_loss 0.9156, rec_loss 0.0264, p_loss 0.1844, quant_error1 0.2729, quant_error 0.2282, utilization 0.9993, perplexity 3084.3126,
Train Epoch: [5/5] Iters:[11470/20018] transplant_loss 0.9110, rec_loss 0.0264, p_loss 0.1841, quant_error1 0.2712, quant_error 0.2268, utilization 0.9993, perplexity 3069.1564,
Train Epoch: [5/5] Iters:[11480/20018] transplant_loss 0.9112, rec_loss 0.0260, p_loss 0.1836, quant_error1 0.2714, quant_error 0.2274, utilization 0.9994, perplexity 3071.2797,
Train Epoch: [5/5] Iters:[11490/20018] transplant_loss 0.9148, rec_loss 0.0261, p_loss 0.1852, quant_error1 0.2724, quant_error 0.2279, utilization 0.9994, perplexity 3081.1957,
Train Epoch: [5/5] Iters:[11500/20018] transplant_loss 0.9274, rec_loss 0.0266, p_loss 0.1865, quant_error1 0.2769, quant_error 0.2311, utilization 0.9994, perplexity 3081.4436,
Train Epoch: [5/5] Iters:[11510/20018] transplant_loss 0.9233, rec_loss 0.0267, p_loss 0.1864, quant_error1 0.2747, quant_error 0.2296, utilization 0.9994, perplexity 3061.0590,
Train Epoch: [5/5] Iters:[11520/20018] transplant_loss 0.9252, rec_loss 0.0268, p_loss 0.1868, quant_error1 0.2748, quant_error 0.2303, utilization 0.9994, perplexity 3076.7222,
Train Epoch: [5/5] Iters:[11530/20018] transplant_loss 0.9244, rec_loss 0.0267, p_loss 0.1874, quant_error1 0.2746, quant_error 0.2300, utilization 0.9994, perplexity 3069.7080,
Train Epoch: [5/5] Iters:[11540/20018] transplant_loss 0.9335, rec_loss 0.0270, p_loss 0.1878, quant_error1 0.2778, quant_error 0.2325, utilization 0.9994, perplexity 3062.6489,
Train Epoch: [5/5] Iters:[11550/20018] transplant_loss 0.9217, rec_loss 0.0266, p_loss 0.1869, quant_error1 0.2730, quant_error 0.2287, utilization 0.9994, perplexity 3043.9947,
Train Epoch: [5/5] Iters:[11560/20018] transplant_loss 0.9317, rec_loss 0.0267, p_loss 0.1871, quant_error1 0.2767, quant_error 0.2323, utilization 0.9995, perplexity 3069.0363,
Train Epoch: [5/5] Iters:[11570/20018] transplant_loss 0.9403, rec_loss 0.0271, p_loss 0.1881, quant_error1 0.2797, quant_error 0.2346, utilization 0.9995, perplexity 3062.1254,
Train Epoch: [5/5] Iters:[11580/20018] transplant_loss 0.9463, rec_loss 0.0271, p_loss 0.1888, quant_error1 0.2819, quant_error 0.2362, utilization 0.9994, perplexity 3059.8831,
Train Epoch: [5/5] Iters:[11590/20018] transplant_loss 0.9445, rec_loss 0.0272, p_loss 0.1882, quant_error1 0.2815, quant_error 0.2361, utilization 0.9994, perplexity 3058.7780,
Train Epoch: [5/5] Iters:[11600/20018] transplant_loss 0.9485, rec_loss 0.0273, p_loss 0.1887, quant_error1 0.2832, quant_error 0.2379, utilization 0.9994, perplexity 3078.8682,
Train Epoch: [5/5] Iters:[11610/20018] transplant_loss 0.9503, rec_loss 0.0277, p_loss 0.1897, quant_error1 0.2834, quant_error 0.2376, utilization 0.9994, perplexity 3067.3006,
Train Epoch: [5/5] Iters:[11620/20018] transplant_loss 0.9435, rec_loss 0.0273, p_loss 0.1888, quant_error1 0.2813, quant_error 0.2355, utilization 0.9994, perplexity 3070.0435,
Train Epoch: [5/5] Iters:[11630/20018] transplant_loss 0.9361, rec_loss 0.0271, p_loss 0.1871, quant_error1 0.2789, quant_error 0.2338, utilization 0.9994, perplexity 3073.7131,
Train Epoch: [5/5] Iters:[11640/20018] transplant_loss 0.9321, rec_loss 0.0269, p_loss 0.1869, quant_error1 0.2771, quant_error 0.2324, utilization 0.9994, perplexity 3081.1000,
Train Epoch: [5/5] Iters:[11650/20018] transplant_loss 0.9337, rec_loss 0.0271, p_loss 0.1874, quant_error1 0.2775, quant_error 0.2325, utilization 0.9993, perplexity 3089.6384,
Train Epoch: [5/5] Iters:[11660/20018] transplant_loss 0.9320, rec_loss 0.0268, p_loss 0.1870, quant_error1 0.2774, quant_error 0.2325, utilization 0.9993, perplexity 3085.3509,
Train Epoch: [5/5] Iters:[11670/20018] transplant_loss 0.9388, rec_loss 0.0273, p_loss 0.1877, quant_error1 0.2795, quant_error 0.2345, utilization 0.9994, perplexity 3073.8355,
Train Epoch: [5/5] Iters:[11680/20018] transplant_loss 0.9364, rec_loss 0.0275, p_loss 0.1878, quant_error1 0.2784, quant_error 0.2334, utilization 0.9994, perplexity 3072.2295,
Train Epoch: [5/5] Iters:[11690/20018] transplant_loss 0.9385, rec_loss 0.0273, p_loss 0.1877, quant_error1 0.2800, quant_error 0.2346, utilization 0.9994, perplexity 3067.7798,
Train Epoch: [5/5] Iters:[11700/20018] transplant_loss 0.9359, rec_loss 0.0270, p_loss 0.1869, quant_error1 0.2795, quant_error 0.2340, utilization 0.9994, perplexity 3043.7717,
Train Epoch: [5/5] Iters:[11710/20018] transplant_loss 0.9368, rec_loss 0.0269, p_loss 0.1868, quant_error1 0.2803, quant_error 0.2344, utilization 0.9994, perplexity 3050.5438,
Train Epoch: [5/5] Iters:[11720/20018] transplant_loss 0.9218, rec_loss 0.0261, p_loss 0.1856, quant_error1 0.2750, quant_error 0.2297, utilization 0.9994, perplexity 3053.5604,
Train Epoch: [5/5] Iters:[11730/20018] transplant_loss 0.9271, rec_loss 0.0263, p_loss 0.1864, quant_error1 0.2768, quant_error 0.2314, utilization 0.9994, perplexity 3061.8063,
Train Epoch: [5/5] Iters:[11740/20018] transplant_loss 0.9199, rec_loss 0.0262, p_loss 0.1864, quant_error1 0.2738, quant_error 0.2288, utilization 0.9994, perplexity 3044.7544,
Train Epoch: [5/5] Iters:[11750/20018] transplant_loss 0.9243, rec_loss 0.0264, p_loss 0.1868, quant_error1 0.2752, quant_error 0.2301, utilization 0.9994, perplexity 3059.3624,
Train Epoch: [5/5] Iters:[11760/20018] transplant_loss 0.9145, rec_loss 0.0259, p_loss 0.1857, quant_error1 0.2717, quant_error 0.2271, utilization 0.9993, perplexity 3050.6750,
Train Epoch: [5/5] Iters:[11770/20018] transplant_loss 0.9259, rec_loss 0.0262, p_loss 0.1860, quant_error1 0.2764, quant_error 0.2309, utilization 0.9993, perplexity 3063.3704,
Train Epoch: [5/5] Iters:[11780/20018] transplant_loss 0.9217, rec_loss 0.0261, p_loss 0.1855, quant_error1 0.2750, quant_error 0.2294, utilization 0.9993, perplexity 3029.9436,
Train Epoch: [5/5] Iters:[11790/20018] transplant_loss 0.9281, rec_loss 0.0265, p_loss 0.1859, quant_error1 0.2773, quant_error 0.2315, utilization 0.9994, perplexity 3041.6665,
Train Epoch: [5/5] Iters:[11800/20018] transplant_loss 0.9268, rec_loss 0.0265, p_loss 0.1857, quant_error1 0.2768, quant_error 0.2311, utilization 0.9994, perplexity 3041.7612,
Train Epoch: [5/5] Iters:[11810/20018] transplant_loss 0.9250, rec_loss 0.0268, p_loss 0.1860, quant_error1 0.2757, quant_error 0.2305, utilization 0.9995, perplexity 3046.3260,
Train Epoch: [5/5] Iters:[11820/20018] transplant_loss 0.9228, rec_loss 0.0266, p_loss 0.1861, quant_error1 0.2745, quant_error 0.2299, utilization 0.9994, perplexity 3045.1558,
Train Epoch: [5/5] Iters:[11830/20018] transplant_loss 0.9238, rec_loss 0.0266, p_loss 0.1861, quant_error1 0.2752, quant_error 0.2304, utilization 0.9994, perplexity 3076.6002,
Train Epoch: [5/5] Iters:[11840/20018] transplant_loss 0.9220, rec_loss 0.0265, p_loss 0.1863, quant_error1 0.2743, quant_error 0.2296, utilization 0.9994, perplexity 3060.7857,
Train Epoch: [5/5] Iters:[11850/20018] transplant_loss 0.9222, rec_loss 0.0267, p_loss 0.1866, quant_error1 0.2742, quant_error 0.2296, utilization 0.9994, perplexity 3058.1825,
Train Epoch: [5/5] Iters:[11860/20018] transplant_loss 0.9280, rec_loss 0.0268, p_loss 0.1877, quant_error1 0.2761, quant_error 0.2312, utilization 0.9994, perplexity 3053.2494,
Train Epoch: [5/5] Iters:[11870/20018] transplant_loss 0.9252, rec_loss 0.0269, p_loss 0.1880, quant_error1 0.2750, quant_error 0.2299, utilization 0.9994, perplexity 3051.7168,
Train Epoch: [5/5] Iters:[11880/20018] transplant_loss 0.9247, rec_loss 0.0267, p_loss 0.1878, quant_error1 0.2745, quant_error 0.2298, utilization 0.9995, perplexity 3047.3438,
Train Epoch: [5/5] Iters:[11890/20018] transplant_loss 0.9182, rec_loss 0.0264, p_loss 0.1862, quant_error1 0.2726, quant_error 0.2283, utilization 0.9994, perplexity 3053.2123,
Train Epoch: [5/5] Iters:[11900/20018] transplant_loss 0.9149, rec_loss 0.0263, p_loss 0.1861, quant_error1 0.2712, quant_error 0.2272, utilization 0.9994, perplexity 3045.6049,
Train Epoch: [5/5] Iters:[11910/20018] transplant_loss 0.9297, rec_loss 0.0267, p_loss 0.1867, quant_error1 0.2771, quant_error 0.2315, utilization 0.9994, perplexity 3057.0155,
Train Epoch: [5/5] Iters:[11920/20018] transplant_loss 0.9391, rec_loss 0.0271, p_loss 0.1871, quant_error1 0.2804, quant_error 0.2343, utilization 0.9994, perplexity 3038.1381,
Train Epoch: [5/5] Iters:[11930/20018] transplant_loss 0.9470, rec_loss 0.0273, p_loss 0.1880, quant_error1 0.2827, quant_error 0.2370, utilization 0.9994, perplexity 3043.6786,
Train Epoch: [5/5] Iters:[11940/20018] transplant_loss 0.9522, rec_loss 0.0272, p_loss 0.1879, quant_error1 0.2852, quant_error 0.2393, utilization 0.9993, perplexity 3050.0844,
Train Epoch: [5/5] Iters:[11950/20018] transplant_loss 0.9471, rec_loss 0.0266, p_loss 0.1866, quant_error1 0.2840, quant_error 0.2381, utilization 0.9993, perplexity 3047.3367,
Train Epoch: [5/5] Iters:[11960/20018] transplant_loss 0.9307, rec_loss 0.0264, p_loss 0.1863, quant_error1 0.2771, quant_error 0.2328, utilization 0.9993, perplexity 3065.5497,
Train Epoch: [5/5] Iters:[11970/20018] transplant_loss 0.9260, rec_loss 0.0262, p_loss 0.1863, quant_error1 0.2757, quant_error 0.2316, utilization 0.9993, perplexity 3091.2525,
Train Epoch: [5/5] Iters:[11980/20018] transplant_loss 0.9271, rec_loss 0.0262, p_loss 0.1870, quant_error1 0.2763, quant_error 0.2315, utilization 0.9993, perplexity 3080.5082,
Train Epoch: [5/5] Iters:[11990/20018] transplant_loss 0.9284, rec_loss 0.0265, p_loss 0.1876, quant_error1 0.2764, quant_error 0.2313, utilization 0.9993, perplexity 3078.7945,
Train Epoch: [5/5] Iters:[12000/20018] transplant_loss 0.9357, rec_loss 0.0268, p_loss 0.1887, quant_error1 0.2787, quant_error 0.2334, utilization 0.9994, perplexity 3088.7290,
Train Epoch: [5/5] Iters:[12010/20018] transplant_loss 0.9468, rec_loss 0.0268, p_loss 0.1887, quant_error1 0.2834, quant_error 0.2372, utilization 0.9995, perplexity 3082.6906,
Train Epoch: [5/5] Iters:[12020/20018] transplant_loss 0.9444, rec_loss 0.0268, p_loss 0.1870, quant_error1 0.2831, quant_error 0.2367, utilization 0.9995, perplexity 3054.9022,
Train Epoch: [5/5] Iters:[12030/20018] transplant_loss 0.9394, rec_loss 0.0270, p_loss 0.1865, quant_error1 0.2811, quant_error 0.2353, utilization 0.9995, perplexity 3051.9933,
Train Epoch: [5/5] Iters:[12040/20018] transplant_loss 0.9385, rec_loss 0.0267, p_loss 0.1871, quant_error1 0.2807, quant_error 0.2350, utilization 0.9995, perplexity 3065.3876,
Train Epoch: [5/5] Iters:[12050/20018] transplant_loss 0.9461, rec_loss 0.0273, p_loss 0.1881, quant_error1 0.2831, quant_error 0.2369, utilization 0.9995, perplexity 3074.4734,
Train Epoch: [5/5] Iters:[12060/20018] transplant_loss 0.9332, rec_loss 0.0271, p_loss 0.1863, quant_error1 0.2787, quant_error 0.2330, utilization 0.9994, perplexity 3044.9335,
Train Epoch: [5/5] Iters:[12070/20018] transplant_loss 0.9361, rec_loss 0.0270, p_loss 0.1871, quant_error1 0.2795, quant_error 0.2343, utilization 0.9994, perplexity 3063.1825,
Train Epoch: [5/5] Iters:[12080/20018] transplant_loss 0.9327, rec_loss 0.0266, p_loss 0.1863, quant_error1 0.2788, quant_error 0.2335, utilization 0.9994, perplexity 3059.9478,
Train Epoch: [5/5] Iters:[12090/20018] transplant_loss 0.9254, rec_loss 0.0265, p_loss 0.1854, quant_error1 0.2763, quant_error 0.2312, utilization 0.9994, perplexity 3055.6687,
Train Epoch: [5/5] Iters:[12100/20018] transplant_loss 0.9238, rec_loss 0.0263, p_loss 0.1843, quant_error1 0.2761, quant_error 0.2310, utilization 0.9994, perplexity 3061.4740,
Train Epoch: [5/5] Iters:[12110/20018] transplant_loss 0.9245, rec_loss 0.0261, p_loss 0.1847, quant_error1 0.2766, quant_error 0.2313, utilization 0.9993, perplexity 3055.4272,
Train Epoch: [5/5] Iters:[12120/20018] transplant_loss 0.9205, rec_loss 0.0260, p_loss 0.1846, quant_error1 0.2753, quant_error 0.2300, utilization 0.9993, perplexity 3056.3564,
Train Epoch: [5/5] Iters:[12130/20018] transplant_loss 0.9196, rec_loss 0.0262, p_loss 0.1850, quant_error1 0.2745, quant_error 0.2294, utilization 0.9993, perplexity 3059.8498,
Train Epoch: [5/5] Iters:[12140/20018] transplant_loss 0.9181, rec_loss 0.0262, p_loss 0.1850, quant_error1 0.2740, quant_error 0.2290, utilization 0.9993, perplexity 3052.5794,
Train Epoch: [5/5] Iters:[12150/20018] transplant_loss 0.9130, rec_loss 0.0261, p_loss 0.1858, quant_error1 0.2713, quant_error 0.2271, utilization 0.9993, perplexity 3046.2992,
Train Epoch: [5/5] Iters:[12160/20018] transplant_loss 0.9216, rec_loss 0.0266, p_loss 0.1869, quant_error1 0.2741, quant_error 0.2294, utilization 0.9994, perplexity 3079.3222,
Train Epoch: [5/5] Iters:[12170/20018] transplant_loss 0.9238, rec_loss 0.0270, p_loss 0.1878, quant_error1 0.2741, quant_error 0.2294, utilization 0.9994, perplexity 3071.1984,
Train Epoch: [5/5] Iters:[12180/20018] transplant_loss 0.9349, rec_loss 0.0271, p_loss 0.1878, quant_error1 0.2784, quant_error 0.2332, utilization 0.9994, perplexity 3079.3703,
Train Epoch: [5/5] Iters:[12190/20018] transplant_loss 0.9396, rec_loss 0.0271, p_loss 0.1883, quant_error1 0.2801, quant_error 0.2345, utilization 0.9994, perplexity 3069.1771,
Train Epoch: [5/5] Iters:[12200/20018] transplant_loss 0.9385, rec_loss 0.0271, p_loss 0.1876, quant_error1 0.2805, quant_error 0.2347, utilization 0.9994, perplexity 3059.1021,
Train Epoch: [5/5] Iters:[12210/20018] transplant_loss 0.9307, rec_loss 0.0265, p_loss 0.1868, quant_error1 0.2776, quant_error 0.2323, utilization 0.9994, perplexity 3051.1345,
Train Epoch: [5/5] Iters:[12220/20018] transplant_loss 0.9249, rec_loss 0.0264, p_loss 0.1859, quant_error1 0.2758, quant_error 0.2306, utilization 0.9994, perplexity 3059.4508,
Train Epoch: [5/5] Iters:[12230/20018] transplant_loss 0.9139, rec_loss 0.0261, p_loss 0.1852, quant_error1 0.2720, quant_error 0.2272, utilization 0.9994, perplexity 3061.5673,
Train Epoch: [5/5] Iters:[12240/20018] transplant_loss 0.9253, rec_loss 0.0265, p_loss 0.1867, quant_error1 0.2758, quant_error 0.2304, utilization 0.9994, perplexity 3090.9308,
Train Epoch: [5/5] Iters:[12250/20018] transplant_loss 0.9250, rec_loss 0.0265, p_loss 0.1870, quant_error1 0.2751, quant_error 0.2297, utilization 0.9994, perplexity 3081.8103,
Train Epoch: [5/5] Iters:[12260/20018] transplant_loss 0.9343, rec_loss 0.0271, p_loss 0.1878, quant_error1 0.2782, quant_error 0.2329, utilization 0.9994, perplexity 3078.6052,
Train Epoch: [5/5] Iters:[12270/20018] transplant_loss 0.9329, rec_loss 0.0268, p_loss 0.1871, quant_error1 0.2783, quant_error 0.2330, utilization 0.9994, perplexity 3076.5106,
Train Epoch: [5/5] Iters:[12280/20018] transplant_loss 0.9365, rec_loss 0.0269, p_loss 0.1880, quant_error1 0.2790, quant_error 0.2336, utilization 0.9995, perplexity 3070.3265,
Train Epoch: [5/5] Iters:[12290/20018] transplant_loss 0.9324, rec_loss 0.0268, p_loss 0.1869, quant_error1 0.2779, quant_error 0.2327, utilization 0.9994, perplexity 3061.5695,
Train Epoch: [5/5] Iters:[12300/20018] transplant_loss 0.9278, rec_loss 0.0266, p_loss 0.1860, quant_error1 0.2768, quant_error 0.2317, utilization 0.9995, perplexity 3063.7892,
Train Epoch: [5/5] Iters:[12310/20018] transplant_loss 0.9143, rec_loss 0.0261, p_loss 0.1848, quant_error1 0.2721, quant_error 0.2276, utilization 0.9994, perplexity 3065.8960,
Train Epoch: [5/5] Iters:[12320/20018] transplant_loss 0.9231, rec_loss 0.0267, p_loss 0.1864, quant_error1 0.2743, quant_error 0.2295, utilization 0.9995, perplexity 3067.3806,
Train Epoch: [5/5] Iters:[12330/20018] transplant_loss 0.9211, rec_loss 0.0267, p_loss 0.1861, quant_error1 0.2737, quant_error 0.2287, utilization 0.9994, perplexity 3062.3907,
Train Epoch: [5/5] Iters:[12340/20018] transplant_loss 0.9180, rec_loss 0.0268, p_loss 0.1859, quant_error1 0.2719, quant_error 0.2277, utilization 0.9995, perplexity 3068.8933,
Train Epoch: [5/5] Iters:[12350/20018] transplant_loss 0.9249, rec_loss 0.0270, p_loss 0.1862, quant_error1 0.2741, quant_error 0.2301, utilization 0.9994, perplexity 3085.7651,
Train Epoch: [5/5] Iters:[12360/20018] transplant_loss 0.9364, rec_loss 0.0271, p_loss 0.1877, quant_error1 0.2785, quant_error 0.2333, utilization 0.9994, perplexity 3075.9935,
Train Epoch: [5/5] Iters:[12370/20018] transplant_loss 0.9361, rec_loss 0.0271, p_loss 0.1878, quant_error1 0.2785, quant_error 0.2331, utilization 0.9993, perplexity 3071.1170,
Train Epoch: [5/5] Iters:[12380/20018] transplant_loss 0.9385, rec_loss 0.0268, p_loss 0.1875, quant_error1 0.2796, quant_error 0.2345, utilization 0.9994, perplexity 3083.6101,
Train Epoch: [5/5] Iters:[12390/20018] transplant_loss 0.9407, rec_loss 0.0267, p_loss 0.1879, quant_error1 0.2807, quant_error 0.2354, utilization 0.9993, perplexity 3085.1847,
Train Epoch: [5/5] Iters:[12400/20018] transplant_loss 0.9416, rec_loss 0.0265, p_loss 0.1881, quant_error1 0.2817, quant_error 0.2356, utilization 0.9994, perplexity 3076.8918,
Train Epoch: [5/5] Iters:[12410/20018] transplant_loss 0.9371, rec_loss 0.0264, p_loss 0.1876, quant_error1 0.2798, quant_error 0.2343, utilization 0.9994, perplexity 3081.1715,
Train Epoch: [5/5] Iters:[12420/20018] transplant_loss 0.9462, rec_loss 0.0268, p_loss 0.1882, quant_error1 0.2829, quant_error 0.2373, utilization 0.9994, perplexity 3104.5419,
Train Epoch: [5/5] Iters:[12430/20018] transplant_loss 0.9365, rec_loss 0.0266, p_loss 0.1874, quant_error1 0.2794, quant_error 0.2339, utilization 0.9993, perplexity 3084.8387,
Train Epoch: [5/5] Iters:[12440/20018] transplant_loss 0.9356, rec_loss 0.0267, p_loss 0.1877, quant_error1 0.2788, quant_error 0.2335, utilization 0.9994, perplexity 3077.1124,
Train Epoch: [5/5] Iters:[12450/20018] transplant_loss 0.9384, rec_loss 0.0269, p_loss 0.1876, quant_error1 0.2795, quant_error 0.2342, utilization 0.9994, perplexity 3086.3302,
Train Epoch: [5/5] Iters:[12460/20018] transplant_loss 0.9416, rec_loss 0.0272, p_loss 0.1877, quant_error1 0.2805, quant_error 0.2348, utilization 0.9994, perplexity 3078.0739,
Train Epoch: [5/5] Iters:[12470/20018] transplant_loss 0.9264, rec_loss 0.0267, p_loss 0.1863, quant_error1 0.2750, quant_error 0.2301, utilization 0.9994, perplexity 3057.1025,
Train Epoch: [5/5] Iters:[12480/20018] transplant_loss 0.9351, rec_loss 0.0270, p_loss 0.1878, quant_error1 0.2777, quant_error 0.2332, utilization 0.9994, perplexity 3072.8183,
Train Epoch: [5/5] Iters:[12490/20018] transplant_loss 0.9253, rec_loss 0.0266, p_loss 0.1869, quant_error1 0.2743, quant_error 0.2301, utilization 0.9994, perplexity 3068.1905,
Train Epoch: [5/5] Iters:[12500/20018] transplant_loss 0.9189, rec_loss 0.0263, p_loss 0.1871, quant_error1 0.2720, quant_error 0.2282, utilization 0.9994, perplexity 3066.8516,
Train Epoch: [5/5] Iters:[12510/20018] transplant_loss 0.9084, rec_loss 0.0260, p_loss 0.1857, quant_error1 0.2688, quant_error 0.2254, utilization 0.9994, perplexity 3071.7983,
Train Epoch: [5/5] Iters:[12520/20018] transplant_loss 0.9069, rec_loss 0.0257, p_loss 0.1861, quant_error1 0.2686, quant_error 0.2253, utilization 0.9994, perplexity 3074.6290,
Train Epoch: [5/5] Iters:[12530/20018] transplant_loss 0.9028, rec_loss 0.0256, p_loss 0.1856, quant_error1 0.2675, quant_error 0.2238, utilization 0.9994, perplexity 3082.8429,
Train Epoch: [5/5] Iters:[12540/20018] transplant_loss 0.9150, rec_loss 0.0261, p_loss 0.1873, quant_error1 0.2716, quant_error 0.2269, utilization 0.9994, perplexity 3083.4462,
Train Epoch: [5/5] Iters:[12550/20018] transplant_loss 0.9188, rec_loss 0.0265, p_loss 0.1877, quant_error1 0.2728, quant_error 0.2280, utilization 0.9994, perplexity 3076.3199,
Train Epoch: [5/5] Iters:[12560/20018] transplant_loss 0.9203, rec_loss 0.0264, p_loss 0.1877, quant_error1 0.2731, quant_error 0.2289, utilization 0.9994, perplexity 3078.4649,
Train Epoch: [5/5] Iters:[12570/20018] transplant_loss 0.9221, rec_loss 0.0266, p_loss 0.1875, quant_error1 0.2738, quant_error 0.2293, utilization 0.9994, perplexity 3078.1806,
Train Epoch: [5/5] Iters:[12580/20018] transplant_loss 0.9240, rec_loss 0.0270, p_loss 0.1876, quant_error1 0.2740, quant_error 0.2294, utilization 0.9994, perplexity 3071.2527,
Train Epoch: [5/5] Iters:[12590/20018] transplant_loss 0.9309, rec_loss 0.0273, p_loss 0.1876, quant_error1 0.2766, quant_error 0.2318, utilization 0.9994, perplexity 3074.7128,
Train Epoch: [5/5] Iters:[12600/20018] transplant_loss 0.9324, rec_loss 0.0272, p_loss 0.1879, quant_error1 0.2771, quant_error 0.2323, utilization 0.9994, perplexity 3066.7344,
Train Epoch: [5/5] Iters:[12610/20018] transplant_loss 0.9382, rec_loss 0.0273, p_loss 0.1884, quant_error1 0.2794, quant_error 0.2343, utilization 0.9994, perplexity 3060.9711,
Train Epoch: [5/5] Iters:[12620/20018] transplant_loss 0.9411, rec_loss 0.0274, p_loss 0.1879, quant_error1 0.2812, quant_error 0.2355, utilization 0.9995, perplexity 3051.7132,
Train Epoch: [5/5] Iters:[12630/20018] transplant_loss 0.9517, rec_loss 0.0273, p_loss 0.1888, quant_error1 0.2853, quant_error 0.2388, utilization 0.9995, perplexity 3070.9920,
Train Epoch: [5/5] Iters:[12640/20018] transplant_loss 0.9392, rec_loss 0.0268, p_loss 0.1871, quant_error1 0.2810, quant_error 0.2351, utilization 0.9995, perplexity 3053.5663,
Train Epoch: [5/5] Iters:[12650/20018] transplant_loss 0.9376, rec_loss 0.0267, p_loss 0.1868, quant_error1 0.2802, quant_error 0.2349, utilization 0.9994, perplexity 3057.9636,
Train Epoch: [5/5] Iters:[12660/20018] transplant_loss 0.9289, rec_loss 0.0267, p_loss 0.1864, quant_error1 0.2767, quant_error 0.2319, utilization 0.9994, perplexity 3074.1089,
Train Epoch: [5/5] Iters:[12670/20018] transplant_loss 0.9283, rec_loss 0.0266, p_loss 0.1873, quant_error1 0.2757, quant_error 0.2311, utilization 0.9994, perplexity 3082.5490,
Train Epoch: [5/5] Iters:[12680/20018] transplant_loss 0.9240, rec_loss 0.0266, p_loss 0.1870, quant_error1 0.2740, quant_error 0.2298, utilization 0.9994, perplexity 3076.1983,
Train Epoch: [5/5] Iters:[12690/20018] transplant_loss 0.9235, rec_loss 0.0266, p_loss 0.1869, quant_error1 0.2739, quant_error 0.2299, utilization 0.9994, perplexity 3078.3553,
Train Epoch: [5/5] Iters:[12700/20018] transplant_loss 0.9173, rec_loss 0.0267, p_loss 0.1856, quant_error1 0.2721, quant_error 0.2282, utilization 0.9994, perplexity 3079.5924,
Train Epoch: [5/5] Iters:[12710/20018] transplant_loss 0.9258, rec_loss 0.0268, p_loss 0.1861, quant_error1 0.2757, quant_error 0.2308, utilization 0.9994, perplexity 3070.7468,
