dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3964, rec_loss 0.4142, p_loss 0.7748, quant_error1 0.5478, quant_error 0.9568, utilization 0.4543, perplexity 2231.3478,
Train Epoch: [4/5] Iters:[15710/20018] transplant_loss 0.8744, rec_loss 0.0253, p_loss 0.1788, quant_error1 0.2525, quant_error 0.2105, utilization 0.9806, perplexity 5745.5157,
Train Epoch: [4/5] Iters:[15720/20018] transplant_loss 0.8769, rec_loss 0.0253, p_loss 0.1795, quant_error1 0.2535, quant_error 0.2112, utilization 0.9808, perplexity 5755.3583,
Train Epoch: [4/5] Iters:[15730/20018] transplant_loss 0.8809, rec_loss 0.0255, p_loss 0.1793, quant_error1 0.2550, quant_error 0.2125, utilization 0.9807, perplexity 5744.8331,
Train Epoch: [4/5] Iters:[15740/20018] transplant_loss 0.8886, rec_loss 0.0256, p_loss 0.1799, quant_error1 0.2577, quant_error 0.2149, utilization 0.9806, perplexity 5758.2271,
Train Epoch: [4/5] Iters:[15750/20018] transplant_loss 0.8934, rec_loss 0.0254, p_loss 0.1801, quant_error1 0.2597, quant_error 0.2165, utilization 0.9808, perplexity 5783.7164,
Train Epoch: [4/5] Iters:[15760/20018] transplant_loss 0.9047, rec_loss 0.0254, p_loss 0.1804, quant_error1 0.2639, quant_error 0.2199, utilization 0.9808, perplexity 5793.6233,
Train Epoch: [4/5] Iters:[15770/20018] transplant_loss 0.9087, rec_loss 0.0254, p_loss 0.1802, quant_error1 0.2655, quant_error 0.2212, utilization 0.9806, perplexity 5808.4095,
Train Epoch: [4/5] Iters:[15780/20018] transplant_loss 0.9094, rec_loss 0.0254, p_loss 0.1805, quant_error1 0.2657, quant_error 0.2216, utilization 0.9808, perplexity 5811.3105,
Train Epoch: [4/5] Iters:[15790/20018] transplant_loss 0.9043, rec_loss 0.0254, p_loss 0.1797, quant_error1 0.2639, quant_error 0.2200, utilization 0.9807, perplexity 5787.2986,
Train Epoch: [4/5] Iters:[15800/20018] transplant_loss 0.9074, rec_loss 0.0258, p_loss 0.1813, quant_error1 0.2640, quant_error 0.2204, utilization 0.9807, perplexity 5788.3460,
Train Epoch: [4/5] Iters:[15810/20018] transplant_loss 0.9113, rec_loss 0.0263, p_loss 0.1822, quant_error1 0.2646, quant_error 0.2213, utilization 0.9810, perplexity 5822.4709,
Train Epoch: [4/5] Iters:[15820/20018] transplant_loss 0.9168, rec_loss 0.0266, p_loss 0.1834, quant_error1 0.2661, quant_error 0.2226, utilization 0.9811, perplexity 5805.0464,
Train Epoch: [4/5] Iters:[15830/20018] transplant_loss 0.9151, rec_loss 0.0268, p_loss 0.1828, quant_error1 0.2656, quant_error 0.2222, utilization 0.9807, perplexity 5795.1758,
Train Epoch: [4/5] Iters:[15840/20018] transplant_loss 0.9152, rec_loss 0.0268, p_loss 0.1829, quant_error1 0.2657, quant_error 0.2223, utilization 0.9810, perplexity 5826.8560,
Train Epoch: [4/5] Iters:[15850/20018] transplant_loss 0.9116, rec_loss 0.0267, p_loss 0.1818, quant_error1 0.2649, quant_error 0.2215, utilization 0.9811, perplexity 5822.4050,
Train Epoch: [4/5] Iters:[15860/20018] transplant_loss 0.8939, rec_loss 0.0257, p_loss 0.1800, quant_error1 0.2592, quant_error 0.2165, utilization 0.9806, perplexity 5768.0666,
Train Epoch: [4/5] Iters:[15870/20018] transplant_loss 0.8970, rec_loss 0.0257, p_loss 0.1789, quant_error1 0.2611, quant_error 0.2176, utilization 0.9812, perplexity 5816.1925,
Train Epoch: [4/5] Iters:[15880/20018] transplant_loss 0.8896, rec_loss 0.0251, p_loss 0.1789, quant_error1 0.2584, quant_error 0.2153, utilization 0.9814, perplexity 5810.7607,
Train Epoch: [4/5] Iters:[15890/20018] transplant_loss 0.8853, rec_loss 0.0249, p_loss 0.1782, quant_error1 0.2569, quant_error 0.2144, utilization 0.9813, perplexity 5785.4060,
Train Epoch: [4/5] Iters:[15900/20018] transplant_loss 0.8894, rec_loss 0.0250, p_loss 0.1782, quant_error1 0.2585, quant_error 0.2155, utilization 0.9811, perplexity 5780.8980,
Train Epoch: [4/5] Iters:[15910/20018] transplant_loss 0.8996, rec_loss 0.0254, p_loss 0.1799, quant_error1 0.2618, quant_error 0.2183, utilization 0.9814, perplexity 5815.9210,
Train Epoch: [4/5] Iters:[15920/20018] transplant_loss 0.8906, rec_loss 0.0254, p_loss 0.1806, quant_error1 0.2576, quant_error 0.2154, utilization 0.9806, perplexity 5762.2874,
Train Epoch: [4/5] Iters:[15930/20018] transplant_loss 0.8931, rec_loss 0.0253, p_loss 0.1804, quant_error1 0.2588, quant_error 0.2163, utilization 0.9807, perplexity 5797.0479,
Train Epoch: [4/5] Iters:[15940/20018] transplant_loss 0.8970, rec_loss 0.0252, p_loss 0.1812, quant_error1 0.2602, quant_error 0.2171, utilization 0.9809, perplexity 5817.2744,
Train Epoch: [4/5] Iters:[15950/20018] transplant_loss 0.8987, rec_loss 0.0253, p_loss 0.1815, quant_error1 0.2608, quant_error 0.2177, utilization 0.9813, perplexity 5846.4571,
Train Epoch: [4/5] Iters:[15960/20018] transplant_loss 0.8971, rec_loss 0.0252, p_loss 0.1810, quant_error1 0.2603, quant_error 0.2172, utilization 0.9810, perplexity 5790.0692,
Train Epoch: [4/5] Iters:[15970/20018] transplant_loss 0.8947, rec_loss 0.0249, p_loss 0.1796, quant_error1 0.2605, quant_error 0.2171, utilization 0.9809, perplexity 5782.0626,
Train Epoch: [4/5] Iters:[15980/20018] transplant_loss 0.8927, rec_loss 0.0247, p_loss 0.1797, quant_error1 0.2598, quant_error 0.2165, utilization 0.9809, perplexity 5785.9627,
Train Epoch: [4/5] Iters:[15990/20018] transplant_loss 0.8924, rec_loss 0.0251, p_loss 0.1795, quant_error1 0.2595, quant_error 0.2161, utilization 0.9808, perplexity 5786.9346,
Train Epoch: [4/5] Iters:[16000/20018] transplant_loss 0.8876, rec_loss 0.0248, p_loss 0.1802, quant_error1 0.2574, quant_error 0.2146, utilization 0.9807, perplexity 5791.1858,
Train Epoch: [4/5] Iters:[16010/20018] transplant_loss 0.8807, rec_loss 0.0245, p_loss 0.1790, quant_error1 0.2552, quant_error 0.2130, utilization 0.9810, perplexity 5818.8680,
Train Epoch: [4/5] Iters:[16020/20018] transplant_loss 0.8876, rec_loss 0.0250, p_loss 0.1812, quant_error1 0.2564, quant_error 0.2141, utilization 0.9811, perplexity 5832.3297,
Train Epoch: [4/5] Iters:[16030/20018] transplant_loss 0.8875, rec_loss 0.0253, p_loss 0.1814, quant_error1 0.2559, quant_error 0.2138, utilization 0.9809, perplexity 5823.3575,
Train Epoch: [4/5] Iters:[16040/20018] transplant_loss 0.8886, rec_loss 0.0254, p_loss 0.1817, quant_error1 0.2560, quant_error 0.2141, utilization 0.9808, perplexity 5818.8917,
Train Epoch: [4/5] Iters:[16050/20018] transplant_loss 0.8904, rec_loss 0.0257, p_loss 0.1813, quant_error1 0.2568, quant_error 0.2144, utilization 0.9808, perplexity 5809.2109,
Train Epoch: [4/5] Iters:[16060/20018] transplant_loss 0.8932, rec_loss 0.0257, p_loss 0.1819, quant_error1 0.2575, quant_error 0.2150, utilization 0.9808, perplexity 5816.0354,
Train Epoch: [4/5] Iters:[16070/20018] transplant_loss 0.8872, rec_loss 0.0251, p_loss 0.1805, quant_error1 0.2565, quant_error 0.2140, utilization 0.9811, perplexity 5836.2023,
Train Epoch: [4/5] Iters:[16080/20018] transplant_loss 0.9004, rec_loss 0.0256, p_loss 0.1808, quant_error1 0.2615, quant_error 0.2177, utilization 0.9812, perplexity 5827.1783,
Train Epoch: [4/5] Iters:[16090/20018] transplant_loss 0.9022, rec_loss 0.0255, p_loss 0.1806, quant_error1 0.2623, quant_error 0.2184, utilization 0.9808, perplexity 5793.8162,
Train Epoch: [4/5] Iters:[16100/20018] transplant_loss 0.9047, rec_loss 0.0257, p_loss 0.1806, quant_error1 0.2628, quant_error 0.2195, utilization 0.9810, perplexity 5797.6706,
Train Epoch: [4/5] Iters:[16110/20018] transplant_loss 0.9145, rec_loss 0.0259, p_loss 0.1815, quant_error1 0.2664, quant_error 0.2225, utilization 0.9807, perplexity 5798.8225,
Train Epoch: [4/5] Iters:[16120/20018] transplant_loss 0.9162, rec_loss 0.0265, p_loss 0.1814, quant_error1 0.2667, quant_error 0.2226, utilization 0.9806, perplexity 5788.5953,
Train Epoch: [4/5] Iters:[16130/20018] transplant_loss 0.9159, rec_loss 0.0267, p_loss 0.1811, quant_error1 0.2665, quant_error 0.2228, utilization 0.9809, perplexity 5815.1498,
Train Epoch: [4/5] Iters:[16140/20018] transplant_loss 0.9164, rec_loss 0.0268, p_loss 0.1818, quant_error1 0.2666, quant_error 0.2228, utilization 0.9810, perplexity 5804.6116,
Train Epoch: [4/5] Iters:[16150/20018] transplant_loss 0.9171, rec_loss 0.0268, p_loss 0.1815, quant_error1 0.2675, quant_error 0.2231, utilization 0.9809, perplexity 5777.1189,
Train Epoch: [4/5] Iters:[16160/20018] transplant_loss 0.9167, rec_loss 0.0272, p_loss 0.1818, quant_error1 0.2670, quant_error 0.2226, utilization 0.9815, perplexity 5788.5985,
Train Epoch: [4/5] Iters:[16170/20018] transplant_loss 0.9222, rec_loss 0.0271, p_loss 0.1824, quant_error1 0.2689, quant_error 0.2245, utilization 0.9814, perplexity 5801.9031,
Train Epoch: [4/5] Iters:[16180/20018] transplant_loss 0.9204, rec_loss 0.0265, p_loss 0.1821, quant_error1 0.2689, quant_error 0.2244, utilization 0.9808, perplexity 5751.7740,
Train Epoch: [4/5] Iters:[16190/20018] transplant_loss 0.9170, rec_loss 0.0262, p_loss 0.1807, quant_error1 0.2683, quant_error 0.2238, utilization 0.9809, perplexity 5775.5965,
Train Epoch: [4/5] Iters:[16200/20018] transplant_loss 0.9158, rec_loss 0.0262, p_loss 0.1812, quant_error1 0.2676, quant_error 0.2232, utilization 0.9810, perplexity 5808.0784,
Train Epoch: [4/5] Iters:[16210/20018] transplant_loss 0.9106, rec_loss 0.0259, p_loss 0.1810, quant_error1 0.2657, quant_error 0.2217, utilization 0.9807, perplexity 5797.3053,
Train Epoch: [4/5] Iters:[16220/20018] transplant_loss 0.8983, rec_loss 0.0253, p_loss 0.1798, quant_error1 0.2618, quant_error 0.2181, utilization 0.9808, perplexity 5771.0759,
Train Epoch: [4/5] Iters:[16230/20018] transplant_loss 0.8855, rec_loss 0.0247, p_loss 0.1795, quant_error1 0.2571, quant_error 0.2142, utilization 0.9807, perplexity 5772.1483,
Train Epoch: [4/5] Iters:[16240/20018] transplant_loss 0.8787, rec_loss 0.0247, p_loss 0.1792, quant_error1 0.2547, quant_error 0.2121, utilization 0.9808, perplexity 5771.7320,
Train Epoch: [4/5] Iters:[16250/20018] transplant_loss 0.8667, rec_loss 0.0241, p_loss 0.1779, quant_error1 0.2509, quant_error 0.2087, utilization 0.9804, perplexity 5737.6067,
Train Epoch: [4/5] Iters:[16260/20018] transplant_loss 0.8701, rec_loss 0.0244, p_loss 0.1782, quant_error1 0.2520, quant_error 0.2097, utilization 0.9806, perplexity 5753.3493,
Train Epoch: [4/5] Iters:[16270/20018] transplant_loss 0.8850, rec_loss 0.0252, p_loss 0.1804, quant_error1 0.2563, quant_error 0.2133, utilization 0.9808, perplexity 5772.5434,
Train Epoch: [4/5] Iters:[16280/20018] transplant_loss 0.8879, rec_loss 0.0255, p_loss 0.1813, quant_error1 0.2560, quant_error 0.2136, utilization 0.9809, perplexity 5796.8661,
Train Epoch: [4/5] Iters:[16290/20018] transplant_loss 0.8904, rec_loss 0.0256, p_loss 0.1817, quant_error1 0.2567, quant_error 0.2145, utilization 0.9809, perplexity 5800.9646,
Train Epoch: [4/5] Iters:[16300/20018] transplant_loss 0.9028, rec_loss 0.0262, p_loss 0.1834, quant_error1 0.2604, quant_error 0.2176, utilization 0.9814, perplexity 5841.1685,
Train Epoch: [4/5] Iters:[16310/20018] transplant_loss 0.8953, rec_loss 0.0258, p_loss 0.1813, quant_error1 0.2586, quant_error 0.2159, utilization 0.9812, perplexity 5814.8127,
Train Epoch: [4/5] Iters:[16320/20018] transplant_loss 0.8777, rec_loss 0.0249, p_loss 0.1787, quant_error1 0.2533, quant_error 0.2117, utilization 0.9808, perplexity 5789.9129,
Train Epoch: [4/5] Iters:[16330/20018] transplant_loss 0.8846, rec_loss 0.0253, p_loss 0.1790, quant_error1 0.2566, quant_error 0.2138, utilization 0.9812, perplexity 5820.6507,
Train Epoch: [4/5] Iters:[16340/20018] transplant_loss 0.8796, rec_loss 0.0249, p_loss 0.1787, quant_error1 0.2550, quant_error 0.2122, utilization 0.9809, perplexity 5809.9344,
Train Epoch: [4/5] Iters:[16350/20018] transplant_loss 0.8835, rec_loss 0.0247, p_loss 0.1785, quant_error1 0.2570, quant_error 0.2140, utilization 0.9806, perplexity 5798.9880,
Train Epoch: [4/5] Iters:[16360/20018] transplant_loss 0.8865, rec_loss 0.0248, p_loss 0.1801, quant_error1 0.2572, quant_error 0.2142, utilization 0.9808, perplexity 5826.2449,
Train Epoch: [4/5] Iters:[16370/20018] transplant_loss 0.8963, rec_loss 0.0252, p_loss 0.1813, quant_error1 0.2604, quant_error 0.2169, utilization 0.9808, perplexity 5817.0909,
Train Epoch: [4/5] Iters:[16380/20018] transplant_loss 0.8957, rec_loss 0.0253, p_loss 0.1811, quant_error1 0.2603, quant_error 0.2168, utilization 0.9806, perplexity 5786.8145,
Train Epoch: [4/5] Iters:[16390/20018] transplant_loss 0.9073, rec_loss 0.0259, p_loss 0.1820, quant_error1 0.2642, quant_error 0.2200, utilization 0.9808, perplexity 5787.3207,
Train Epoch: [4/5] Iters:[16400/20018] transplant_loss 0.9008, rec_loss 0.0258, p_loss 0.1814, quant_error1 0.2617, quant_error 0.2180, utilization 0.9806, perplexity 5762.1062,
Train Epoch: [4/5] Iters:[16410/20018] transplant_loss 0.9054, rec_loss 0.0260, p_loss 0.1815, quant_error1 0.2635, quant_error 0.2198, utilization 0.9805, perplexity 5767.0894,
Train Epoch: [4/5] Iters:[16420/20018] transplant_loss 0.9044, rec_loss 0.0265, p_loss 0.1820, quant_error1 0.2626, quant_error 0.2189, utilization 0.9805, perplexity 5786.0488,
Train Epoch: [4/5] Iters:[16430/20018] transplant_loss 0.9041, rec_loss 0.0263, p_loss 0.1817, quant_error1 0.2624, quant_error 0.2190, utilization 0.9805, perplexity 5804.5764,
Train Epoch: [4/5] Iters:[16440/20018] transplant_loss 0.9023, rec_loss 0.0260, p_loss 0.1822, quant_error1 0.2614, quant_error 0.2185, utilization 0.9805, perplexity 5824.2540,
Train Epoch: [4/5] Iters:[16450/20018] transplant_loss 0.8981, rec_loss 0.0261, p_loss 0.1813, quant_error1 0.2603, quant_error 0.2173, utilization 0.9804, perplexity 5826.0123,
Train Epoch: [4/5] Iters:[16460/20018] transplant_loss 0.8893, rec_loss 0.0256, p_loss 0.1807, quant_error1 0.2572, quant_error 0.2148, utilization 0.9804, perplexity 5811.6444,
Train Epoch: [4/5] Iters:[16470/20018] transplant_loss 0.8853, rec_loss 0.0251, p_loss 0.1796, quant_error1 0.2564, quant_error 0.2140, utilization 0.9807, perplexity 5806.0442,
Train Epoch: [4/5] Iters:[16480/20018] transplant_loss 0.8826, rec_loss 0.0250, p_loss 0.1791, quant_error1 0.2557, quant_error 0.2131, utilization 0.9806, perplexity 5793.3379,
Train Epoch: [4/5] Iters:[16490/20018] transplant_loss 0.8830, rec_loss 0.0253, p_loss 0.1790, quant_error1 0.2556, quant_error 0.2130, utilization 0.9809, perplexity 5784.9773,
Train Epoch: [4/5] Iters:[16500/20018] transplant_loss 0.8857, rec_loss 0.0252, p_loss 0.1796, quant_error1 0.2566, quant_error 0.2139, utilization 0.9810, perplexity 5780.9120,
Train Epoch: [4/5] Iters:[16510/20018] transplant_loss 0.8839, rec_loss 0.0251, p_loss 0.1796, quant_error1 0.2560, quant_error 0.2133, utilization 0.9808, perplexity 5771.5209,
Train Epoch: [4/5] Iters:[16520/20018] transplant_loss 0.8978, rec_loss 0.0255, p_loss 0.1799, quant_error1 0.2607, quant_error 0.2171, utilization 0.9810, perplexity 5807.0923,
Train Epoch: [4/5] Iters:[16530/20018] transplant_loss 0.9045, rec_loss 0.0260, p_loss 0.1809, quant_error1 0.2630, quant_error 0.2192, utilization 0.9810, perplexity 5796.2682,
Train Epoch: [4/5] Iters:[16540/20018] transplant_loss 0.9052, rec_loss 0.0259, p_loss 0.1806, quant_error1 0.2634, quant_error 0.2200, utilization 0.9805, perplexity 5774.2590,
Train Epoch: [4/5] Iters:[16550/20018] transplant_loss 0.8995, rec_loss 0.0255, p_loss 0.1794, quant_error1 0.2619, quant_error 0.2185, utilization 0.9806, perplexity 5787.3999,
Train Epoch: [4/5] Iters:[16560/20018] transplant_loss 0.9130, rec_loss 0.0262, p_loss 0.1806, quant_error1 0.2663, quant_error 0.2222, utilization 0.9809, perplexity 5808.9177,
Train Epoch: [4/5] Iters:[16570/20018] transplant_loss 0.9048, rec_loss 0.0259, p_loss 0.1808, quant_error1 0.2632, quant_error 0.2197, utilization 0.9806, perplexity 5792.4601,
Train Epoch: [4/5] Iters:[16580/20018] transplant_loss 0.9000, rec_loss 0.0255, p_loss 0.1804, quant_error1 0.2613, quant_error 0.2185, utilization 0.9803, perplexity 5763.6962,
Train Epoch: [4/5] Iters:[16590/20018] transplant_loss 0.8957, rec_loss 0.0253, p_loss 0.1802, quant_error1 0.2597, quant_error 0.2169, utilization 0.9808, perplexity 5817.1249,
Train Epoch: [4/5] Iters:[16600/20018] transplant_loss 0.9023, rec_loss 0.0260, p_loss 0.1825, quant_error1 0.2606, quant_error 0.2178, utilization 0.9812, perplexity 5825.3692,
Train Epoch: [4/5] Iters:[16610/20018] transplant_loss 0.9024, rec_loss 0.0259, p_loss 0.1816, quant_error1 0.2611, quant_error 0.2185, utilization 0.9808, perplexity 5793.1469,
Train Epoch: [4/5] Iters:[16620/20018] transplant_loss 0.8985, rec_loss 0.0256, p_loss 0.1810, quant_error1 0.2603, quant_error 0.2178, utilization 0.9805, perplexity 5770.6983,
Train Epoch: [4/5] Iters:[16630/20018] transplant_loss 0.8983, rec_loss 0.0256, p_loss 0.1812, quant_error1 0.2605, quant_error 0.2175, utilization 0.9807, perplexity 5786.1515,
Train Epoch: [4/5] Iters:[16640/20018] transplant_loss 0.9087, rec_loss 0.0259, p_loss 0.1814, quant_error1 0.2647, quant_error 0.2207, utilization 0.9806, perplexity 5772.6856,
Train Epoch: [4/5] Iters:[16650/20018] transplant_loss 0.9128, rec_loss 0.0258, p_loss 0.1805, quant_error1 0.2673, quant_error 0.2227, utilization 0.9802, perplexity 5758.9635,
Train Epoch: [4/5] Iters:[16660/20018] transplant_loss 0.9105, rec_loss 0.0256, p_loss 0.1802, quant_error1 0.2668, quant_error 0.2221, utilization 0.9803, perplexity 5753.5795,
Train Epoch: [4/5] Iters:[16670/20018] transplant_loss 0.9147, rec_loss 0.0259, p_loss 0.1807, quant_error1 0.2680, quant_error 0.2231, utilization 0.9805, perplexity 5754.5406,
Train Epoch: [4/5] Iters:[16680/20018] transplant_loss 0.9143, rec_loss 0.0259, p_loss 0.1809, quant_error1 0.2675, quant_error 0.2230, utilization 0.9805, perplexity 5771.1564,
Train Epoch: [4/5] Iters:[16690/20018] transplant_loss 0.9014, rec_loss 0.0255, p_loss 0.1795, quant_error1 0.2629, quant_error 0.2191, utilization 0.9805, perplexity 5760.0129,
Train Epoch: [4/5] Iters:[16700/20018] transplant_loss 0.9015, rec_loss 0.0257, p_loss 0.1799, quant_error1 0.2624, quant_error 0.2186, utilization 0.9810, perplexity 5786.5499,
Train Epoch: [4/5] Iters:[16710/20018] transplant_loss 0.8964, rec_loss 0.0255, p_loss 0.1800, quant_error1 0.2603, quant_error 0.2169, utilization 0.9810, perplexity 5791.0379,
Train Epoch: [4/5] Iters:[16720/20018] transplant_loss 0.9022, rec_loss 0.0256, p_loss 0.1810, quant_error1 0.2621, quant_error 0.2187, utilization 0.9813, perplexity 5821.4941,
Train Epoch: [4/5] Iters:[16730/20018] transplant_loss 0.9061, rec_loss 0.0258, p_loss 0.1806, quant_error1 0.2642, quant_error 0.2197, utilization 0.9812, perplexity 5800.9127,
Train Epoch: [4/5] Iters:[16740/20018] transplant_loss 0.9136, rec_loss 0.0261, p_loss 0.1822, quant_error1 0.2657, quant_error 0.2218, utilization 0.9808, perplexity 5769.5375,
Train Epoch: [4/5] Iters:[16750/20018] transplant_loss 0.9072, rec_loss 0.0257, p_loss 0.1818, quant_error1 0.2636, quant_error 0.2205, utilization 0.9806, perplexity 5748.0543,
Train Epoch: [4/5] Iters:[16760/20018] transplant_loss 0.9085, rec_loss 0.0259, p_loss 0.1824, quant_error1 0.2638, quant_error 0.2205, utilization 0.9807, perplexity 5777.0521,
Train Epoch: [4/5] Iters:[16770/20018] transplant_loss 0.8940, rec_loss 0.0255, p_loss 0.1809, quant_error1 0.2587, quant_error 0.2161, utilization 0.9807, perplexity 5765.4600,
Train Epoch: [4/5] Iters:[16780/20018] transplant_loss 0.8930, rec_loss 0.0256, p_loss 0.1807, quant_error1 0.2582, quant_error 0.2162, utilization 0.9809, perplexity 5769.6410,
Train Epoch: [4/5] Iters:[16790/20018] transplant_loss 0.8874, rec_loss 0.0250, p_loss 0.1802, quant_error1 0.2567, quant_error 0.2145, utilization 0.9810, perplexity 5801.8625,
Train Epoch: [4/5] Iters:[16800/20018] transplant_loss 0.8899, rec_loss 0.0252, p_loss 0.1798, quant_error1 0.2580, quant_error 0.2154, utilization 0.9809, perplexity 5798.0571,
Train Epoch: [4/5] Iters:[16810/20018] transplant_loss 0.8889, rec_loss 0.0249, p_loss 0.1790, quant_error1 0.2581, quant_error 0.2155, utilization 0.9807, perplexity 5780.0747,
Train Epoch: [4/5] Iters:[16820/20018] transplant_loss 0.8955, rec_loss 0.0252, p_loss 0.1798, quant_error1 0.2605, quant_error 0.2175, utilization 0.9806, perplexity 5769.4569,
Train Epoch: [4/5] Iters:[16830/20018] transplant_loss 0.8985, rec_loss 0.0253, p_loss 0.1804, quant_error1 0.2612, quant_error 0.2180, utilization 0.9806, perplexity 5793.9417,
Train Epoch: [4/5] Iters:[16840/20018] transplant_loss 0.9003, rec_loss 0.0253, p_loss 0.1802, quant_error1 0.2623, quant_error 0.2188, utilization 0.9806, perplexity 5766.7653,
Train Epoch: [4/5] Iters:[16850/20018] transplant_loss 0.8909, rec_loss 0.0249, p_loss 0.1795, quant_error1 0.2586, quant_error 0.2157, utilization 0.9804, perplexity 5764.8035,
Train Epoch: [4/5] Iters:[16860/20018] transplant_loss 0.9037, rec_loss 0.0254, p_loss 0.1804, quant_error1 0.2630, quant_error 0.2195, utilization 0.9807, perplexity 5763.6777,
Train Epoch: [4/5] Iters:[16870/20018] transplant_loss 0.9028, rec_loss 0.0256, p_loss 0.1796, quant_error1 0.2633, quant_error 0.2192, utilization 0.9807, perplexity 5757.7429,
Train Epoch: [4/5] Iters:[16880/20018] transplant_loss 0.8921, rec_loss 0.0253, p_loss 0.1791, quant_error1 0.2592, quant_error 0.2162, utilization 0.9806, perplexity 5745.4402,
Train Epoch: [4/5] Iters:[16890/20018] transplant_loss 0.8985, rec_loss 0.0257, p_loss 0.1798, quant_error1 0.2612, quant_error 0.2179, utilization 0.9809, perplexity 5765.1684,
Train Epoch: [4/5] Iters:[16900/20018] transplant_loss 0.9014, rec_loss 0.0262, p_loss 0.1801, quant_error1 0.2621, quant_error 0.2184, utilization 0.9811, perplexity 5761.8103,
Train Epoch: [4/5] Iters:[16910/20018] transplant_loss 0.8917, rec_loss 0.0257, p_loss 0.1786, quant_error1 0.2592, quant_error 0.2161, utilization 0.9810, perplexity 5780.0800,
Train Epoch: [4/5] Iters:[16920/20018] transplant_loss 0.9070, rec_loss 0.0261, p_loss 0.1806, quant_error1 0.2639, quant_error 0.2203, utilization 0.9814, perplexity 5826.6657,
Train Epoch: [4/5] Iters:[16930/20018] transplant_loss 0.9129, rec_loss 0.0259, p_loss 0.1814, quant_error1 0.2662, quant_error 0.2219, utilization 0.9813, perplexity 5811.6009,
Train Epoch: [4/5] Iters:[16940/20018] transplant_loss 0.9061, rec_loss 0.0256, p_loss 0.1799, quant_error1 0.2640, quant_error 0.2203, utilization 0.9814, perplexity 5830.4358,
Train Epoch: [4/5] Iters:[16950/20018] transplant_loss 0.9179, rec_loss 0.0260, p_loss 0.1806, quant_error1 0.2684, quant_error 0.2239, utilization 0.9812, perplexity 5838.5053,
Train Epoch: [4/5] Iters:[16960/20018] transplant_loss 0.9086, rec_loss 0.0259, p_loss 0.1805, quant_error1 0.2649, quant_error 0.2206, utilization 0.9807, perplexity 5784.4465,
Train Epoch: [4/5] Iters:[16970/20018] transplant_loss 0.8953, rec_loss 0.0254, p_loss 0.1787, quant_error1 0.2606, quant_error 0.2173, utilization 0.9804, perplexity 5755.7262,
Train Epoch: [4/5] Iters:[16980/20018] transplant_loss 0.8975, rec_loss 0.0259, p_loss 0.1784, quant_error1 0.2615, quant_error 0.2179, utilization 0.9803, perplexity 5762.8156,
Train Epoch: [4/5] Iters:[16990/20018] transplant_loss 0.9012, rec_loss 0.0261, p_loss 0.1800, quant_error1 0.2622, quant_error 0.2183, utilization 0.9802, perplexity 5750.2169,
Train Epoch: [4/5] Iters:[17000/20018] transplant_loss 0.8946, rec_loss 0.0256, p_loss 0.1800, quant_error1 0.2598, quant_error 0.2167, utilization 0.9805, perplexity 5764.7198,
