dataset_dir: /project/6105494/shared/data/
dataset_name: FFHQ
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 50
eval_epochs: 5
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/FFHQ
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/FFHQ
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/FFHQ
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/FFHQ
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/FFHQ
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_FFHQ_model_16384_16_loss_1.0_0.2_1.0_0.4-50.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: FFHQ
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False
saver_name_pre: wasserstein_vq_refinement_False_FFHQ_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/50] Iters:[10/1093] gen_loss 1.6109, rec_loss 0.0336, lpips_loss 0.3296, g_loss 0.0939, disc_weight 0.4000, disc_adaptive_weight 48.4568, d_loss 2.4150, logits_real -0.2955, logits_fake -0.0807,
Train Epoch: [47/50] Iters:[170/1093] gen_loss 0.5917, rec_loss 0.0120, lpips_loss 0.1398, g_loss 0.0402, disc_weight 0.4000, disc_adaptive_weight 10.8905, d_loss 0.4003, logits_real -0.0411, logits_fake -0.0400,
Train Epoch: [47/50] Iters:[180/1093] gen_loss 0.5913, rec_loss 0.0122, lpips_loss 0.1400, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 10.7878, d_loss 0.4003, logits_real -0.0414, logits_fake -0.0403,
Train Epoch: [47/50] Iters:[190/1093] gen_loss 0.5972, rec_loss 0.0123, lpips_loss 0.1400, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 10.8671, d_loss 0.4003, logits_real -0.0419, logits_fake -0.0407,
Train Epoch: [47/50] Iters:[200/1093] gen_loss 0.5692, rec_loss 0.0124, lpips_loss 0.1398, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 10.1498, d_loss 0.4003, logits_real -0.0420, logits_fake -0.0409,
Train Epoch: [47/50] Iters:[210/1093] gen_loss 0.5408, rec_loss 0.0121, lpips_loss 0.1391, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 9.4771, d_loss 0.4003, logits_real -0.0420, logits_fake -0.0410,
Train Epoch: [47/50] Iters:[220/1093] gen_loss 0.4970, rec_loss 0.0123, lpips_loss 0.1399, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 8.4209, d_loss 0.4003, logits_real -0.0419, logits_fake -0.0408,
Train Epoch: [47/50] Iters:[230/1093] gen_loss 0.5115, rec_loss 0.0122, lpips_loss 0.1397, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 8.7645, d_loss 0.4003, logits_real -0.0419, logits_fake -0.0409,
Train Epoch: [47/50] Iters:[240/1093] gen_loss 0.5361, rec_loss 0.0121, lpips_loss 0.1402, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 9.3534, d_loss 0.4003, logits_real -0.0418, logits_fake -0.0409,
Train Epoch: [47/50] Iters:[250/1093] gen_loss 0.5613, rec_loss 0.0122, lpips_loss 0.1407, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 9.9915, d_loss 0.4003, logits_real -0.0418, logits_fake -0.0408,
Train Epoch: [47/50] Iters:[260/1093] gen_loss 0.5439, rec_loss 0.0122, lpips_loss 0.1409, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 9.6221, d_loss 0.4003, logits_real -0.0414, logits_fake -0.0404,
Train Epoch: [47/50] Iters:[270/1093] gen_loss 0.5311, rec_loss 0.0122, lpips_loss 0.1406, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 9.3489, d_loss 0.4003, logits_real -0.0413, logits_fake -0.0403,
Train Epoch: [47/50] Iters:[280/1093] gen_loss 0.5210, rec_loss 0.0122, lpips_loss 0.1403, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 9.1137, d_loss 0.4003, logits_real -0.0414, logits_fake -0.0403,
Train Epoch: [47/50] Iters:[290/1093] gen_loss 0.5147, rec_loss 0.0121, lpips_loss 0.1396, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 8.8825, d_loss 0.4003, logits_real -0.0417, logits_fake -0.0407,
Train Epoch: [47/50] Iters:[300/1093] gen_loss 0.5479, rec_loss 0.0121, lpips_loss 0.1396, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 9.5445, d_loss 0.4003, logits_real -0.0423, logits_fake -0.0413,
Train Epoch: [47/50] Iters:[310/1093] gen_loss 0.5850, rec_loss 0.0122, lpips_loss 0.1394, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 10.3432, d_loss 0.4003, logits_real -0.0429, logits_fake -0.0419,
Train Epoch: [47/50] Iters:[320/1093] gen_loss 0.6067, rec_loss 0.0123, lpips_loss 0.1394, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 10.8714, d_loss 0.4003, logits_real -0.0429, logits_fake -0.0419,
Train Epoch: [47/50] Iters:[330/1093] gen_loss 0.6004, rec_loss 0.0122, lpips_loss 0.1399, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 10.7646, d_loss 0.4003, logits_real -0.0426, logits_fake -0.0417,
Train Epoch: [47/50] Iters:[340/1093] gen_loss 0.6085, rec_loss 0.0122, lpips_loss 0.1400, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 11.0976, d_loss 0.4003, logits_real -0.0422, logits_fake -0.0412,
Train Epoch: [47/50] Iters:[350/1093] gen_loss 0.5923, rec_loss 0.0123, lpips_loss 0.1401, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 10.8508, d_loss 0.4003, logits_real -0.0417, logits_fake -0.0407,
Train Epoch: [47/50] Iters:[360/1093] gen_loss 0.5739, rec_loss 0.0122, lpips_loss 0.1402, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 10.4600, d_loss 0.4003, logits_real -0.0414, logits_fake -0.0403,
Train Epoch: [47/50] Iters:[370/1093] gen_loss 0.5623, rec_loss 0.0120, lpips_loss 0.1406, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 10.1819, d_loss 0.4003, logits_real -0.0413, logits_fake -0.0403,
Train Epoch: [47/50] Iters:[380/1093] gen_loss 0.5626, rec_loss 0.0121, lpips_loss 0.1403, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 10.1827, d_loss 0.4003, logits_real -0.0413, logits_fake -0.0403,
Train Epoch: [47/50] Iters:[390/1093] gen_loss 0.5318, rec_loss 0.0120, lpips_loss 0.1403, g_loss 0.0402, disc_weight 0.4000, disc_adaptive_weight 9.4392, d_loss 0.4003, logits_real -0.0412, logits_fake -0.0402,
Train Epoch: [47/50] Iters:[400/1093] gen_loss 0.5063, rec_loss 0.0119, lpips_loss 0.1401, g_loss 0.0404, disc_weight 0.4000, disc_adaptive_weight 8.7731, d_loss 0.4003, logits_real -0.0413, logits_fake -0.0403,
Train Epoch: [47/50] Iters:[410/1093] gen_loss 0.5079, rec_loss 0.0120, lpips_loss 0.1401, g_loss 0.0404, disc_weight 0.4000, disc_adaptive_weight 8.7993, d_loss 0.4003, logits_real -0.0413, logits_fake -0.0405,
Train Epoch: [47/50] Iters:[420/1093] gen_loss 0.5145, rec_loss 0.0121, lpips_loss 0.1394, g_loss 0.0405, disc_weight 0.4000, disc_adaptive_weight 8.9528, d_loss 0.4003, logits_real -0.0414, logits_fake -0.0405,
Train Epoch: [47/50] Iters:[430/1093] gen_loss 0.5263, rec_loss 0.0121, lpips_loss 0.1395, g_loss 0.0406, disc_weight 0.4000, disc_adaptive_weight 9.2121, d_loss 0.4003, logits_real -0.0415, logits_fake -0.0406,
Train Epoch: [47/50] Iters:[440/1093] gen_loss 0.5217, rec_loss 0.0120, lpips_loss 0.1390, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 9.0293, d_loss 0.4003, logits_real -0.0419, logits_fake -0.0409,
Train Epoch: [47/50] Iters:[450/1093] gen_loss 0.5136, rec_loss 0.0119, lpips_loss 0.1389, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 8.8350, d_loss 0.4003, logits_real -0.0419, logits_fake -0.0409,
Train Epoch: [47/50] Iters:[460/1093] gen_loss 0.5183, rec_loss 0.0120, lpips_loss 0.1390, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 8.9427, d_loss 0.4003, logits_real -0.0418, logits_fake -0.0410,
Train Epoch: [47/50] Iters:[470/1093] gen_loss 0.5105, rec_loss 0.0122, lpips_loss 0.1394, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 8.7427, d_loss 0.4002, logits_real -0.0418, logits_fake -0.0411,
Train Epoch: [47/50] Iters:[480/1093] gen_loss 0.5106, rec_loss 0.0121, lpips_loss 0.1390, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 8.7736, d_loss 0.4002, logits_real -0.0417, logits_fake -0.0411,
Train Epoch: [47/50] Iters:[490/1093] gen_loss 0.5272, rec_loss 0.0121, lpips_loss 0.1390, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 9.1595, d_loss 0.4002, logits_real -0.0418, logits_fake -0.0412,
Train Epoch: [47/50] Iters:[500/1093] gen_loss 0.5362, rec_loss 0.0123, lpips_loss 0.1394, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 9.3606, d_loss 0.4002, logits_real -0.0419, logits_fake -0.0413,
Train Epoch: [47/50] Iters:[510/1093] gen_loss 0.5341, rec_loss 0.0123, lpips_loss 0.1396, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 9.2421, d_loss 0.4003, logits_real -0.0424, logits_fake -0.0415,
Train Epoch: [47/50] Iters:[520/1093] gen_loss 0.5307, rec_loss 0.0122, lpips_loss 0.1392, g_loss 0.0419, disc_weight 0.4000, disc_adaptive_weight 9.0740, d_loss 0.4004, logits_real -0.0429, logits_fake -0.0417,
Train Epoch: [47/50] Iters:[530/1093] gen_loss 0.5234, rec_loss 0.0122, lpips_loss 0.1390, g_loss 0.0424, disc_weight 0.4000, disc_adaptive_weight 8.7848, d_loss 0.4004, logits_real -0.0435, logits_fake -0.0422,
Train Epoch: [47/50] Iters:[540/1093] gen_loss 0.5141, rec_loss 0.0124, lpips_loss 0.1397, g_loss 0.0426, disc_weight 0.4000, disc_adaptive_weight 8.5106, d_loss 0.4004, logits_real -0.0436, logits_fake -0.0424,
Train Epoch: [47/50] Iters:[550/1093] gen_loss 0.4988, rec_loss 0.0123, lpips_loss 0.1391, g_loss 0.0430, disc_weight 0.4000, disc_adaptive_weight 8.0928, d_loss 0.4003, logits_real -0.0439, logits_fake -0.0428,
Train Epoch: [47/50] Iters:[560/1093] gen_loss 0.5031, rec_loss 0.0120, lpips_loss 0.1381, g_loss 0.0430, disc_weight 0.4000, disc_adaptive_weight 8.2050, d_loss 0.4003, logits_real -0.0438, logits_fake -0.0430,
Train Epoch: [47/50] Iters:[570/1093] gen_loss 0.5021, rec_loss 0.0119, lpips_loss 0.1382, g_loss 0.0426, disc_weight 0.4000, disc_adaptive_weight 8.2656, d_loss 0.4003, logits_real -0.0436, logits_fake -0.0428,
Train Epoch: [47/50] Iters:[580/1093] gen_loss 0.5012, rec_loss 0.0117, lpips_loss 0.1380, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 8.3046, d_loss 0.4003, logits_real -0.0434, logits_fake -0.0425,
Train Epoch: [47/50] Iters:[590/1093] gen_loss 0.5217, rec_loss 0.0116, lpips_loss 0.1382, g_loss 0.0421, disc_weight 0.4000, disc_adaptive_weight 8.8393, d_loss 0.4003, logits_real -0.0431, logits_fake -0.0424,
Train Epoch: [47/50] Iters:[600/1093] gen_loss 0.5363, rec_loss 0.0116, lpips_loss 0.1385, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 9.2349, d_loss 0.4003, logits_real -0.0429, logits_fake -0.0421,
Train Epoch: [47/50] Iters:[610/1093] gen_loss 0.5479, rec_loss 0.0118, lpips_loss 0.1390, g_loss 0.0418, disc_weight 0.4000, disc_adaptive_weight 9.4740, d_loss 0.4003, logits_real -0.0430, logits_fake -0.0420,
Train Epoch: [47/50] Iters:[620/1093] gen_loss 0.5680, rec_loss 0.0119, lpips_loss 0.1390, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 9.8278, d_loss 0.4003, logits_real -0.0432, logits_fake -0.0424,
Train Epoch: [47/50] Iters:[630/1093] gen_loss 0.5815, rec_loss 0.0121, lpips_loss 0.1397, g_loss 0.0426, disc_weight 0.4000, disc_adaptive_weight 10.0698, d_loss 0.4003, logits_real -0.0433, logits_fake -0.0426,
Train Epoch: [47/50] Iters:[640/1093] gen_loss 0.5570, rec_loss 0.0121, lpips_loss 0.1391, g_loss 0.0427, disc_weight 0.4000, disc_adaptive_weight 9.4913, d_loss 0.4003, logits_real -0.0434, logits_fake -0.0425,
Train Epoch: [47/50] Iters:[650/1093] gen_loss 0.5799, rec_loss 0.0122, lpips_loss 0.1390, g_loss 0.0430, disc_weight 0.4000, disc_adaptive_weight 9.9593, d_loss 0.4003, logits_real -0.0437, logits_fake -0.0426,
Train Epoch: [47/50] Iters:[660/1093] gen_loss 0.5759, rec_loss 0.0123, lpips_loss 0.1398, g_loss 0.0431, disc_weight 0.4000, disc_adaptive_weight 9.8108, d_loss 0.4003, logits_real -0.0439, logits_fake -0.0429,
Train Epoch: [47/50] Iters:[670/1093] gen_loss 0.5737, rec_loss 0.0126, lpips_loss 0.1405, g_loss 0.0432, disc_weight 0.4000, disc_adaptive_weight 9.7224, d_loss 0.4004, logits_real -0.0441, logits_fake -0.0429,
Train Epoch: [47/50] Iters:[680/1093] gen_loss 0.5943, rec_loss 0.0125, lpips_loss 0.1407, g_loss 0.0432, disc_weight 0.4000, disc_adaptive_weight 10.1980, d_loss 0.4004, logits_real -0.0442, logits_fake -0.0429,
Train Epoch: [47/50] Iters:[690/1093] gen_loss 0.6171, rec_loss 0.0128, lpips_loss 0.1413, g_loss 0.0433, disc_weight 0.4000, disc_adaptive_weight 10.6933, d_loss 0.4003, logits_real -0.0443, logits_fake -0.0431,
Train Epoch: [47/50] Iters:[700/1093] gen_loss 0.5917, rec_loss 0.0126, lpips_loss 0.1415, g_loss 0.0432, disc_weight 0.4000, disc_adaptive_weight 10.1280, d_loss 0.4003, logits_real -0.0441, logits_fake -0.0431,
Train Epoch: [47/50] Iters:[710/1093] gen_loss 0.5941, rec_loss 0.0126, lpips_loss 0.1406, g_loss 0.0428, disc_weight 0.4000, disc_adaptive_weight 10.2885, d_loss 0.4003, logits_real -0.0438, logits_fake -0.0427,
Train Epoch: [47/50] Iters:[720/1093] gen_loss 0.6007, rec_loss 0.0123, lpips_loss 0.1401, g_loss 0.0427, disc_weight 0.4000, disc_adaptive_weight 10.4964, d_loss 0.4003, logits_real -0.0436, logits_fake -0.0426,
Train Epoch: [47/50] Iters:[730/1093] gen_loss 0.5639, rec_loss 0.0124, lpips_loss 0.1402, g_loss 0.0427, disc_weight 0.4000, disc_adaptive_weight 9.6363, d_loss 0.4003, logits_real -0.0437, logits_fake -0.0426,
Train Epoch: [47/50] Iters:[740/1093] gen_loss 0.5617, rec_loss 0.0122, lpips_loss 0.1402, g_loss 0.0427, disc_weight 0.4000, disc_adaptive_weight 9.5787, d_loss 0.4003, logits_real -0.0437, logits_fake -0.0426,
Train Epoch: [47/50] Iters:[750/1093] gen_loss 0.5593, rec_loss 0.0122, lpips_loss 0.1403, g_loss 0.0426, disc_weight 0.4000, disc_adaptive_weight 9.5375, d_loss 0.4003, logits_real -0.0436, logits_fake -0.0426,
Train Epoch: [47/50] Iters:[760/1093] gen_loss 0.5303, rec_loss 0.0121, lpips_loss 0.1405, g_loss 0.0427, disc_weight 0.4000, disc_adaptive_weight 8.8353, d_loss 0.4003, logits_real -0.0436, logits_fake -0.0426,
Train Epoch: [47/50] Iters:[770/1093] gen_loss 0.5009, rec_loss 0.0120, lpips_loss 0.1405, g_loss 0.0425, disc_weight 0.4000, disc_adaptive_weight 8.1934, d_loss 0.4003, logits_real -0.0434, logits_fake -0.0425,
Train Epoch: [47/50] Iters:[780/1093] gen_loss 0.5206, rec_loss 0.0120, lpips_loss 0.1403, g_loss 0.0422, disc_weight 0.4000, disc_adaptive_weight 8.7486, d_loss 0.4003, logits_real -0.0431, logits_fake -0.0422,
Train Epoch: [47/50] Iters:[790/1093] gen_loss 0.5129, rec_loss 0.0120, lpips_loss 0.1398, g_loss 0.0419, disc_weight 0.4000, disc_adaptive_weight 8.6269, d_loss 0.4003, logits_real -0.0429, logits_fake -0.0420,
Train Epoch: [47/50] Iters:[800/1093] gen_loss 0.5303, rec_loss 0.0122, lpips_loss 0.1396, g_loss 0.0419, disc_weight 0.4000, disc_adaptive_weight 9.0503, d_loss 0.4003, logits_real -0.0428, logits_fake -0.0419,
Train Epoch: [47/50] Iters:[810/1093] gen_loss 0.5650, rec_loss 0.0122, lpips_loss 0.1398, g_loss 0.0417, disc_weight 0.4000, disc_adaptive_weight 9.9217, d_loss 0.4003, logits_real -0.0427, logits_fake -0.0418,
Train Epoch: [47/50] Iters:[820/1093] gen_loss 0.5861, rec_loss 0.0124, lpips_loss 0.1400, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 10.4923, d_loss 0.4003, logits_real -0.0425, logits_fake -0.0415,
Train Epoch: [47/50] Iters:[830/1093] gen_loss 0.5972, rec_loss 0.0125, lpips_loss 0.1408, g_loss 0.0412, disc_weight 0.4000, disc_adaptive_weight 10.7793, d_loss 0.4003, logits_real -0.0423, logits_fake -0.0412,
Train Epoch: [47/50] Iters:[840/1093] gen_loss 0.5996, rec_loss 0.0125, lpips_loss 0.1411, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 10.8614, d_loss 0.4003, logits_real -0.0422, logits_fake -0.0411,
Train Epoch: [47/50] Iters:[850/1093] gen_loss 0.5857, rec_loss 0.0124, lpips_loss 0.1411, g_loss 0.0407, disc_weight 0.4000, disc_adaptive_weight 10.6152, d_loss 0.4003, logits_real -0.0418, logits_fake -0.0408,
Train Epoch: [47/50] Iters:[860/1093] gen_loss 0.5491, rec_loss 0.0124, lpips_loss 0.1407, g_loss 0.0402, disc_weight 0.4000, disc_adaptive_weight 9.8160, d_loss 0.4003, logits_real -0.0413, logits_fake -0.0402,
Train Epoch: [47/50] Iters:[870/1093] gen_loss 0.5246, rec_loss 0.0123, lpips_loss 0.1411, g_loss 0.0399, disc_weight 0.4000, disc_adaptive_weight 9.2685, d_loss 0.4003, logits_real -0.0408, logits_fake -0.0398,
Train Epoch: [47/50] Iters:[880/1093] gen_loss 0.4976, rec_loss 0.0121, lpips_loss 0.1402, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 8.7381, d_loss 0.4003, logits_real -0.0404, logits_fake -0.0394,
Train Epoch: [47/50] Iters:[890/1093] gen_loss 0.4861, rec_loss 0.0121, lpips_loss 0.1402, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 8.5566, d_loss 0.4003, logits_real -0.0400, logits_fake -0.0389,
Train Epoch: [47/50] Iters:[900/1093] gen_loss 0.5159, rec_loss 0.0120, lpips_loss 0.1402, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 9.3758, d_loss 0.4003, logits_real -0.0397, logits_fake -0.0387,
Train Epoch: [47/50] Iters:[910/1093] gen_loss 0.5382, rec_loss 0.0120, lpips_loss 0.1407, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 9.9583, d_loss 0.4003, logits_real -0.0397, logits_fake -0.0386,
Train Epoch: [47/50] Iters:[920/1093] gen_loss 0.5575, rec_loss 0.0119, lpips_loss 0.1400, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 10.4179, d_loss 0.4003, logits_real -0.0399, logits_fake -0.0387,
Train Epoch: [47/50] Iters:[930/1093] gen_loss 0.5497, rec_loss 0.0119, lpips_loss 0.1403, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 10.1708, d_loss 0.4003, logits_real -0.0402, logits_fake -0.0390,
Train Epoch: [47/50] Iters:[940/1093] gen_loss 0.5349, rec_loss 0.0118, lpips_loss 0.1404, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 9.7083, d_loss 0.4003, logits_real -0.0404, logits_fake -0.0394,
Train Epoch: [47/50] Iters:[950/1093] gen_loss 0.5070, rec_loss 0.0119, lpips_loss 0.1409, g_loss 0.0399, disc_weight 0.4000, disc_adaptive_weight 8.9045, d_loss 0.4003, logits_real -0.0407, logits_fake -0.0397,
Train Epoch: [47/50] Iters:[960/1093] gen_loss 0.5012, rec_loss 0.0119, lpips_loss 0.1408, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 8.7038, d_loss 0.4003, logits_real -0.0408, logits_fake -0.0399,
Train Epoch: [47/50] Iters:[970/1093] gen_loss 0.4916, rec_loss 0.0119, lpips_loss 0.1407, g_loss 0.0399, disc_weight 0.4000, disc_adaptive_weight 8.5067, d_loss 0.4003, logits_real -0.0408, logits_fake -0.0399,
Train Epoch: [47/50] Iters:[980/1093] gen_loss 0.4877, rec_loss 0.0120, lpips_loss 0.1404, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 8.4297, d_loss 0.4003, logits_real -0.0406, logits_fake -0.0398,
Train Epoch: [47/50] Iters:[990/1093] gen_loss 0.5034, rec_loss 0.0120, lpips_loss 0.1403, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 8.8856, d_loss 0.4003, logits_real -0.0404, logits_fake -0.0395,
Train Epoch: [47/50] Iters:[1000/1093] gen_loss 0.4877, rec_loss 0.0119, lpips_loss 0.1396, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 8.5671, d_loss 0.4003, logits_real -0.0402, logits_fake -0.0393,
Train Epoch: [47/50] Iters:[1010/1093] gen_loss 0.4743, rec_loss 0.0119, lpips_loss 0.1392, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 8.3397, d_loss 0.4003, logits_real -0.0398, logits_fake -0.0388,
Train Epoch: [47/50] Iters:[1020/1093] gen_loss 0.4776, rec_loss 0.0120, lpips_loss 0.1397, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 8.4447, d_loss 0.4003, logits_real -0.0397, logits_fake -0.0387,
Train Epoch: [47/50] Iters:[1030/1093] gen_loss 0.5061, rec_loss 0.0120, lpips_loss 0.1400, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 9.1446, d_loss 0.4003, logits_real -0.0398, logits_fake -0.0387,
Train Epoch: [47/50] Iters:[1040/1093] gen_loss 0.5111, rec_loss 0.0121, lpips_loss 0.1398, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 9.2108, d_loss 0.4003, logits_real -0.0400, logits_fake -0.0390,
Train Epoch: [47/50] Iters:[1050/1093] gen_loss 0.5247, rec_loss 0.0121, lpips_loss 0.1401, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 9.4912, d_loss 0.4003, logits_real -0.0403, logits_fake -0.0392,
Train Epoch: [47/50] Iters:[1060/1093] gen_loss 0.5400, rec_loss 0.0121, lpips_loss 0.1402, g_loss 0.0401, disc_weight 0.4000, disc_adaptive_weight 9.6950, d_loss 0.4003, logits_real -0.0410, logits_fake -0.0399,
Train Epoch: [47/50] Iters:[1070/1093] gen_loss 0.5230, rec_loss 0.0120, lpips_loss 0.1397, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 9.1387, d_loss 0.4003, logits_real -0.0416, logits_fake -0.0405,
Train Epoch: [47/50] Iters:[1080/1093] gen_loss 0.5127, rec_loss 0.0120, lpips_loss 0.1394, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 8.7452, d_loss 0.4003, logits_real -0.0422, logits_fake -0.0411,
Train Epoch: [47/50] Iters:[1090/1093] gen_loss 0.5013, rec_loss 0.0120, lpips_loss 0.1391, g_loss 0.0416, disc_weight 0.4000, disc_adaptive_weight 8.4176, d_loss 0.4003, logits_real -0.0425, logits_fake -0.0414,
epoch:48, cur_lr:0.000010
Train Epoch: [48/50] Iters:[10/1093] gen_loss 0.5679, rec_loss 0.0122, lpips_loss 0.1368, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 10.1170, d_loss 0.4003, logits_real -0.0426, logits_fake -0.0415,
Train Epoch: [48/50] Iters:[20/1093] gen_loss 0.5335, rec_loss 0.0120, lpips_loss 0.1379, g_loss 0.0413, disc_weight 0.4000, disc_adaptive_weight 9.2944, d_loss 0.4003, logits_real -0.0425, logits_fake -0.0413,
Train Epoch: [48/50] Iters:[30/1093] gen_loss 0.5515, rec_loss 0.0121, lpips_loss 0.1386, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 9.7808, d_loss 0.4003, logits_real -0.0422, logits_fake -0.0411,
Train Epoch: [48/50] Iters:[40/1093] gen_loss 0.5535, rec_loss 0.0122, lpips_loss 0.1389, g_loss 0.0411, disc_weight 0.4000, disc_adaptive_weight 9.7918, d_loss 0.4003, logits_real -0.0422, logits_fake -0.0412,
Train Epoch: [48/50] Iters:[50/1093] gen_loss 0.5575, rec_loss 0.0122, lpips_loss 0.1392, g_loss 0.0414, disc_weight 0.4000, disc_adaptive_weight 9.8048, d_loss 0.4003, logits_real -0.0424, logits_fake -0.0414,
Train Epoch: [48/50] Iters:[60/1093] gen_loss 0.5636, rec_loss 0.0121, lpips_loss 0.1397, g_loss 0.0417, disc_weight 0.4000, disc_adaptive_weight 9.8622, d_loss 0.4003, logits_real -0.0427, logits_fake -0.0417,
Train Epoch: [48/50] Iters:[70/1093] gen_loss 0.5557, rec_loss 0.0120, lpips_loss 0.1397, g_loss 0.0420, disc_weight 0.4000, disc_adaptive_weight 9.6165, d_loss 0.4003, logits_real -0.0430, logits_fake -0.0421,
Train Epoch: [48/50] Iters:[80/1093] gen_loss 0.5526, rec_loss 0.0121, lpips_loss 0.1396, g_loss 0.0424, disc_weight 0.4000, disc_adaptive_weight 9.4551, d_loss 0.4003, logits_real -0.0433, logits_fake -0.0424,
Train Epoch: [48/50] Iters:[90/1093] gen_loss 0.5530, rec_loss 0.0120, lpips_loss 0.1396, g_loss 0.0423, disc_weight 0.4000, disc_adaptive_weight 9.4829, d_loss 0.4003, logits_real -0.0433, logits_fake -0.0423,
