dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 32768
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_32768_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_15
saver_name_pre: wasserstein_vq_refinement_False_15_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss -2.2669, rec_loss 0.0240, lpips_loss 0.1984, g_loss -0.2615, disc_weight 0.4000, disc_adaptive_weight 10.1100, d_loss 2.3252, logits_real 0.3270, logits_fake 0.2557,
Train Epoch: [5/15] Iters:[1830/20018] gen_loss 0.0398, rec_loss 0.0274, lpips_loss 0.1773, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 4.8173, d_loss 0.4002, logits_real 0.0342, logits_fake 0.0343,
Train Epoch: [5/15] Iters:[1840/20018] gen_loss 0.0437, rec_loss 0.0269, lpips_loss 0.1770, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 4.7007, d_loss 0.4001, logits_real 0.0341, logits_fake 0.0340,
Train Epoch: [5/15] Iters:[1850/20018] gen_loss 0.0371, rec_loss 0.0264, lpips_loss 0.1768, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 4.9658, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0335,
Train Epoch: [5/15] Iters:[1860/20018] gen_loss 0.0335, rec_loss 0.0264, lpips_loss 0.1769, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.1082, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[1870/20018] gen_loss 0.0316, rec_loss 0.0261, lpips_loss 0.1761, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.1635, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[1880/20018] gen_loss 0.0270, rec_loss 0.0263, lpips_loss 0.1766, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.3316, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0331,
Train Epoch: [5/15] Iters:[1890/20018] gen_loss 0.0297, rec_loss 0.0266, lpips_loss 0.1761, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.2222, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[1900/20018] gen_loss 0.0283, rec_loss 0.0271, lpips_loss 0.1762, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.2257, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[1910/20018] gen_loss 0.0330, rec_loss 0.0278, lpips_loss 0.1773, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 5.1203, d_loss 0.4002, logits_real 0.0338, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[1920/20018] gen_loss 0.0288, rec_loss 0.0278, lpips_loss 0.1769, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 5.2013, d_loss 0.4002, logits_real 0.0340, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[1930/20018] gen_loss 0.0206, rec_loss 0.0283, lpips_loss 0.1774, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.4158, d_loss 0.4002, logits_real 0.0343, logits_fake 0.0343,
Train Epoch: [5/15] Iters:[1940/20018] gen_loss 0.0145, rec_loss 0.0286, lpips_loss 0.1783, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.6184, d_loss 0.4002, logits_real 0.0343, logits_fake 0.0344,
Train Epoch: [5/15] Iters:[1950/20018] gen_loss 0.0184, rec_loss 0.0283, lpips_loss 0.1786, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 5.5288, d_loss 0.4002, logits_real 0.0342, logits_fake 0.0343,
Train Epoch: [5/15] Iters:[1960/20018] gen_loss 0.0179, rec_loss 0.0276, lpips_loss 0.1775, g_loss -0.0337, disc_weight 0.4000, disc_adaptive_weight 5.5522, d_loss 0.4002, logits_real 0.0337, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[1970/20018] gen_loss 0.0180, rec_loss 0.0281, lpips_loss 0.1788, g_loss -0.0332, disc_weight 0.4000, disc_adaptive_weight 5.6734, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[1980/20018] gen_loss 0.0289, rec_loss 0.0277, lpips_loss 0.1781, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 5.4168, d_loss 0.4002, logits_real 0.0327, logits_fake 0.0327,
Train Epoch: [5/15] Iters:[1990/20018] gen_loss 0.0294, rec_loss 0.0269, lpips_loss 0.1771, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 5.4264, d_loss 0.4002, logits_real 0.0321, logits_fake 0.0322,
Train Epoch: [5/15] Iters:[2000/20018] gen_loss 0.0365, rec_loss 0.0273, lpips_loss 0.1774, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 5.2661, d_loss 0.4002, logits_real 0.0317, logits_fake 0.0319,
Train Epoch: [5/15] Iters:[2010/20018] gen_loss 0.0377, rec_loss 0.0270, lpips_loss 0.1770, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 5.2432, d_loss 0.4002, logits_real 0.0315, logits_fake 0.0316,
Train Epoch: [5/15] Iters:[2020/20018] gen_loss 0.0397, rec_loss 0.0267, lpips_loss 0.1758, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 5.1093, d_loss 0.4001, logits_real 0.0319, logits_fake 0.0318,
Train Epoch: [5/15] Iters:[2030/20018] gen_loss 0.0476, rec_loss 0.0270, lpips_loss 0.1756, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 4.8527, d_loss 0.4001, logits_real 0.0320, logits_fake 0.0319,
Train Epoch: [5/15] Iters:[2040/20018] gen_loss 0.0457, rec_loss 0.0273, lpips_loss 0.1761, g_loss -0.0318, disc_weight 0.4000, disc_adaptive_weight 4.9636, d_loss 0.4001, logits_real 0.0319, logits_fake 0.0317,
Train Epoch: [5/15] Iters:[2050/20018] gen_loss 0.0410, rec_loss 0.0270, lpips_loss 0.1757, g_loss -0.0317, disc_weight 0.4000, disc_adaptive_weight 5.1020, d_loss 0.4001, logits_real 0.0320, logits_fake 0.0317,
Train Epoch: [5/15] Iters:[2060/20018] gen_loss 0.0407, rec_loss 0.0273, lpips_loss 0.1758, g_loss -0.0318, disc_weight 0.4000, disc_adaptive_weight 5.1046, d_loss 0.4001, logits_real 0.0320, logits_fake 0.0318,
Train Epoch: [5/15] Iters:[2070/20018] gen_loss 0.0467, rec_loss 0.0271, lpips_loss 0.1760, g_loss -0.0315, disc_weight 0.4000, disc_adaptive_weight 4.9720, d_loss 0.4001, logits_real 0.0316, logits_fake 0.0315,
Train Epoch: [5/15] Iters:[2080/20018] gen_loss 0.0447, rec_loss 0.0269, lpips_loss 0.1759, g_loss -0.0312, disc_weight 0.4000, disc_adaptive_weight 5.0684, d_loss 0.4001, logits_real 0.0312, logits_fake 0.0311,
Train Epoch: [5/15] Iters:[2090/20018] gen_loss 0.0567, rec_loss 0.0269, lpips_loss 0.1765, g_loss -0.0309, disc_weight 0.4000, disc_adaptive_weight 4.7386, d_loss 0.4001, logits_real 0.0310, logits_fake 0.0309,
Train Epoch: [5/15] Iters:[2100/20018] gen_loss 0.0643, rec_loss 0.0267, lpips_loss 0.1766, g_loss -0.0306, disc_weight 0.4000, disc_adaptive_weight 4.5425, d_loss 0.4001, logits_real 0.0308, logits_fake 0.0305,
Train Epoch: [5/15] Iters:[2110/20018] gen_loss 0.0668, rec_loss 0.0264, lpips_loss 0.1758, g_loss -0.0302, disc_weight 0.4000, disc_adaptive_weight 4.4878, d_loss 0.4001, logits_real 0.0305, logits_fake 0.0303,
Train Epoch: [5/15] Iters:[2120/20018] gen_loss 0.0634, rec_loss 0.0264, lpips_loss 0.1763, g_loss -0.0303, disc_weight 0.4000, disc_adaptive_weight 4.6010, d_loss 0.4001, logits_real 0.0304, logits_fake 0.0302,
Train Epoch: [5/15] Iters:[2130/20018] gen_loss 0.0616, rec_loss 0.0269, lpips_loss 0.1775, g_loss -0.0307, disc_weight 0.4000, disc_adaptive_weight 4.6557, d_loss 0.4001, logits_real 0.0308, logits_fake 0.0307,
Train Epoch: [5/15] Iters:[2140/20018] gen_loss 0.0545, rec_loss 0.0268, lpips_loss 0.1768, g_loss -0.0309, disc_weight 0.4000, disc_adaptive_weight 4.8225, d_loss 0.4001, logits_real 0.0310, logits_fake 0.0310,
Train Epoch: [5/15] Iters:[2150/20018] gen_loss 0.0511, rec_loss 0.0270, lpips_loss 0.1762, g_loss -0.0315, disc_weight 0.4000, disc_adaptive_weight 4.8341, d_loss 0.4002, logits_real 0.0315, logits_fake 0.0315,
Train Epoch: [5/15] Iters:[2160/20018] gen_loss 0.0461, rec_loss 0.0272, lpips_loss 0.1770, g_loss -0.0321, disc_weight 0.4000, disc_adaptive_weight 4.9356, d_loss 0.4001, logits_real 0.0321, logits_fake 0.0319,
Train Epoch: [5/15] Iters:[2170/20018] gen_loss 0.0408, rec_loss 0.0274, lpips_loss 0.1768, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 5.0319, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[2180/20018] gen_loss 0.0247, rec_loss 0.0273, lpips_loss 0.1758, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 5.4189, d_loss 0.4002, logits_real 0.0328, logits_fake 0.0329,
Train Epoch: [5/15] Iters:[2190/20018] gen_loss 0.0180, rec_loss 0.0277, lpips_loss 0.1764, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.5458, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[2200/20018] gen_loss 0.0135, rec_loss 0.0281, lpips_loss 0.1770, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 5.6801, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0336,
Train Epoch: [5/15] Iters:[2210/20018] gen_loss 0.0138, rec_loss 0.0281, lpips_loss 0.1772, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 5.6464, d_loss 0.4003, logits_real 0.0334, logits_fake 0.0340,
Train Epoch: [5/15] Iters:[2220/20018] gen_loss 0.0199, rec_loss 0.0282, lpips_loss 0.1776, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.5215, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0336,
Train Epoch: [5/15] Iters:[2230/20018] gen_loss 0.0334, rec_loss 0.0282, lpips_loss 0.1787, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.1895, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[2240/20018] gen_loss 0.0375, rec_loss 0.0276, lpips_loss 0.1771, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.0514, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0332,
Train Epoch: [5/15] Iters:[2250/20018] gen_loss 0.0376, rec_loss 0.0271, lpips_loss 0.1764, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.0302, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[2260/20018] gen_loss 0.0373, rec_loss 0.0276, lpips_loss 0.1775, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.0650, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0331,
Train Epoch: [5/15] Iters:[2270/20018] gen_loss 0.0324, rec_loss 0.0275, lpips_loss 0.1773, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.1373, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0336,
Train Epoch: [5/15] Iters:[2280/20018] gen_loss 0.0343, rec_loss 0.0275, lpips_loss 0.1769, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 5.0226, d_loss 0.4001, logits_real 0.0339, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[2290/20018] gen_loss 0.0323, rec_loss 0.0273, lpips_loss 0.1772, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 5.0518, d_loss 0.4001, logits_real 0.0342, logits_fake 0.0342,
Train Epoch: [5/15] Iters:[2300/20018] gen_loss 0.0260, rec_loss 0.0276, lpips_loss 0.1773, g_loss -0.0343, disc_weight 0.4000, disc_adaptive_weight 5.2163, d_loss 0.4001, logits_real 0.0344, logits_fake 0.0343,
Train Epoch: [5/15] Iters:[2310/20018] gen_loss 0.0268, rec_loss 0.0271, lpips_loss 0.1761, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.1536, d_loss 0.4001, logits_real 0.0344, logits_fake 0.0341,
Train Epoch: [5/15] Iters:[2320/20018] gen_loss 0.0317, rec_loss 0.0270, lpips_loss 0.1757, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 5.0236, d_loss 0.4001, logits_real 0.0343, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[2330/20018] gen_loss 0.0315, rec_loss 0.0272, lpips_loss 0.1769, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.1485, d_loss 0.4001, logits_real 0.0339, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[2340/20018] gen_loss 0.0378, rec_loss 0.0276, lpips_loss 0.1781, g_loss -0.0328, disc_weight 0.4000, disc_adaptive_weight 5.1022, d_loss 0.4001, logits_real 0.0332, logits_fake 0.0327,
Train Epoch: [5/15] Iters:[2350/20018] gen_loss 0.0469, rec_loss 0.0281, lpips_loss 0.1801, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 4.9852, d_loss 0.4001, logits_real 0.0326, logits_fake 0.0325,
Train Epoch: [5/15] Iters:[2360/20018] gen_loss 0.0501, rec_loss 0.0282, lpips_loss 0.1808, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 4.9637, d_loss 0.4001, logits_real 0.0322, logits_fake 0.0321,
Train Epoch: [5/15] Iters:[2370/20018] gen_loss 0.0461, rec_loss 0.0281, lpips_loss 0.1806, g_loss -0.0319, disc_weight 0.4000, disc_adaptive_weight 5.0958, d_loss 0.4001, logits_real 0.0320, logits_fake 0.0319,
Train Epoch: [5/15] Iters:[2380/20018] gen_loss 0.0414, rec_loss 0.0275, lpips_loss 0.1790, g_loss -0.0322, disc_weight 0.4000, disc_adaptive_weight 5.1299, d_loss 0.4002, logits_real 0.0320, logits_fake 0.0322,
Train Epoch: [5/15] Iters:[2390/20018] gen_loss 0.0329, rec_loss 0.0274, lpips_loss 0.1788, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 5.2859, d_loss 0.4002, logits_real 0.0323, logits_fake 0.0327,
Train Epoch: [5/15] Iters:[2400/20018] gen_loss 0.0327, rec_loss 0.0268, lpips_loss 0.1771, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.1710, d_loss 0.4003, logits_real 0.0326, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[2410/20018] gen_loss 0.0264, rec_loss 0.0268, lpips_loss 0.1775, g_loss -0.0338, disc_weight 0.4000, disc_adaptive_weight 5.2554, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[2420/20018] gen_loss 0.0195, rec_loss 0.0275, lpips_loss 0.1781, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 5.4664, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0340,
Train Epoch: [5/15] Iters:[2430/20018] gen_loss 0.0120, rec_loss 0.0278, lpips_loss 0.1781, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 5.7185, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[2440/20018] gen_loss 0.0120, rec_loss 0.0281, lpips_loss 0.1777, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.7075, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0340,
Train Epoch: [5/15] Iters:[2450/20018] gen_loss -0.0088, rec_loss 0.0274, lpips_loss 0.1761, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 6.2517, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[2460/20018] gen_loss -0.0144, rec_loss 0.0274, lpips_loss 0.1749, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 6.3857, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[2470/20018] gen_loss -0.0067, rec_loss 0.0267, lpips_loss 0.1749, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 6.1165, d_loss 0.4002, logits_real 0.0335, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[2480/20018] gen_loss -0.0005, rec_loss 0.0264, lpips_loss 0.1746, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 5.8907, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[2490/20018] gen_loss 0.0028, rec_loss 0.0257, lpips_loss 0.1740, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 5.7610, d_loss 0.4002, logits_real 0.0338, logits_fake 0.0339,
Train Epoch: [5/15] Iters:[2500/20018] gen_loss 0.0198, rec_loss 0.0264, lpips_loss 0.1764, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.3298, d_loss 0.4002, logits_real 0.0341, logits_fake 0.0342,
Train Epoch: [5/15] Iters:[2510/20018] gen_loss 0.0269, rec_loss 0.0268, lpips_loss 0.1766, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.1431, d_loss 0.4002, logits_real 0.0343, logits_fake 0.0344,
Train Epoch: [5/15] Iters:[2520/20018] gen_loss 0.0255, rec_loss 0.0269, lpips_loss 0.1762, g_loss -0.0342, disc_weight 0.4000, disc_adaptive_weight 5.1775, d_loss 0.4002, logits_real 0.0344, logits_fake 0.0344,
Train Epoch: [5/15] Iters:[2530/20018] gen_loss 0.0331, rec_loss 0.0272, lpips_loss 0.1761, g_loss -0.0341, disc_weight 0.4000, disc_adaptive_weight 4.9742, d_loss 0.4002, logits_real 0.0343, logits_fake 0.0343,
Train Epoch: [5/15] Iters:[2540/20018] gen_loss 0.0380, rec_loss 0.0275, lpips_loss 0.1772, g_loss -0.0339, disc_weight 0.4000, disc_adaptive_weight 4.9047, d_loss 0.4001, logits_real 0.0340, logits_fake 0.0340,
Train Epoch: [5/15] Iters:[2550/20018] gen_loss 0.0412, rec_loss 0.0278, lpips_loss 0.1773, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 4.8804, d_loss 0.4001, logits_real 0.0338, logits_fake 0.0337,
Train Epoch: [5/15] Iters:[2560/20018] gen_loss 0.0396, rec_loss 0.0271, lpips_loss 0.1770, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 4.9716, d_loss 0.4001, logits_real 0.0333, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[2570/20018] gen_loss 0.0465, rec_loss 0.0271, lpips_loss 0.1773, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 4.8354, d_loss 0.4001, logits_real 0.0329, logits_fake 0.0325,
Train Epoch: [5/15] Iters:[2580/20018] gen_loss 0.0429, rec_loss 0.0267, lpips_loss 0.1771, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 4.9793, d_loss 0.4001, logits_real 0.0327, logits_fake 0.0321,
Train Epoch: [5/15] Iters:[2590/20018] gen_loss 0.0413, rec_loss 0.0267, lpips_loss 0.1771, g_loss -0.0324, disc_weight 0.4000, disc_adaptive_weight 5.0025, d_loss 0.4001, logits_real 0.0328, logits_fake 0.0323,
Train Epoch: [5/15] Iters:[2600/20018] gen_loss 0.0400, rec_loss 0.0263, lpips_loss 0.1753, g_loss -0.0325, disc_weight 0.4000, disc_adaptive_weight 4.9675, d_loss 0.4000, logits_real 0.0327, logits_fake 0.0321,
Train Epoch: [5/15] Iters:[2610/20018] gen_loss 0.0414, rec_loss 0.0269, lpips_loss 0.1764, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 4.9570, d_loss 0.4001, logits_real 0.0328, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[2620/20018] gen_loss 0.0275, rec_loss 0.0274, lpips_loss 0.1778, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.3701, d_loss 0.4001, logits_real 0.0331, logits_fake 0.0327,
Train Epoch: [5/15] Iters:[2630/20018] gen_loss 0.0294, rec_loss 0.0279, lpips_loss 0.1791, g_loss -0.0331, disc_weight 0.4000, disc_adaptive_weight 5.3464, d_loss 0.4002, logits_real 0.0330, logits_fake 0.0330,
Train Epoch: [5/15] Iters:[2640/20018] gen_loss 0.0240, rec_loss 0.0281, lpips_loss 0.1786, g_loss -0.0329, disc_weight 0.4000, disc_adaptive_weight 5.5291, d_loss 0.4002, logits_real 0.0329, logits_fake 0.0329,
Train Epoch: [5/15] Iters:[2650/20018] gen_loss 0.0254, rec_loss 0.0281, lpips_loss 0.1794, g_loss -0.0326, disc_weight 0.4000, disc_adaptive_weight 5.5627, d_loss 0.4002, logits_real 0.0327, logits_fake 0.0327,
Train Epoch: [5/15] Iters:[2660/20018] gen_loss 0.0231, rec_loss 0.0277, lpips_loss 0.1781, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 5.6425, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[2670/20018] gen_loss 0.0298, rec_loss 0.0274, lpips_loss 0.1767, g_loss -0.0318, disc_weight 0.4000, disc_adaptive_weight 5.4607, d_loss 0.4002, logits_real 0.0319, logits_fake 0.0321,
Train Epoch: [5/15] Iters:[2680/20018] gen_loss 0.0267, rec_loss 0.0274, lpips_loss 0.1764, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 5.5157, d_loss 0.4002, logits_real 0.0320, logits_fake 0.0320,
Train Epoch: [5/15] Iters:[2690/20018] gen_loss 0.0340, rec_loss 0.0274, lpips_loss 0.1772, g_loss -0.0320, disc_weight 0.4000, disc_adaptive_weight 5.3230, d_loss 0.4001, logits_real 0.0319, logits_fake 0.0318,
Train Epoch: [5/15] Iters:[2700/20018] gen_loss 0.0335, rec_loss 0.0279, lpips_loss 0.1776, g_loss -0.0323, disc_weight 0.4000, disc_adaptive_weight 5.3254, d_loss 0.4001, logits_real 0.0321, logits_fake 0.0320,
Train Epoch: [5/15] Iters:[2710/20018] gen_loss 0.0403, rec_loss 0.0281, lpips_loss 0.1780, g_loss -0.0327, disc_weight 0.4000, disc_adaptive_weight 5.0725, d_loss 0.4002, logits_real 0.0324, logits_fake 0.0324,
Train Epoch: [5/15] Iters:[2720/20018] gen_loss 0.0365, rec_loss 0.0278, lpips_loss 0.1778, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 5.1235, d_loss 0.4001, logits_real 0.0327, logits_fake 0.0325,
Train Epoch: [5/15] Iters:[2730/20018] gen_loss 0.0402, rec_loss 0.0274, lpips_loss 0.1767, g_loss -0.0330, disc_weight 0.4000, disc_adaptive_weight 4.9649, d_loss 0.4001, logits_real 0.0329, logits_fake 0.0328,
Train Epoch: [5/15] Iters:[2740/20018] gen_loss 0.0374, rec_loss 0.0276, lpips_loss 0.1762, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 4.9832, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0331,
Train Epoch: [5/15] Iters:[2750/20018] gen_loss 0.0229, rec_loss 0.0275, lpips_loss 0.1754, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.3493, d_loss 0.4002, logits_real 0.0333, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[2760/20018] gen_loss 0.0150, rec_loss 0.0278, lpips_loss 0.1760, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.6224, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0334,
Train Epoch: [5/15] Iters:[2770/20018] gen_loss 0.0094, rec_loss 0.0276, lpips_loss 0.1754, g_loss -0.0335, disc_weight 0.4000, disc_adaptive_weight 5.7857, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[2780/20018] gen_loss 0.0060, rec_loss 0.0277, lpips_loss 0.1759, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.9313, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[2790/20018] gen_loss 0.0108, rec_loss 0.0279, lpips_loss 0.1768, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.8282, d_loss 0.4002, logits_real 0.0331, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[2800/20018] gen_loss 0.0276, rec_loss 0.0278, lpips_loss 0.1775, g_loss -0.0334, disc_weight 0.4000, disc_adaptive_weight 5.3349, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0333,
Train Epoch: [5/15] Iters:[2810/20018] gen_loss 0.0354, rec_loss 0.0281, lpips_loss 0.1784, g_loss -0.0333, disc_weight 0.4000, disc_adaptive_weight 5.1467, d_loss 0.4002, logits_real 0.0332, logits_fake 0.0335,
Train Epoch: [5/15] Iters:[2820/20018] gen_loss 0.0393, rec_loss 0.0288, lpips_loss 0.1797, g_loss -0.0336, disc_weight 0.4000, disc_adaptive_weight 5.0301, d_loss 0.4002, logits_real 0.0334, logits_fake 0.0338,
Train Epoch: [5/15] Iters:[2830/20018] gen_loss 0.0293, rec_loss 0.0285, lpips_loss 0.1794, g_loss -0.0340, disc_weight 0.4000, disc_adaptive_weight 5.2516, d_loss 0.4002, logits_real 0.0336, logits_fake 0.0339,
