dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_10
saver_name_pre: wasserstein_vq_refinement_False_10_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 6.6235, rec_loss 0.0277, lpips_loss 0.2392, g_loss 0.3848, disc_weight 0.4000, disc_adaptive_weight 15.2948, d_loss 2.5674, logits_real -0.2907, logits_fake -0.3909,
Train Epoch: [6/10] Iters:[6440/20018] gen_loss 0.4169, rec_loss 0.0285, lpips_loss 0.1827, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.5020, d_loss 0.4001, logits_real -0.0375, logits_fake -0.0378,
Train Epoch: [6/10] Iters:[6450/20018] gen_loss 0.4101, rec_loss 0.0286, lpips_loss 0.1829, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.2950, d_loss 0.4000, logits_real -0.0375, logits_fake -0.0380,
Train Epoch: [6/10] Iters:[6460/20018] gen_loss 0.4005, rec_loss 0.0282, lpips_loss 0.1820, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.0301, d_loss 0.4000, logits_real -0.0376, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[6470/20018] gen_loss 0.4057, rec_loss 0.0289, lpips_loss 0.1836, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.0977, d_loss 0.4000, logits_real -0.0376, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[6480/20018] gen_loss 0.4164, rec_loss 0.0290, lpips_loss 0.1844, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.3662, d_loss 0.4001, logits_real -0.0376, logits_fake -0.0380,
Train Epoch: [6/10] Iters:[6490/20018] gen_loss 0.4375, rec_loss 0.0291, lpips_loss 0.1837, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.9495, d_loss 0.4001, logits_real -0.0373, logits_fake -0.0377,
Train Epoch: [6/10] Iters:[6500/20018] gen_loss 0.4429, rec_loss 0.0289, lpips_loss 0.1831, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 6.0962, d_loss 0.4001, logits_real -0.0375, logits_fake -0.0377,
Train Epoch: [6/10] Iters:[6510/20018] gen_loss 0.4483, rec_loss 0.0290, lpips_loss 0.1830, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 6.2294, d_loss 0.4001, logits_real -0.0376, logits_fake -0.0377,
Train Epoch: [6/10] Iters:[6520/20018] gen_loss 0.4571, rec_loss 0.0286, lpips_loss 0.1811, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 6.4611, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[6530/20018] gen_loss 0.4506, rec_loss 0.0284, lpips_loss 0.1805, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 6.2813, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[6540/20018] gen_loss 0.4355, rec_loss 0.0282, lpips_loss 0.1810, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.8594, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6550/20018] gen_loss 0.4334, rec_loss 0.0284, lpips_loss 0.1817, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.7693, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[6560/20018] gen_loss 0.4287, rec_loss 0.0287, lpips_loss 0.1824, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.6239, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[6570/20018] gen_loss 0.4151, rec_loss 0.0284, lpips_loss 0.1831, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.2867, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6580/20018] gen_loss 0.4114, rec_loss 0.0282, lpips_loss 0.1826, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.2304, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6590/20018] gen_loss 0.4105, rec_loss 0.0282, lpips_loss 0.1820, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.2022, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6600/20018] gen_loss 0.4214, rec_loss 0.0286, lpips_loss 0.1828, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.4416, d_loss 0.4002, logits_real -0.0386, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6610/20018] gen_loss 0.4323, rec_loss 0.0288, lpips_loss 0.1833, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.6802, d_loss 0.4002, logits_real -0.0389, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[6620/20018] gen_loss 0.4314, rec_loss 0.0290, lpips_loss 0.1831, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.6694, d_loss 0.4002, logits_real -0.0387, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6630/20018] gen_loss 0.4422, rec_loss 0.0296, lpips_loss 0.1841, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 5.9106, d_loss 0.4002, logits_real -0.0385, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6640/20018] gen_loss 0.4476, rec_loss 0.0295, lpips_loss 0.1842, g_loss 0.0387, disc_weight 0.4000, disc_adaptive_weight 6.0552, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6650/20018] gen_loss 0.4311, rec_loss 0.0288, lpips_loss 0.1835, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.6680, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[6660/20018] gen_loss 0.4206, rec_loss 0.0289, lpips_loss 0.1831, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.4458, d_loss 0.4001, logits_real -0.0380, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[6670/20018] gen_loss 0.4209, rec_loss 0.0288, lpips_loss 0.1831, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.4520, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[6680/20018] gen_loss 0.4174, rec_loss 0.0286, lpips_loss 0.1819, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.3547, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0386,
Train Epoch: [6/10] Iters:[6690/20018] gen_loss 0.4120, rec_loss 0.0282, lpips_loss 0.1818, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.1740, d_loss 0.4001, logits_real -0.0385, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[6700/20018] gen_loss 0.4145, rec_loss 0.0288, lpips_loss 0.1826, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.1886, d_loss 0.4000, logits_real -0.0385, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[6710/20018] gen_loss 0.4202, rec_loss 0.0289, lpips_loss 0.1822, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.2934, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0392,
Train Epoch: [6/10] Iters:[6720/20018] gen_loss 0.4226, rec_loss 0.0290, lpips_loss 0.1830, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 5.3117, d_loss 0.4001, logits_real -0.0391, logits_fake -0.0395,
Train Epoch: [6/10] Iters:[6730/20018] gen_loss 0.4158, rec_loss 0.0294, lpips_loss 0.1840, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.1410, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0392,
Train Epoch: [6/10] Iters:[6740/20018] gen_loss 0.4156, rec_loss 0.0300, lpips_loss 0.1842, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.1586, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[6750/20018] gen_loss 0.4187, rec_loss 0.0300, lpips_loss 0.1830, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.2917, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[6760/20018] gen_loss 0.4093, rec_loss 0.0285, lpips_loss 0.1817, g_loss 0.0389, disc_weight 0.4000, disc_adaptive_weight 5.1205, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0390,
Train Epoch: [6/10] Iters:[6770/20018] gen_loss 0.4141, rec_loss 0.0286, lpips_loss 0.1809, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.2495, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[6780/20018] gen_loss 0.4202, rec_loss 0.0279, lpips_loss 0.1797, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.4227, d_loss 0.4001, logits_real -0.0393, logits_fake -0.0392,
Train Epoch: [6/10] Iters:[6790/20018] gen_loss 0.4185, rec_loss 0.0278, lpips_loss 0.1800, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.3553, d_loss 0.4001, logits_real -0.0393, logits_fake -0.0392,
Train Epoch: [6/10] Iters:[6800/20018] gen_loss 0.4164, rec_loss 0.0270, lpips_loss 0.1799, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 5.2720, d_loss 0.4001, logits_real -0.0396, logits_fake -0.0396,
Train Epoch: [6/10] Iters:[6810/20018] gen_loss 0.4368, rec_loss 0.0281, lpips_loss 0.1804, g_loss 0.0396, disc_weight 0.4000, disc_adaptive_weight 5.7711, d_loss 0.4001, logits_real -0.0393, logits_fake -0.0392,
Train Epoch: [6/10] Iters:[6820/20018] gen_loss 0.4367, rec_loss 0.0279, lpips_loss 0.1802, g_loss 0.0393, disc_weight 0.4000, disc_adaptive_weight 5.8265, d_loss 0.4001, logits_real -0.0392, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[6830/20018] gen_loss 0.4388, rec_loss 0.0286, lpips_loss 0.1809, g_loss 0.0390, disc_weight 0.4000, disc_adaptive_weight 5.8904, d_loss 0.4002, logits_real -0.0390, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[6840/20018] gen_loss 0.4315, rec_loss 0.0287, lpips_loss 0.1816, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.7166, d_loss 0.4002, logits_real -0.0386, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[6850/20018] gen_loss 0.4254, rec_loss 0.0288, lpips_loss 0.1815, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 5.6217, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[6860/20018] gen_loss 0.4124, rec_loss 0.0283, lpips_loss 0.1815, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.3206, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[6870/20018] gen_loss 0.4007, rec_loss 0.0279, lpips_loss 0.1810, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.0270, d_loss 0.4001, logits_real -0.0379, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[6880/20018] gen_loss 0.3968, rec_loss 0.0274, lpips_loss 0.1812, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 4.9049, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[6890/20018] gen_loss 0.4052, rec_loss 0.0271, lpips_loss 0.1796, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.1592, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[6900/20018] gen_loss 0.4121, rec_loss 0.0274, lpips_loss 0.1802, g_loss 0.0386, disc_weight 0.4000, disc_adaptive_weight 5.3008, d_loss 0.4002, logits_real -0.0387, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[6910/20018] gen_loss 0.4184, rec_loss 0.0280, lpips_loss 0.1809, g_loss 0.0383, disc_weight 0.4000, disc_adaptive_weight 5.4634, d_loss 0.4002, logits_real -0.0385, logits_fake -0.0383,
Train Epoch: [6/10] Iters:[6920/20018] gen_loss 0.4273, rec_loss 0.0287, lpips_loss 0.1825, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 5.6664, d_loss 0.4002, logits_real -0.0384, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[6930/20018] gen_loss 0.4309, rec_loss 0.0292, lpips_loss 0.1828, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.7702, d_loss 0.4002, logits_real -0.0381, logits_fake -0.0379,
Train Epoch: [6/10] Iters:[6940/20018] gen_loss 0.4282, rec_loss 0.0296, lpips_loss 0.1837, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.6906, d_loss 0.4002, logits_real -0.0380, logits_fake -0.0378,
Train Epoch: [6/10] Iters:[6950/20018] gen_loss 0.4294, rec_loss 0.0296, lpips_loss 0.1843, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.7320, d_loss 0.4001, logits_real -0.0377, logits_fake -0.0378,
Train Epoch: [6/10] Iters:[6960/20018] gen_loss 0.4255, rec_loss 0.0294, lpips_loss 0.1836, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.6705, d_loss 0.4001, logits_real -0.0374, logits_fake -0.0376,
Train Epoch: [6/10] Iters:[6970/20018] gen_loss 0.4212, rec_loss 0.0291, lpips_loss 0.1835, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.5635, d_loss 0.4000, logits_real -0.0371, logits_fake -0.0377,
Train Epoch: [6/10] Iters:[6980/20018] gen_loss 0.4242, rec_loss 0.0289, lpips_loss 0.1849, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.6195, d_loss 0.4000, logits_real -0.0370, logits_fake -0.0376,
Train Epoch: [6/10] Iters:[6990/20018] gen_loss 0.4190, rec_loss 0.0287, lpips_loss 0.1850, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.4921, d_loss 0.4000, logits_real -0.0369, logits_fake -0.0375,
Train Epoch: [6/10] Iters:[7000/20018] gen_loss 0.4181, rec_loss 0.0286, lpips_loss 0.1847, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.4951, d_loss 0.4001, logits_real -0.0368, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7010/20018] gen_loss 0.4050, rec_loss 0.0287, lpips_loss 0.1856, g_loss 0.0373, disc_weight 0.4000, disc_adaptive_weight 5.1140, d_loss 0.4000, logits_real -0.0370, logits_fake -0.0374,
Train Epoch: [6/10] Iters:[7020/20018] gen_loss 0.4030, rec_loss 0.0286, lpips_loss 0.1843, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.1186, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7030/20018] gen_loss 0.3927, rec_loss 0.0283, lpips_loss 0.1831, g_loss 0.0369, disc_weight 0.4000, disc_adaptive_weight 4.9159, d_loss 0.4001, logits_real -0.0369, logits_fake -0.0370,
Train Epoch: [6/10] Iters:[7040/20018] gen_loss 0.3907, rec_loss 0.0283, lpips_loss 0.1829, g_loss 0.0367, disc_weight 0.4000, disc_adaptive_weight 4.8890, d_loss 0.4001, logits_real -0.0365, logits_fake -0.0367,
Train Epoch: [6/10] Iters:[7050/20018] gen_loss 0.3847, rec_loss 0.0284, lpips_loss 0.1823, g_loss 0.0366, disc_weight 0.4000, disc_adaptive_weight 4.7557, d_loss 0.4001, logits_real -0.0363, logits_fake -0.0366,
Train Epoch: [6/10] Iters:[7060/20018] gen_loss 0.3892, rec_loss 0.0282, lpips_loss 0.1821, g_loss 0.0363, disc_weight 0.4000, disc_adaptive_weight 4.9252, d_loss 0.4000, logits_real -0.0360, logits_fake -0.0365,
Train Epoch: [6/10] Iters:[7070/20018] gen_loss 0.3894, rec_loss 0.0283, lpips_loss 0.1835, g_loss 0.0363, disc_weight 0.4000, disc_adaptive_weight 4.8938, d_loss 0.4000, logits_real -0.0359, logits_fake -0.0366,
Train Epoch: [6/10] Iters:[7080/20018] gen_loss 0.3941, rec_loss 0.0278, lpips_loss 0.1832, g_loss 0.0365, disc_weight 0.4000, disc_adaptive_weight 5.0112, d_loss 0.4000, logits_real -0.0363, logits_fake -0.0368,
Train Epoch: [6/10] Iters:[7090/20018] gen_loss 0.4055, rec_loss 0.0273, lpips_loss 0.1826, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.3201, d_loss 0.4000, logits_real -0.0367, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7100/20018] gen_loss 0.4138, rec_loss 0.0275, lpips_loss 0.1840, g_loss 0.0368, disc_weight 0.4000, disc_adaptive_weight 5.4956, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0374,
Train Epoch: [6/10] Iters:[7110/20018] gen_loss 0.4213, rec_loss 0.0272, lpips_loss 0.1840, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.6879, d_loss 0.4001, logits_real -0.0373, logits_fake -0.0373,
Train Epoch: [6/10] Iters:[7120/20018] gen_loss 0.4251, rec_loss 0.0274, lpips_loss 0.1840, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.7915, d_loss 0.4001, logits_real -0.0372, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7130/20018] gen_loss 0.4171, rec_loss 0.0279, lpips_loss 0.1841, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.5546, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7140/20018] gen_loss 0.4091, rec_loss 0.0284, lpips_loss 0.1854, g_loss 0.0371, disc_weight 0.4000, disc_adaptive_weight 5.2827, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7150/20018] gen_loss 0.4024, rec_loss 0.0278, lpips_loss 0.1834, g_loss 0.0374, disc_weight 0.4000, disc_adaptive_weight 5.1224, d_loss 0.4001, logits_real -0.0372, logits_fake -0.0375,
Train Epoch: [6/10] Iters:[7160/20018] gen_loss 0.4075, rec_loss 0.0279, lpips_loss 0.1831, g_loss 0.0378, disc_weight 0.4000, disc_adaptive_weight 5.2022, d_loss 0.4000, logits_real -0.0374, logits_fake -0.0379,
Train Epoch: [6/10] Iters:[7170/20018] gen_loss 0.3991, rec_loss 0.0278, lpips_loss 0.1822, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 4.9720, d_loss 0.4001, logits_real -0.0378, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[7180/20018] gen_loss 0.4004, rec_loss 0.0280, lpips_loss 0.1826, g_loss 0.0382, disc_weight 0.4000, disc_adaptive_weight 4.9602, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0384,
Train Epoch: [6/10] Iters:[7190/20018] gen_loss 0.4094, rec_loss 0.0280, lpips_loss 0.1824, g_loss 0.0385, disc_weight 0.4000, disc_adaptive_weight 5.1576, d_loss 0.4001, logits_real -0.0384, logits_fake -0.0387,
Train Epoch: [6/10] Iters:[7200/20018] gen_loss 0.4074, rec_loss 0.0281, lpips_loss 0.1827, g_loss 0.0384, disc_weight 0.4000, disc_adaptive_weight 5.1058, d_loss 0.4001, logits_real -0.0383, logits_fake -0.0385,
Train Epoch: [6/10] Iters:[7210/20018] gen_loss 0.4005, rec_loss 0.0285, lpips_loss 0.1829, g_loss 0.0381, disc_weight 0.4000, disc_adaptive_weight 4.9519, d_loss 0.4001, logits_real -0.0381, logits_fake -0.0382,
Train Epoch: [6/10] Iters:[7220/20018] gen_loss 0.4078, rec_loss 0.0285, lpips_loss 0.1833, g_loss 0.0379, disc_weight 0.4000, disc_adaptive_weight 5.1754, d_loss 0.4001, logits_real -0.0376, logits_fake -0.0380,
Train Epoch: [6/10] Iters:[7230/20018] gen_loss 0.4044, rec_loss 0.0281, lpips_loss 0.1829, g_loss 0.0375, disc_weight 0.4000, disc_adaptive_weight 5.1632, d_loss 0.4001, logits_real -0.0371, logits_fake -0.0376,
Train Epoch: [6/10] Iters:[7240/20018] gen_loss 0.3970, rec_loss 0.0281, lpips_loss 0.1835, g_loss 0.0370, disc_weight 0.4000, disc_adaptive_weight 5.0261, d_loss 0.4000, logits_real -0.0367, logits_fake -0.0372,
Train Epoch: [6/10] Iters:[7250/20018] gen_loss 0.4011, rec_loss 0.0282, lpips_loss 0.1837, g_loss 0.0372, disc_weight 0.4000, disc_adaptive_weight 5.0962, d_loss 0.4000, logits_real -0.0368, logits_fake -0.0374,
Train Epoch: [6/10] Iters:[7260/20018] gen_loss 0.3967, rec_loss 0.0278, lpips_loss 0.1828, g_loss 0.0380, disc_weight 0.4000, disc_adaptive_weight 4.9191, d_loss 0.4000, logits_real -0.0375, logits_fake -0.0381,
Train Epoch: [6/10] Iters:[7270/20018] gen_loss 0.4063, rec_loss 0.0274, lpips_loss 0.1820, g_loss 0.0388, disc_weight 0.4000, disc_adaptive_weight 5.0774, d_loss 0.4000, logits_real -0.0384, logits_fake -0.0388,
Train Epoch: [6/10] Iters:[7280/20018] gen_loss 0.4257, rec_loss 0.0280, lpips_loss 0.1827, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.4711, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0394,
Train Epoch: [6/10] Iters:[7290/20018] gen_loss 0.4321, rec_loss 0.0279, lpips_loss 0.1810, g_loss 0.0399, disc_weight 0.4000, disc_adaptive_weight 5.6164, d_loss 0.4001, logits_real -0.0394, logits_fake -0.0397,
Train Epoch: [6/10] Iters:[7300/20018] gen_loss 0.4348, rec_loss 0.0284, lpips_loss 0.1818, g_loss 0.0397, disc_weight 0.4000, disc_adaptive_weight 5.6727, d_loss 0.4001, logits_real -0.0395, logits_fake -0.0396,
Train Epoch: [6/10] Iters:[7310/20018] gen_loss 0.4400, rec_loss 0.0293, lpips_loss 0.1825, g_loss 0.0394, disc_weight 0.4000, disc_adaptive_weight 5.8015, d_loss 0.4001, logits_real -0.0393, logits_fake -0.0393,
Train Epoch: [6/10] Iters:[7320/20018] gen_loss 0.4296, rec_loss 0.0297, lpips_loss 0.1830, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.5449, d_loss 0.4001, logits_real -0.0390, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[7330/20018] gen_loss 0.4199, rec_loss 0.0294, lpips_loss 0.1819, g_loss 0.0391, disc_weight 0.4000, disc_adaptive_weight 5.3507, d_loss 0.4001, logits_real -0.0389, logits_fake -0.0391,
Train Epoch: [6/10] Iters:[7340/20018] gen_loss 0.4121, rec_loss 0.0294, lpips_loss 0.1821, g_loss 0.0392, disc_weight 0.4000, disc_adaptive_weight 5.1234, d_loss 0.4001, logits_real -0.0391, logits_fake -0.0393,
Train Epoch: [6/10] Iters:[7350/20018] gen_loss 0.4085, rec_loss 0.0287, lpips_loss 0.1813, g_loss 0.0395, disc_weight 0.4000, disc_adaptive_weight 5.0323, d_loss 0.4000, logits_real -0.0391, logits_fake -0.0396,
Train Epoch: [6/10] Iters:[7360/20018] gen_loss 0.4061, rec_loss 0.0283, lpips_loss 0.1809, g_loss 0.0398, disc_weight 0.4000, disc_adaptive_weight 4.9540, d_loss 0.4000, logits_real -0.0394, logits_fake -0.0398,
Train Epoch: [6/10] Iters:[7370/20018] gen_loss 0.4116, rec_loss 0.0282, lpips_loss 0.1808, g_loss 0.0403, disc_weight 0.4000, disc_adaptive_weight 5.0300, d_loss 0.4000, logits_real -0.0400, logits_fake -0.0404,
Train Epoch: [6/10] Iters:[7380/20018] gen_loss 0.4118, rec_loss 0.0283, lpips_loss 0.1807, g_loss 0.0408, disc_weight 0.4000, disc_adaptive_weight 4.9639, d_loss 0.4001, logits_real -0.0405, logits_fake -0.0409,
Train Epoch: [6/10] Iters:[7390/20018] gen_loss 0.4162, rec_loss 0.0279, lpips_loss 0.1807, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 5.0603, d_loss 0.4001, logits_real -0.0407, logits_fake -0.0410,
Train Epoch: [6/10] Iters:[7400/20018] gen_loss 0.4211, rec_loss 0.0280, lpips_loss 0.1805, g_loss 0.0410, disc_weight 0.4000, disc_adaptive_weight 5.1824, d_loss 0.4001, logits_real -0.0409, logits_fake -0.0411,
Train Epoch: [6/10] Iters:[7410/20018] gen_loss 0.4213, rec_loss 0.0278, lpips_loss 0.1811, g_loss 0.0409, disc_weight 0.4000, disc_adaptive_weight 5.1885, d_loss 0.4001, logits_real -0.0408, logits_fake -0.0411,
Train Epoch: [6/10] Iters:[7420/20018] gen_loss 0.4178, rec_loss 0.0280, lpips_loss 0.1820, g_loss 0.0404, disc_weight 0.4000, disc_adaptive_weight 5.1320, d_loss 0.4001, logits_real -0.0402, logits_fake -0.0405,
Train Epoch: [6/10] Iters:[7430/20018] gen_loss 0.4233, rec_loss 0.0279, lpips_loss 0.1823, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 5.3239, d_loss 0.4000, logits_real -0.0396, logits_fake -0.0401,
Train Epoch: [6/10] Iters:[7440/20018] gen_loss 0.4200, rec_loss 0.0281, lpips_loss 0.1823, g_loss 0.0400, disc_weight 0.4000, disc_adaptive_weight 5.2404, d_loss 0.4000, logits_real -0.0395, logits_fake -0.0400,
